Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.965843,[43 31] ; [138  21],[57.48497854 16.51502146] ; [123.51502146  35.48497854],1
a2,1,0.127024,2.328502,[12 62] ; [ 40 119],[16.51502146 57.48497854] ; [ 35.48497854 123.51502146],0
p2,1,0.130496,2.286593,[67  7] ; [152   7],[69.55364807  4.44635193] ; [149.44635193   9.55364807],0
u4,1,0.130829,2.282644,[ 1 73] ; [  9 150],[ 3.17596567 70.82403433] ; [  6.82403433 152.17596567],0
v3,1,0.141393,2.162737,[31 42] ; [82 73],[36.17982456 36.82017544] ; [76.82017544 78.17982456],0
d2,1,0.153416,2.037949,[34 40] ; [89 70],[39.06437768 34.93562232] ; [83.93562232 75.06437768],0
p7,1,0.195812,1.673335,[57 13] ; [138  19],[60.13215859  9.86784141] ; [134.86784141  22.13215859],0
p10,1,0.196679,1.666862,[63 10] ; [145  13],[65.73160173  7.26839827] ; [142.26839827  15.73160173],0
r4,1,0.199802,1.643822,[67  7] ; [151   8],[69.2360515  4.7639485] ; [148.7639485  10.2360515],0
a8,1,0.214519,1.540664,[15 52] ; [ 23 126],[11.78703704 55.21296296] ; [ 26.21296296 122.78703704],0
d4,1,0.241473,1.371976,[62 12] ; [141  17],[64.75  9.25] ; [138.25  19.75],0
v4,1,0.241852,1.369765,[68  4] ; [155   4],[69.50649351  2.49350649] ; [153.49350649   5.50649351],0
r3,1,0.259433,1.271781,[70  4] ; [155   4],[71.45922747  2.54077253] ; [153.54077253   5.45922747],0
d5,1,0.280478,1.164773,[58 16] ; [133  25],[60.92241379 13.07758621] ; [130.07758621  27.92241379],0
a6,1,0.347246,0.883495,[44 30] ; [104  54],[47.20689655 26.79310345] ; [100.79310345  57.20689655],0
a7,1,0.366555,0.815312,[54 20] ; [106  52],[51.03448276 22.96551724] ; [108.96551724  49.03448276],0
v1,1,0.382716,0.761959,[45 28] ; [106  51],[47.92608696 25.07391304] ; [103.07391304  53.92608696],0
a1,1,0.391743,0.733525,[ 3 71] ; [ 11 148],[ 4.44635193 69.55364807] ; [  9.55364807 149.44635193],0
s6,1,0.420461,0.649026,[63 10] ; [128  28],[60.88646288 12.11353712] ; [130.11353712  25.88646288],0
s2,1,0.507548,0.439118,[49 23] ; [115  44],[51.11688312 20.88311688] ; [112.88311688  46.11688312],0
r1,1,0.512962,0.428019,[61 12] ; [138  21],[62.61637931 10.38362069] ; [136.38362069  22.61637931],0
a4,1,0.692363,0.156539,[31 43] ; [71 88],[32.39484979 41.60515021] ; [69.60515021 89.39484979],0
b1,1,0.737229,0.112577,[29 45] ; [66 93],[30.17167382 43.82832618] ; [64.82832618 94.17167382],0
n3,1,0.763781,0.090312,[11  5] ; [18 10],[10.54545455  5.45454545] ; [18.45454545  9.54545455],0
u3,1,0.801752,0.063041,[14  9] ; [18 10],[14.43137255  8.56862745] ; [17.56862745 10.43137255],0
d3,1,0.831766,0.045129,[53 21] ; [116  43],[53.67381974 20.32618026] ; [115.32618026  43.67381974],0
p11,1,0.851815,0.034895,[65  9] ; [141  18],[65.4248927  8.5751073] ; [140.5751073  18.4248927],0
n1,1,0.863711,0.029464,[7 9] ; [13 15],[7.27272727 8.72727273] ; [12.72727273 15.27272727],0
s7,1,0.880042,0.022776,[54 17] ; [117  35],[54.44394619 16.55605381] ; [116.55605381  35.44394619],0
s4,1,0.90786,0.013395,[15 59] ; [ 31 127],[14.67241379 59.32758621] ; [ 31.32758621 126.67241379],0
s1,1,0.918741,0.010408,[ 3 70] ; [  7 152],[ 3.14655172 69.85344828] ; [  6.85344828 152.14655172],0
s3,1,0.923969,0.009108,[54 17] ; [120  39],[53.71304348 17.28695652] ; [120.28695652  38.71304348],0
b4,1,0.982498,0.000481,[42 32] ; [90 69],[41.92274678 32.07725322] ; [90.07725322 68.92274678],0
u2,1,0.990983,0.000128,[14  9] ; [17 11],[13.98039216  9.01960784] ; [17.01960784 10.98039216],0
