Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,27.692825,[57 35] ; [ 2 28],[44.49180328 47.50819672] ; [14.50819672 15.49180328],1
r3,1,1.4e-05,18.877797,[78 14] ; [13 16],[69.19008264 22.80991736] ; [21.80991736  7.19008264],1
p2,1,2.4e-05,17.872814,[62 30] ; [ 7 23],[52.03278689 39.96721311] ; [16.96721311 13.03278689],1
r2,1,5.2e-05,16.371975,[77 13] ; [13 14],[69.23076923 20.76923077] ; [20.76923077  6.23076923],1
n6,1,0.000836,11.159504,[70 22] ; [13 17],[62.59016393 29.40983607] ; [20.40983607  9.59016393],1
p9,1,0.001955,9.591608,[68 20] ; [13 15],[61.44827586 26.55172414] ; [19.55172414  8.44827586],0
s6,1,0.003553,8.49898,[42 48] ; [ 5 25],[35.25 54.75] ; [11.75 18.25],0
p10,1,0.004244,8.176191,[61 29] ; [11 18],[54.45378151 35.54621849] ; [17.54621849 11.45378151],0
p7,1,0.004881,7.923187,[37 52] ; [ 4 26],[30.66386555 58.33613445] ; [10.33613445 19.66386555],0
p8,1,0.005698,7.643391,[30 61] ; [ 2 27],[24.26666667 66.73333333] ; [ 7.73333333 21.26666667],0
s2,1,0.019707,5.437645,[33 59] ; [ 4 26],[27.90163934 64.09836066] ; [ 9.09836066 20.90163934],0
u3,1,0.020735,5.348928,[17 25] ; [ 1 13],[13.5 28.5] ; [4.5 9.5],0
u2,1,0.022925,5.174216,[20 21] ; [ 2 12],[16.4 24.6] ; [5.6 8.4],0
n2,1,0.029031,4.76577,[28  9] ; [5 7],[24.91836735 12.08163265] ; [8.08163265 3.91836735],0
p11,1,0.033732,4.508226,[60 32] ; [13 17],[55.04918033 36.95081967] ; [17.95081967 12.04918033],0
s8,1,0.049406,3.861512,[21 71] ; [ 2 28],[17.3442623 74.6557377] ; [ 5.6557377 24.3442623],0
s5,1,0.070321,3.275522,[19 68] ; [ 2 27],[15.75 71.25] ; [ 5.25 23.75],0
p6,1,0.092567,2.829148,[18 70] ; [ 2 27],[15.04273504 72.95726496] ; [ 4.95726496 24.04273504],0
v2,1,0.103217,2.655113,[33 56] ; [ 6 23],[29.41525424 59.58474576] ; [ 9.58474576 19.41525424],0
a8,1,0.106119,2.611082,[ 4 82] ; [ 4 26],[ 5.93103448 80.06896552] ; [ 2.06896552 27.93103448],0
b5,1,0.136939,2.212026,[60 32] ; [15 15],[56.55737705 35.44262295] ; [18.44262295 11.55737705],0
p1,1,0.138896,2.19015,[ 9 83] ; [ 6 24],[11.31147541 80.68852459] ; [ 3.68852459 26.31147541],0
s4,1,0.149153,2.080895,[24 68] ; [ 4 26],[21.1147541 70.8852459] ; [ 6.8852459 23.1147541],0
a1,1,0.150657,2.065584,[ 5 87] ; [ 4 26],[ 6.78688525 85.21311475] ; [ 2.21311475 27.78688525],0
s3,1,0.153762,2.03453,[39 53] ; [ 8 21],[35.73553719 56.26446281] ; [11.26446281 17.73553719],0
b4,1,0.158941,1.984268,[51 41] ; [21  9],[54.29508197 37.70491803] ; [17.70491803 12.29508197],0
d5,1,0.176142,1.82988,[61 30] ; [16 14],[57.90909091 33.09090909] ; [19.09090909 10.90909091],0
a7,1,0.186329,1.746409,[55 36] ; [14 16],[51.89256198 39.10743802] ; [17.10743802 12.89256198],0
n1,1,0.189297,1.723077,[ 8 28] ; [5 7],[ 9.75 26.25] ; [3.25 8.75],0
b1,1,0.201015,1.634984,[31 61] ; [14 16],[33.93442623 58.06557377] ; [11.06557377 18.93442623],0
u1,1,0.247687,1.3363,[ 4 88] ; [ 3 27],[ 5.27868852 86.72131148] ; [ 1.72131148 28.27868852],0
p3,1,0.252994,1.306697,[21 70] ; [ 4 26],[18.80165289 72.19834711] ; [ 6.19834711 23.80165289],0
d3,1,0.291572,1.112347,[46 44] ; [12 18],[43.5 46.5] ; [14.5 15.5],0
n4,1,0.326522,0.962641,[52 40] ; [20 10],[54.29508197 37.70491803] ; [17.70491803 12.29508197],0
b2,1,0.339256,0.913242,[17 31] ; [10 11],[18.7826087 29.2173913] ; [ 8.2173913 12.7826087],0
b3,1,0.339256,0.913242,[17 31] ; [10 11],[18.7826087 29.2173913] ; [ 8.2173913 12.7826087],0
v3,1,0.340356,0.909091,[26 64] ; [ 6 24],[24. 66.] ; [ 8. 22.],0
n3,1,0.35843,0.843385,[24 13] ; [6 6],[22.65306122 14.34693878] ; [7.34693878 4.65306122],0
d1,1,0.39327,0.728809,[29 63] ; [12 18],[30.91803279 61.08196721] ; [10.08196721 19.91803279],0
v1,1,0.433409,0.613671,[28 60] ; [ 7 22],[26.32478632 61.67521368] ; [ 8.67521368 20.32478632],0
a2,1,0.458869,0.548652,[ 8 84] ; [ 4 26],[ 9.04918033 82.95081967] ; [ 2.95081967 27.04918033],0
a6,1,0.46443,0.535198,[50 42] ; [14 16],[48.26229508 43.73770492] ; [15.73770492 14.26229508],0
d2,1,0.473264,0.514344,[34 57] ; [13 16],[35.64166667 55.35833333] ; [11.35833333 17.64166667],0
s7,1,0.500212,0.454486,[24 65] ; [ 6 23],[22.62711864 66.37288136] ; [ 7.37288136 21.62711864],0
n5,1,0.569403,0.323683,[56 36] ; [20 10],[57.31147541 34.68852459] ; [18.68852459 11.31147541],0
d4,1,0.605303,0.267072,[60 32] ; [18 12],[58.81967213 33.18032787] ; [19.18032787 10.81967213],0
a4,1,0.663777,0.188968,[26 66] ; [ 7 22],[25.09090909 66.90909091] ; [ 7.90909091 21.09090909],0
