Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,138.866813,[ 13 131] ; [138  48],[65.89090909 78.10909091] ; [ 85.10909091 100.89090909],1
s6,1,0.0,70.262677,[54 89] ; [151  31],[90.2 52.8] ; [114.8  67.2],1
s7,1,0.0,46.869929,[ 32 104] ; [111  67],[61.93630573 74.06369427] ; [81.06369427 96.93630573],1
s8,1,1.5e-05,18.752122,[ 34 110] ; [87 99],[52.8 91.2] ; [ 68.2 117.8],1
p2,1,0.000107,15.007018,[97 48] ; [158  28],[111.70694864  33.29305136] ; [143.29305136  42.70694864],1
s4,1,0.00017,14.141737,[ 13 131] ; [ 46 137],[ 25.98165138 118.01834862] ; [ 33.01834862 149.98165138],1
p9,1,0.003817,8.368928,[96 47] ; [150  35],[107.25  35.75] ; [138.75  46.25],0
p4,1,0.004727,7.981051,[61 82] ; [108  77],[73.67987805 69.32012195] ; [95.32012195 89.67987805],0
r3,1,0.004794,7.955658,[128  16] ; [178   6],[134.34146341   9.65853659] ; [171.65853659  12.34146341],0
p7,1,0.007103,7.246618,[71 72] ; [118  65],[82.90490798 60.09509202] ; [106.09509202  76.90490798],0
n5,1,0.011624,6.367271,[85 59] ; [133  51],[95.70731707 48.29268293] ; [122.29268293  61.70731707],0
p6,1,0.012024,6.307316,[ 30 114] ; [ 62 124],[ 40.14545455 103.85454545] ; [ 51.85454545 134.14545455],0
p3,1,0.012846,6.190145,[50 95] ; [89 96],[61.07575758 83.92424242] ; [ 77.92424242 107.07575758],0
u1,1,0.016003,5.802574,[ 16 129] ; [ 39 147],[ 24.09365559 120.90634441] ; [ 30.90634441 155.09365559],0
p10,1,0.021415,5.292723,[97 46] ; [147  39],[106.05471125  36.94528875] ; [137.94528875  48.05471125],0
n4,1,0.024337,5.07047,[97 48] ; [145  41],[106.01208459  38.98791541] ; [135.98791541  50.01208459],0
r2,1,0.045302,4.007355,[132  12] ; [178   6],[136.09756098   7.90243902] ; [173.90243902  10.09756098],0
d2,1,0.105203,2.624835,[61 83] ; [95 90],[68.27963526 75.72036474] ; [87.72036474 97.27963526],0
n2,1,0.117057,2.456256,[29 21] ; [33 12],[32.63157895 17.36842105] ; [29.36842105 15.63157895],0
s5,1,0.127964,2.317032,[ 36 107] ; [ 59 120],[ 42.18944099 100.81055901] ; [ 52.81055901 126.18944099],0
r4,1,0.137111,2.210089,[130  15] ; [175  11],[133.6102719  11.3897281] ; [171.3897281  14.6102719],0
d1,1,0.162617,1.949722,[77 68] ; [113  73],[83.2326284 61.7673716] ; [106.7673716  79.2326284],0
d4,1,0.185841,1.75028,[114  30] ; [156  28],[118.53658537  25.46341463] ; [151.46341463  32.53658537],0
a4,1,0.232062,1.42818,[56 89] ; [ 84 102],[61.32930514 83.67069486] ; [ 78.67069486 107.32930514],0
u3,1,0.235599,1.406738,[25 23] ; [35 20],[27.96116505 20.03883495] ; [32.03883495 22.96116505],0
p8,1,0.269233,1.22065,[60 82] ; [90 96],[64.93902439 77.06097561] ; [ 85.06097561 100.93902439],0
a2,1,0.341711,0.904003,[ 28 117] ; [ 44 142],[ 31.5407855 113.4592145] ; [ 40.4592145 145.5407855],0
n3,1,0.367485,0.81215,[31 18] ; [31 12],[33.02173913 15.97826087] ; [28.97826087 14.02173913],0
d3,1,0.383471,0.759544,[97 48] ; [132  53],[100.62121212  44.37878788] ; [128.37878788  56.62121212],0
p11,1,0.421708,0.64555,[101  44] ; [137  49],[104.25981873  40.74018127] ; [133.74018127  52.25981873],0
b2,1,0.451607,0.566616,[20 61] ; [30 71],[22.25274725 58.74725275] ; [27.74725275 73.25274725],0
b3,1,0.451607,0.566616,[20 61] ; [30 71],[22.25274725 58.74725275] ; [27.74725275 73.25274725],0
a7,1,0.460265,0.54525,[104  40] ; [141  45],[106.90909091  37.09090909] ; [138.09090909  47.90909091],0
