Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,9e-06,19.768387,[ 4 10] ; [71 14],[10.60606061  3.39393939] ; [64.39393939 20.60606061],1
p11,1,0.000228,13.584754,[ 3 11] ; [62 24],[9.1 4.9] ; [55.9 30.1],1
p6,1,0.191303,1.707555,[6 8] ; [22 63],[ 3.95959596 10.04040404] ; [24.04040404 60.95959596],0
b1,1,0.4514,0.567133,[5 9] ; [40 46],[6.3 7.7] ; [38.7 47.3],0
p5,1,1.0,0.0,[ 2 12] ; [12 72],[ 2. 12.] ; [12. 72.],0
