Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,2e-06,22.369668,[40 41] ; [ 9 60],[26.46 54.54] ; [22.54 46.46],1
a4,1,0.160176,1.972562,[24 57] ; [28 41],[28.08 52.92] ; [23.92 45.08],0
r1,1,0.199646,1.644965,[63 17] ; [48 21],[59.59731544 20.40268456] ; [51.40268456 17.59731544],0
p3,1,0.205581,1.602277,[34 47] ; [21 45],[30.30612245 50.69387755] ; [24.69387755 41.30612245],0
n5,1,0.256883,1.285478,[38 42] ; [26 42],[34.59459459 45.40540541] ; [29.40540541 38.59459459],0
d3,1,0.282881,1.153198,[55 25] ; [41 27],[51.89189189 28.10810811] ; [44.10810811 23.89189189],0
p6,1,0.311636,1.023727,[21 56] ; [13 52],[18.43661972 58.56338028] ; [15.56338028 49.43661972],0
a3,1,0.314817,1.01036,[50 31] ; [48 21],[52.92 28.08] ; [45.08 23.92],0
p5,1,0.33619,0.924907,[ 5 74] ; [ 2 66],[ 3.76190476 75.23809524] ; [ 3.23809524 64.76190476],0
a2,1,0.361974,0.831033,[15 66] ; [ 9 60],[12.96 68.04] ; [11.04 57.96],0
r4,1,0.36757,0.811863,[67 14] ; [53 16],[64.8 16.2] ; [55.2 13.8],0
d4,1,0.377331,0.77938,[64 16] ; [51 18],[61.74496644 18.25503356] ; [53.25503356 15.74496644],0
p12,1,0.410328,0.677852,[ 3 77] ; [ 1 65],[ 2.19178082 77.80821918] ; [ 1.80821918 64.19178082],0
n4,1,0.412717,0.670961,[43 38] ; [32 37],[40.5 40.5] ; [34.5 34.5],0
p11,1,0.448043,0.575599,[53 28] ; [41 28],[50.76 30.24] ; [43.24 25.76],0
v3,1,0.468299,0.525988,[19 55] ; [20 44],[20.91304348 53.08695652] ; [18.08695652 45.91304348],0
u2,1,0.477575,0.504396,[24  6] ; [15  6],[22.94117647  7.05882353] ; [16.05882353  4.94117647],0
u3,1,0.477575,0.504396,[24  6] ; [15  6],[22.94117647  7.05882353] ; [16.05882353  4.94117647],0
a1,1,0.525187,0.403695,[ 4 77] ; [ 2 67],[ 3.24 77.76] ; [ 2.76 66.24],0
s1,1,0.540337,0.374916,[ 3 76] ; [ 4 63],[ 3.78767123 75.21232877] ; [ 3.21232877 63.78767123],0
n1,1,0.566477,0.328613,[11 18] ; [ 6 14],[10.06122449 18.93877551] ; [ 6.93877551 13.06122449],0
u1,1,0.568242,0.325633,[ 8 73] ; [ 5 64],[ 7.02 73.98] ; [ 5.98 63.02],0
b1,1,0.604549,0.268189,[40 41] ; [37 32],[41.58 39.42] ; [35.42 33.58],0
n3,1,0.645823,0.211207,[20  9] ; [15  5],[20.71428571  8.28571429] ; [14.28571429  5.71428571],0
v2,1,0.649002,0.207161,[36 37] ; [30 36],[34.6618705 38.3381295] ; [31.3381295 34.6618705],0
b5,1,0.657003,0.197184,[51 30] ; [41 28],[49.68 31.32] ; [42.32 26.68],0
a6,1,0.662395,0.190627,[56 24] ; [46 23],[54.76510067 25.23489933] ; [47.23489933 21.76510067],0
a5,1,0.674497,0.176387,[52 29] ; [42 27],[50.76 30.24] ; [43.24 25.76],0
d2,1,0.751662,0.10014,[31 49] ; [25 44],[30.06711409 49.93288591] ; [25.93288591 43.06711409],0
b3,1,0.757101,0.09566,[13 36] ; [ 8 26],[12.39759036 36.60240964] ; [ 8.60240964 25.39759036],0
b2,1,0.757101,0.09566,[13 36] ; [ 8 26],[12.39759036 36.60240964] ; [ 8.60240964 25.39759036],0
d5,1,0.758908,0.094197,[62 18] ; [52 17],[61.20805369 18.79194631] ; [52.79194631 16.20805369],0
b4,1,0.766054,0.08853,[45 36] ; [40 29],[45.9 35.1] ; [39.1 29.9],0
p1,1,0.774304,0.082225,[ 5 76] ; [ 5 63],[ 5.43624161 75.56375839] ; [ 4.56375839 63.43624161],0
r2,1,0.82801,0.047199,[71  9] ; [62  7],[71.40939597  8.59060403] ; [61.59060403  7.40939597],0
a7,1,0.977586,0.000789,[55 26] ; [47 22],[55.08 25.92] ; [46.92 22.08],0
