Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.004001,8.283319,[ 3 59] ; [2 3],[ 4.62686567 57.37313433] ; [0.37313433 4.62686567],0
a8,1,0.042438,4.117647,[ 7 49] ; [2 2],[ 8.4 47.6] ; [0.6 3.4],0
a4,1,0.048926,3.877874,[13 49] ; [3 2],[14.80597015 47.19402985] ; [1.19402985 3.80597015],0
p3,1,0.097447,2.746832,[21 41] ; [3 1],[22.54545455 39.45454545] ; [1.45454545 2.54545455],0
b4,1,0.152848,2.043594,[33 29] ; [1 4],[31.46268657 30.53731343] ; [2.53731343 2.46268657],0
u1,1,0.168689,1.89456,[ 3 59] ; [1 4],[ 3.70149254 58.29850746] ; [0.29850746 4.70149254],0
p4,1,0.173783,1.850003,[30 32] ; [4 1],[31.46268657 30.53731343] ; [2.53731343 2.46268657],0
b5,1,0.220712,1.499734,[32 30] ; [4 1],[33.31343284 28.68656716] ; [2.68656716 2.31343284],0
p6,1,0.241117,1.374053,[21 41] ; [3 2],[22.20895522 39.79104478] ; [1.79104478 3.20895522],0
a6,1,0.304423,1.054718,[35 27] ; [4 1],[36.08955224 25.91044776] ; [2.91044776 2.08955224],0
a7,1,0.355915,0.852257,[36 25] ; [4 1],[36.96969697 24.03030303] ; [3.03030303 1.96969697],0
v4,1,0.386551,0.749765,[55  5] ; [4 1],[54.46153846  5.53846154] ; [4.53846154 0.46153846],0
p8,1,0.390797,0.736462,[25 37] ; [3 2],[25.91044776 36.08955224] ; [2.08955224 2.91044776],0
b1,1,0.390797,0.736462,[25 37] ; [3 2],[25.91044776 36.08955224] ; [2.08955224 2.91044776],0
v1,1,0.476683,0.506443,[27 35] ; [3 2],[27.76119403 34.23880597] ; [2.23880597 2.76119403],0
p5,1,0.477957,0.503521,[ 6 55] ; [1 4],[ 6.46969697 54.53030303] ; [0.53030303 4.46969697],0
v3,1,0.510625,0.432787,[21 40] ; [1 4],[20.33333333 40.66666667] ; [1.66666667 3.33333333],0
p11,1,0.569766,0.323075,[42 20] ; [4 1],[42.56716418 19.43283582] ; [3.43283582 1.56716418],0
s5,1,0.583794,0.300142,[24 38] ; [1 3],[23.48484848 38.51515152] ; [1.51515152 2.48484848],0
s4,1,0.602058,0.271903,[19 42] ; [1 4],[18.48484848 42.51515152] ; [1.51515152 3.48484848],0
r1,1,0.602058,0.271903,[42 19] ; [4 1],[42.51515152 18.48484848] ; [3.48484848 1.51515152],0
s3,1,0.666248,0.186022,[53  8] ; [4 1],[52.68181818  8.31818182] ; [4.31818182 0.68181818],0
p1,1,0.753126,0.098923,[ 9 52] ; [1 4],[ 9.24242424 51.75757576] ; [0.75757576 4.24242424],0
s6,1,0.796356,0.066598,[49 12] ; [3 1],[48.8 12.2] ; [3.2 0.8],0
n5,1,0.817895,0.053016,[46 15] ; [4 1],[46.21212121 14.78787879] ; [3.78787879 1.21212121],0
p7,1,0.822255,0.050466,[39 21] ; [3 2],[38.76923077 21.23076923] ; [3.23076923 1.76923077],0
v2,1,0.853532,0.034082,[27 34] ; [2 3],[26.8030303 34.1969697] ; [2.1969697 2.8030303],0
s8,1,0.877571,0.023731,[35 27] ; [3 2],[35.1641791 26.8358209] ; [2.8358209 2.1641791],0
b2,1,0.910853,0.012536,[ 7 32] ; [1 4],[ 7.09090909 31.90909091] ; [0.90909091 4.09090909],0
b3,1,0.910853,0.012536,[ 7 32] ; [1 4],[ 7.09090909 31.90909091] ; [0.90909091 4.09090909],0
p9,1,0.959166,0.002622,[49 13] ; [4 1],[49.04477612 12.95522388] ; [3.95522388 1.04477612],0
