Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,37.628989,[93  5] ; [12 14],[82.98387097 15.01612903] ; [22.01612903  3.98387097],1
a4,1,0.172967,1.857035,[66 33] ; [13 12],[63.07258065 35.92741935] ; [15.92741935  9.07258065],0
v2,1,0.175163,1.838194,[53 43] ; [10 15],[49.98347107 46.01652893] ; [13.01652893 11.98347107],0
n5,1,0.197941,1.657502,[59 39] ; [12 14],[56.11290323 41.88709677] ; [14.88709677 11.11290323],0
a1,1,0.229015,1.446967,[ 5 94] ; [ 3 23],[ 6.336 92.664] ; [ 1.664 24.336],0
v3,1,0.273243,1.200392,[32 61] ; [ 6 20],[29.69747899 63.30252101] ; [ 8.30252101 17.69747899],0
b1,1,0.30807,1.038933,[46 53] ; [15 11],[48.312 50.688] ; [12.688 13.312],0
d5,1,0.309234,1.033945,[97  1] ; [25  1],[96.41935484  1.58064516] ; [25.58064516  0.41935484],0
d4,1,0.313488,1.015924,[96  1] ; [25  1],[95.42276423  1.57723577] ; [25.57723577  0.42276423],0
v1,1,0.346088,0.88775,[44 54] ; [ 9 17],[41.88709677 56.11290323] ; [11.11290323 14.88709677],0
b4,1,0.378244,0.776403,[59 40] ; [13 13],[57.024 41.976] ; [14.976 11.024],0
d2,1,0.525856,0.402393,[80 18] ; [19  6],[78.87804878 19.12195122] ; [20.12195122  4.87804878],0
p5,1,0.569486,0.323543,[ 7 91] ; [ 1 24],[ 6.37398374 91.62601626] ; [ 1.62601626 23.37398374],0
a5,1,0.613305,0.255389,[77 22] ; [19  7],[76.032 22.968] ; [19.968  6.032],0
n4,1,0.648368,0.207964,[65 33] ; [16 10],[64.01612903 33.98387097] ; [16.98387097  9.01612903],0
b2,1,0.68665,0.162736,[17 36] ; [ 6 10],[17.66666667 35.33333333] ; [ 5.33333333 10.66666667],0
b3,1,0.68665,0.162736,[17 36] ; [ 6 10],[17.66666667 35.33333333] ; [ 5.33333333 10.66666667],0
d3,1,0.700152,0.148314,[88 10] ; [24  2],[88.51612903  9.48387097] ; [23.48387097  2.51612903],0
s1,1,0.762251,0.091522,[ 6 93] ; [ 2 24],[ 6.336 92.664] ; [ 1.664 24.336],0
p1,1,0.843475,0.038986,[10 88] ; [ 3 23],[10.27419355 87.72580645] ; [ 2.72580645 23.27419355],0
s4,1,0.966475,0.001766,[23 75] ; [ 6 20],[22.91935484 75.08064516] ; [ 6.08064516 19.91935484],0
