Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,37.628989,[93  5] ; [12 14],[82.98387097 15.01612903] ; [22.01612903  3.98387097],1
r1,1,0.0,28.788418,[88 10] ; [11 15],[78.24193548 19.75806452] ; [20.75806452  5.24193548],1
s6,1,1.1e-05,19.288968,[70 25] ; [ 7 19],[60.45454545 34.54545455] ; [16.54545455  9.45454545],1
r2,1,3.8e-05,16.967432,[97  1] ; [18  5],[93.14049587  4.85950413] ; [21.85950413  1.14049587],1
v4,1,4.3e-05,16.743291,[94  4] ; [18  8],[88.51612903  9.48387097] ; [23.48387097  2.51612903],1
p9,1,0.000101,15.116252,[70 25] ; [ 8 17],[61.75 33.25] ; [16.25  8.75],1
p2,1,0.000259,13.347077,[70 28] ; [ 8 17],[62.14634146 35.85365854] ; [15.85365854  9.14634146],1
p7,1,0.000756,11.345836,[49 48] ; [ 3 21],[41.68595041 55.31404959] ; [10.31404959 13.68595041],1
p8,1,0.000769,11.314437,[42 55] ; [ 2 24],[34.69918699 62.30081301] ; [ 9.30081301 16.69918699],1
s2,1,0.002012,9.538462,[56 42] ; [ 6 20],[49. 49.] ; [13. 13.],0
p4,1,0.002671,9.019347,[52 45] ; [ 5 20],[45.31967213 51.68032787] ; [11.68032787 13.31967213],0
s8,1,0.002692,9.005035,[47 51] ; [ 4 22],[40.30645161 57.69354839] ; [10.69354839 15.30645161],0
s7,1,0.004868,7.927752,[49 38] ; [ 5 17],[43.10091743 43.89908257] ; [10.89908257 11.10091743],0
p6,1,0.005772,7.620282,[40 56] ; [ 3 22],[34.11570248 61.88429752] ; [ 8.88429752 16.11570248],0
u3,1,0.00729,7.2,[13  3] ; [2 6],[10.  6.] ; [5. 3.],0
n2,1,0.007372,7.180085,[27 11] ; [ 6 12],[22.39285714 15.60714286] ; [10.60714286  7.39285714],0
p10,1,0.008152,6.999842,[61 35] ; [ 9 17],[55.08196721 40.91803279] ; [14.91803279 11.08196721],0
n1,1,0.009447,6.736285,[22 15] ; [ 4 14],[17.49090909 19.50909091] ; [8.50909091 9.49090909],0
n6,1,0.012637,6.21926,[73 24] ; [13 13],[67.82113821 29.17886179] ; [18.17886179  7.82113821],0
a2,1,0.019097,5.492641,[44 55] ; [ 5 21],[38.808 60.192] ; [10.192 15.808],0
n3,1,0.022284,5.223469,[28  9] ; [ 8 10],[24.21818182 12.78181818] ; [11.78181818  6.21818182],0
u1,1,0.028957,4.770179,[33 66] ; [ 3 23],[28.512 70.488] ; [ 7.488 18.512],0
u2,1,0.042583,4.111888,[11  5] ; [2 6],[8.66666667 7.33333333] ; [4.33333333 3.66666667],0
a6,1,0.053671,3.72289,[72 26] ; [14 12],[67.96774194 30.03225806] ; [18.03225806  7.96774194],0
a3,1,0.071331,3.252112,[83 15] ; [18  8],[79.82258065 18.17741935] ; [21.17741935  4.82258065],0
p3,1,0.080403,3.056728,[48 50] ; [ 7 17],[44.18032787 53.81967213] ; [10.81967213 13.18032787],0
s5,1,0.088404,2.903195,[36 55] ; [ 5 19],[32.44347826 58.55652174] ; [ 8.55652174 15.44347826],0
a7,1,0.091308,2.851157,[77 22] ; [16 10],[73.656 25.344] ; [19.344  6.656],0
s3,1,0.148667,2.085874,[57 41] ; [11 15],[53.74193548 44.25806452] ; [14.25806452 11.74193548],0
b5,1,0.156289,2.009768,[68 31] ; [14 12],[64.944 34.056] ; [17.056  8.944],0
