Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,6.2e-05,16.055434,[57 31] ; [44 76],[42.73076923 45.26923077] ; [58.26923077 61.73076923],1
a4,1,0.000458,12.281111,[39 53] ; [ 26 101],[27.30593607 64.69406393] ; [37.69406393 89.30593607],1
a5,1,0.002583,9.081123,[63 29] ; [61 66],[52.0913242 39.9086758] ; [71.9086758 55.0913242],0
v3,1,0.00467,8.002807,[32 57] ; [ 23 100],[23.08962264 65.91037736] ; [31.91037736 91.08962264],0
p9,1,0.004764,7.967049,[76 13] ; [85 39],[67.27230047 21.72769953] ; [93.72769953 30.27230047],0
a2,1,0.006139,7.508959,[20 72] ; [ 11 116],[13.02283105 78.97716895] ; [ 17.97716895 109.02283105],0
s7,1,0.011956,6.317403,[36 52] ; [30 92],[27.65714286 60.34285714] ; [38.34285714 83.65714286],0
b2,1,0.016485,5.750346,[19 24] ; [14 49],[13.38679245 29.61320755] ; [19.61320755 43.38679245],0
b3,1,0.016485,5.750346,[19 24] ; [14 49],[13.38679245 29.61320755] ; [19.61320755 43.38679245],0
s6,1,0.020198,5.39471,[59 30] ; [64 63],[50.68055556 38.31944444] ; [72.31944444 54.68055556],0
n5,1,0.036605,4.368691,[40 51] ; [38 88],[32.70967742 58.29032258] ; [45.29032258 80.70967742],0
d4,1,0.03743,4.330732,[77 15] ; [91 36],[70.57534247 21.42465753] ; [97.42465753 29.57534247],0
s3,1,0.037593,4.323329,[50 42] ; [51 76],[42.42922374 49.57077626] ; [58.57077626 68.42922374],0
a3,1,0.039457,4.241078,[62 30] ; [68 59],[54.61187215 37.38812785] ; [75.38812785 51.61187215],0
s8,1,0.046114,3.977411,[36 55] ; [34 93],[29.22018349 61.77981651] ; [40.77981651 86.22018349],0
p10,1,0.049266,3.866267,[69 20] ; [82 44],[62.50697674 26.49302326] ; [88.49302326 37.50697674],0
p3,1,0.04991,3.84449,[37 53] ; [36 91],[30.2764977 59.7235023] ; [42.7235023 84.2764977],0
s2,1,0.056062,3.650223,[47 45] ; [48 78],[40.09174312 51.90825688] ; [54.90825688 71.09174312],0
r1,1,0.062163,3.478713,[70 22] ; [81 45],[63.72477064 28.27522936] ; [87.27522936 38.72477064],0
p1,1,0.071693,3.24383,[ 8 83] ; [  4 123],[ 5.00917431 85.99082569] ; [  6.99082569 120.00917431],0
s5,1,0.09745,2.746796,[31 58] ; [30 93],[25.60849057 63.39150943] ; [35.39150943 87.60849057],0
u3,1,0.112447,2.519492,[23  7] ; [34 23],[19.65517241 10.34482759] ; [37.34482759 19.65517241],0
u1,1,0.142095,2.155122,[11 81] ; [  8 119],[ 7.98173516 84.01826484] ; [ 11.01826484 115.98173516],0
n2,1,0.165231,1.925685,[29  8] ; [33 18],[26.06818182 10.93181818] ; [35.93181818 15.06818182],0
