Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.02474,5.042017,[11  1] ; [6 6],[8.5 3.5] ; [8.5 3.5],0
a6,1,0.072674,3.221565,[8 4] ; [4 9],[5.76 6.24] ; [6.24 6.76],0
n2,1,0.094264,2.8,[3 4] ; [6 1],[4.5 2.5] ; [4.5 2.5],0
u3,1,0.098943,2.7225,[1 3] ; [4 1],[2.22222222 1.77777778] ; [2.77777778 2.22222222],0
v2,1,0.11259,2.517483,[6 5] ; [ 3 10],[4.125 6.875] ; [4.875 8.125],0
d3,1,0.114324,2.493401,[10  2] ; [7 6],[8.16 3.84] ; [8.84 4.16],0
a5,1,0.141326,2.163462,[9 3] ; [6 7],[7.2 4.8] ; [7.8 5.2],0
d1,1,0.165403,1.924118,[7 5] ; [4 9],[5.28 6.72] ; [5.72 7.28],0
n6,1,0.192582,1.697755,[10  1] ; [9 4],[8.70833333 2.29166667] ; [10.29166667  2.70833333],0
p7,1,0.224839,1.473214,[9 3] ; [5 5],[7.63636364 4.36363636] ; [6.36363636 3.63636364],0
p10,1,0.238271,1.390797,[9 3] ; [12  1],[10.08  1.92] ; [10.92  2.08],0
v3,1,0.246566,1.342657,[5 6] ; [ 3 10],[3.66666667 7.33333333] ; [4.33333333 8.66666667],0
p2,1,0.270948,1.211939,[9 3] ; [7 6],[7.68 4.32] ; [8.32 4.68],0
d4,1,0.270948,1.211939,[9 3] ; [7 6],[7.68 4.32] ; [8.32 4.68],0
r2,1,0.273322,1.2,[9 3] ; [11  1],[10.  2.] ; [10.  2.],0
n3,1,0.280087,1.166667,[2 5] ; [4 3],[3. 4.] ; [3. 4.],0
d5,1,0.301941,1.065601,[8 4] ; [6 7],[6.72 5.28] ; [7.28 5.72],0
r1,1,0.301941,1.065601,[8 4] ; [6 7],[6.72 5.28] ; [7.28 5.72],0
s1,1,0.315086,1.009234,[ 1 11] ; [ 3 10],[ 1.92 10.08] ; [ 2.08 10.92],0
d2,1,0.3268,0.961538,[6 6] ; [4 9],[4.8 7.2] ; [5.2 7.8],0
u2,1,0.342782,0.9,[2 2] ; [4 1],[2.66666667 1.33333333] ; [3.33333333 1.66666667],0
a4,1,0.345779,0.888889,[4 8] ; [ 2 10],[3. 9.] ; [3. 9.],0
s5,1,0.409454,0.680387,[ 2 10] ; [4 9],[2.88 9.12] ; [3.12 9.88],0
a2,1,0.490279,0.475913,[ 2 10] ; [ 1 12],[ 1.44 10.56] ; [ 1.56 11.44],0
v4,1,0.490279,0.475913,[10  2] ; [12  1],[10.56  1.44] ; [11.44  1.56],0
b5,1,0.513292,0.42735,[8 4] ; [7 6],[7.2 4.8] ; [7.8 5.2],0
p6,1,0.513292,0.42735,[4 8] ; [6 7],[4.8 7.2] ; [5.2 7.8],0
n4,1,0.513292,0.42735,[8 4] ; [7 6],[7.2 4.8] ; [7.8 5.2],0
v1,1,0.542541,0.37085,[5 7] ; [7 6],[5.76 6.24] ; [6.24 6.76],0
r4,1,0.561471,0.337163,[6 6] ; [5 8],[5.28 6.72] ; [5.72 7.28],0
n5,1,0.568261,0.3256,[8 4] ; [10  3],[8.64 3.36] ; [9.36 3.64],0
b4,1,0.568261,0.3256,[8 4] ; [10  3],[8.64 3.36] ; [9.36 3.64],0
n1,1,0.59298,0.285714,[3 4] ; [4 3],[3.5 3.5] ; [3.5 3.5],0
s7,1,0.627867,0.234965,[4 7] ; [6 7],[4.58333333 6.41666667] ; [5.41666667 7.58333333],0
s3,1,0.647141,0.209524,[3 8] ; [4 7],[3.5 7.5] ; [3.5 7.5],0
s4,1,0.688921,0.160256,[ 2 10] ; [ 3 10],[2.4 9.6] ; [ 2.6 10.4],0
b2,1,0.700668,0.147778,[2 7] ; [3 7],[2.36842105 6.63157895] ; [2.63157895 7.36842105],0
b3,1,0.700668,0.147778,[2 7] ; [3 7],[2.36842105 6.63157895] ; [2.63157895 7.36842105],0
p11,1,0.789561,0.071225,[8 4] ; [8 5],[7.68 4.32] ; [8.32 4.68],0
a7,1,0.789561,0.071225,[8 4] ; [8 5],[7.68 4.32] ; [8.32 4.68],0
s6,1,0.821348,0.050991,[5 7] ; [6 7],[5.28 6.72] ; [5.72 7.28],0
b1,1,0.847501,0.036982,[6 6] ; [6 7],[5.76 6.24] ; [6.24 6.76],0
s2,1,0.87018,0.026709,[5 7] ; [5 8],[4.8 7.2] ; [5.2 7.8],0
s8,1,0.890787,0.018854,[4 8] ; [4 9],[3.84 8.16] ; [4.16 8.84],0
p5,1,0.910443,0.012652,[3 9] ; [ 3 10],[2.88 9.12] ; [3.12 9.88],0
p9,1,0.910443,0.012652,[9 3] ; [10  3],[9.12 2.88] ; [9.88 3.12],0
p1,1,0.930388,0.007631,[ 2 10] ; [ 2 11],[ 1.92 10.08] ; [ 2.08 10.92],0
a3,1,1.0,0.0,[8 4] ; [8 4],[8. 4.] ; [8. 4.],0
