Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,35.867609,[54 65] ; [ 22 142],[31.95759717 87.04240283] ; [ 44.04240283 119.95759717],1
d4,1,0.000278,13.213109,[108  16] ; [115  52],[95.02405498 28.97594502] ; [127.97594502  39.02405498],1
v1,1,0.000428,12.407439,[62 60] ; [ 50 115],[47.6097561 74.3902439] ; [ 64.3902439 100.6097561],1
d3,1,0.000507,12.088341,[91 34] ; [87 78],[76.72413793 48.27586207] ; [101.27586207  63.72413793],1
d5,1,0.000629,11.689367,[102  23] ; [105  61],[88.91752577 36.08247423] ; [118.08247423  47.91752577],1
d1,1,0.0022,9.374764,[72 53] ; [ 66 101],[59.07534247 65.92465753] ; [78.92465753 88.07534247],0
r3,1,0.002517,9.127948,[117   7] ; [137  29],[108.60689655  15.39310345] ; [145.39310345  20.60689655],0
r1,1,0.00465,8.010591,[95 30] ; [100  66],[83.7628866 41.2371134] ; [111.2371134  54.7628866],0
b1,1,0.01268,6.213264,[32 93] ; [ 66 101],[41.95205479 83.04794521] ; [ 56.04794521 110.95205479],0
p11,1,0.019392,5.465796,[96 29] ; [107  60],[86.90068493 38.09931507] ; [116.09931507  50.90068493],0
p2,1,0.031922,4.602687,[97 28] ; [109  56],[88.79310345 36.20689655] ; [117.20689655  47.79310345],0
n6,1,0.052762,3.751434,[98 26] ; [115  52],[90.7628866 33.2371134] ; [122.2371134  44.7628866],0
s1,1,0.054595,3.694402,[  1 119] ; [  8 156],[  3.8028169 116.1971831] ; [  5.1971831 158.8028169],0
a3,1,0.056872,3.626338,[81 44] ; [88 76],[73.09688581 51.90311419] ; [95.90311419 68.09688581],0
p4,1,0.06428,3.423352,[45 77] ; [ 44 121],[37.83275261 84.16724739] ; [ 51.16724739 113.83275261],0
p10,1,0.078394,3.097881,[87 37] ; [98 65],[79.93031359 44.06968641] ; [105.06968641  57.93031359],0
r4,1,0.097681,2.743,[103  22] ; [124  43],[97.17465753 27.82534247] ; [129.82534247  37.17465753],0
p9,1,0.118971,2.430818,[92 31] ; [108  55],[86.01398601 36.98601399] ; [113.98601399  49.01398601],0
n5,1,0.129745,2.295557,[70 53] ; [109  57],[76.183391 46.816609] ; [102.816609  63.183391],0
v4,1,0.135084,2.233086,[112  12] ; [140  26],[107.75172414  16.24827586] ; [144.24827586  21.75172414],0
a8,1,0.198719,1.651764,[  9 107] ; [ 20 139],[ 12.23272727 103.76727273] ; [ 16.76727273 142.23272727],0
p6,1,0.227199,1.458312,[26 96] ; [ 26 139],[22.10452962 99.89547038] ; [ 29.89547038 135.10452962],0
a7,1,0.242571,1.365588,[88 36] ; [107  59],[83.37931034 40.62068966] ; [111.62068966  54.37931034],0
d2,1,0.254337,1.299323,[43 80] ; [69 97],[47.66782007 75.33217993] ; [ 64.33217993 101.66782007],0
p5,1,0.272186,1.205697,[  6 119] ; [  4 161],[  4.31034483 120.68965517] ; [  5.68965517 159.31034483],0
u3,1,0.337907,0.918357,[22 22] ; [32 46],[19.47540984 24.52459016] ; [34.52459016 43.47540984],0
n3,1,0.345828,0.888707,[26 11] ; [34 22],[23.87096774 13.12903226] ; [36.12903226 19.87096774],0
p7,1,0.360532,0.83604,[56 65] ; [67 97],[52.22105263 68.77894737] ; [70.77894737 93.22105263],0
a5,1,0.361853,0.831454,[77 48] ; [94 73],[73.20205479 51.79794521] ; [97.79794521 69.20205479],0
u4,1,0.401195,0.704741,[  2 123] ; [  1 166],[  1.28424658 123.71575342] ; [  1.71575342 165.28424658],0
p12,1,0.414527,0.66578,[  6 118] ; [  5 162],[  4.68728522 119.31271478] ; [  6.31271478 160.68728522],0
s6,1,0.42787,0.628598,[56 66] ; [68 97],[52.71080139 69.28919861] ; [71.28919861 93.71080139],0
a2,1,0.465167,0.533432,[ 15 110] ; [ 25 142],[ 17.12328767 107.87671233] ; [ 22.87671233 144.12328767],0
s2,1,0.482097,0.494116,[34 90] ; [ 39 125],[31.43055556 92.56944444] ; [ 41.56944444 122.43055556],0
n2,1,0.483904,0.490051,[25 10] ; [38 21],[23.45744681 11.54255319] ; [39.54255319 19.45744681],0
b3,1,0.532139,0.390306,[18 45] ; [30 60],[19.76470588 43.23529412] ; [28.23529412 61.76470588],0
b2,1,0.532139,0.390306,[18 45] ; [30 60],[19.76470588 43.23529412] ; [28.23529412 61.76470588],0
r2,1,0.538036,0.379193,[108  14] ; [142  23],[106.271777  15.728223] ; [143.728223  21.271777],0
p1,1,0.567136,0.327499,[  5 120] ; [  9 156],[  6.03448276 118.96551724] ; [  7.96551724 157.03448276],0
n1,1,0.63316,0.2278,[10 25] ; [19 38],[11.0326087 23.9673913] ; [17.9673913 39.0326087],0
s8,1,0.641937,0.216218,[ 15 110] ; [ 23 143],[ 16.32302405 108.67697595] ; [ 21.67697595 144.32302405],0
u1,1,0.650486,0.205288,[  8 117] ; [ 13 154],[  8.98972603 116.01027397] ; [ 12.01027397 154.98972603],0
p8,1,0.65565,0.198851,[43 79] ; [ 54 111],[41.23344948 80.76655052] ; [ 55.76655052 109.23344948],0
b5,1,0.689708,0.159402,[78 47] ; [108  59],[79.62328767 45.37671233] ; [106.37671233  60.62328767],0
u2,1,0.731484,0.117754,[19 24] ; [37 41],[19.90082645 23.09917355] ; [36.09917355 41.90082645],0
s4,1,0.740683,0.109527,[ 15 109] ; [ 22 142],[ 15.93055556 108.06944444] ; [ 21.06944444 142.93055556],0
a1,1,0.821448,0.050933,[  6 119] ; [  9 158],[  6.42123288 118.57876712] ; [  8.57876712 158.42123288],0
n4,1,0.836107,0.042798,[75 49] ; [99 68],[74.1443299 49.8556701] ; [99.8556701 67.1443299],0
s3,1,0.847606,0.036931,[40 81] ; [ 56 108],[40.75789474 80.24210526] ; [ 55.24210526 108.75789474],0
a4,1,0.852014,0.034801,[44 81] ; [ 56 108],[43.25259516 81.74740484] ; [ 56.74740484 107.25259516],0
s5,1,0.863506,0.029554,[21 99] ; [ 30 134],[21.54929577 98.45070423] ; [ 29.45070423 134.54929577],0
a6,1,0.961784,0.002296,[79 46] ; [106  61],[79.19520548 45.80479452] ; [105.80479452  61.19520548],0
