Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,112.652688,[237  40] ; [53 97],[188.1264637  88.8735363] ; [101.8735363  48.1264637],1
n6,1,1e-06,23.913893,[227  49] ; [91 59],[206.02816901  69.97183099] ; [111.97183099  38.02816901],1
p10,1,4e-06,21.499041,[210  62] ; [82 66],[189.1047619  82.8952381] ; [102.8952381  45.1047619],1
a2,1,0.002231,9.348682,[ 58 219] ; [ 14 136],[ 46.70725995 230.29274005] ; [ 25.29274005 124.70725995],0
v1,1,0.004058,8.257791,[139 132] ; [53 92],[125.07692308 145.92307692] ; [66.92307692 78.07692308],0
p9,1,0.00412,8.229978,[213  58] ; [98 51],[200.66904762  70.33095238] ; [110.33095238  38.66904762],0
a6,1,0.004766,7.966266,[198  79] ; [87 63],[184.88290398  92.11709602] ; [100.11709602  49.88290398],0
a8,1,0.004775,7.96261,[ 39 217] ; [  8 133],[ 30.30730479 225.69269521] ; [ 16.69269521 124.30730479],0
a5,1,0.009585,6.71043,[190  87] ; [84 66],[177.7470726  99.2529274] ; [96.2529274 53.7470726],0
d2,1,0.010279,6.58594,[128 145] ; [51 99],[115.5248227 157.4751773] ; [63.4751773 86.5248227],0
p11,1,0.010958,6.47206,[216  61] ; [100  50],[204.99297424  72.00702576] ; [111.00702576  38.99297424],0
v3,1,0.017301,5.665614,[ 94 173] ; [ 34 109],[ 83.35609756 183.64390244] ; [44.64390244 98.35609756],0
n1,1,0.024946,5.027642,[25 37] ; [10 39],[19.54954955 42.45045045] ; [15.45045045 33.54954955],0
r4,1,0.040202,4.209326,[233  44] ; [114  36],[225.1030445  51.8969555] ; [121.8969555  28.1030445],0
a3,1,0.045845,3.987266,[175 100] ; [80 69],[165.38915094 109.61084906] ; [89.61084906 59.38915094],0
s1,1,0.048382,3.89668,[  5 265] ; [  8 142],[  8.35714286 261.64285714] ; [  4.64285714 145.35714286],0
a4,1,0.059982,3.537876,[115 159] ; [ 49 101],[105.98113208 168.01886792] ; [58.01886792 91.98113208],0
p4,1,0.076049,3.147377,[135 139] ; [60 89],[126.31205674 147.68794326] ; [68.68794326 80.31205674],0
p6,1,0.088021,2.910197,[ 72 198] ; [ 28 118],[ 64.90384615 205.09615385] ; [ 35.09615385 110.90384615],0
p5,1,0.1004,2.699182,[ 20 254] ; [  5 144],[ 16.19385343 257.80614657] ; [  8.80614657 140.19385343],0
u1,1,0.10559,2.619021,[ 32 245] ; [ 10 140],[ 27.24590164 249.75409836] ; [ 14.75409836 135.24590164],0
r2,1,0.127246,2.325786,[250  24] ; [128  20],[245.43127962  28.56872038] ; [132.56872038  15.43127962],0
d5,1,0.150008,2.07217,[215  62] ; [107  43],[208.8852459  68.1147541] ; [113.1147541  36.8852459],0
b2,1,0.151597,2.05611,[ 59 100] ; [21 55],[ 54.12765957 104.87234043] ; [25.87234043 50.12765957],0
b3,1,0.151597,2.05611,[ 59 100] ; [21 55],[ 54.12765957 104.87234043] ; [25.87234043 50.12765957],0
d1,1,0.163122,1.94504,[147 130] ; [69 81],[140.12177986 136.87822014] ; [75.87822014 74.12177986],0
r1,1,0.168566,1.895651,[202  73] ; [100  49],[195.87264151  79.12735849] ; [106.12735849  42.87264151],0
p3,1,0.245198,1.350461,[108 167] ; [50 99],[102.47641509 172.52358491] ; [55.52358491 93.47641509],0
p7,1,0.260125,1.268093,[152 119] ; [74 73],[146.5215311 124.4784689] ; [79.4784689 67.5215311],0
d4,1,0.313502,1.015866,[207  69] ; [119  31],[211.21126761  64.78873239] ; [114.78873239  35.21126761],0
r3,1,0.341671,0.904151,[243  32] ; [137  13],[245.88235294  29.11764706] ; [134.11764706  15.88235294],0
u2,1,0.397319,0.716427,[47 53] ; [37 32],[49.70414201 50.29585799] ; [34.29585799 34.70414201],0
s6,1,0.424869,0.636807,[124 150] ; [61 87],[120.11848341 153.88151659] ; [64.88151659 83.11848341],0
p8,1,0.441296,0.592911,[127 144] ; [64 85],[123.24047619 147.75952381] ; [67.75952381 81.24047619],0
p1,1,0.483471,0.491023,[ 24 252] ; [ 10 138],[ 22.13207547 253.86792453] ; [ 11.86792453 136.13207547],0
n2,1,0.518097,0.41768,[47 18] ; [32 16],[45.44247788 19.55752212] ; [33.55752212 14.44247788],0
p2,1,0.537628,0.379954,[211  63] ; [110  38],[208.42180095  65.57819905] ; [112.57819905  35.42180095],0
d3,1,0.610221,0.259854,[166 110] ; [94 56],[168.45070423 107.54929577] ; [91.54929577 58.45070423],0
a7,1,0.623174,0.241431,[188  87] ; [106  44],[190.23529412  84.76470588] ; [103.76470588  46.23529412],0
b5,1,0.62355,0.240909,[165 112] ; [93 57],[167.3676815 109.6323185] ; [90.6323185 59.3676815],0
s8,1,0.637283,0.222313,[ 47 230] ; [ 28 121],[ 48.76760563 228.23239437] ; [ 26.23239437 122.76760563],0
s3,1,0.687211,0.162122,[ 98 176] ; [49 96],[ 96.12887828 177.87112172] ; [50.87112172 94.12887828],0
b4,1,0.698746,0.149779,[166 111] ; [87 63],[164.12412178 112.87587822] ; [88.87587822 61.12412178],0
p12,1,0.719916,0.128574,[ 15 259] ; [  7 143],[ 14.21698113 259.78301887] ; [  7.78301887 142.21698113],0
b1,1,0.721851,0.126726,[112 165] ; [58 92],[110.28103044 166.71896956] ; [59.71896956 90.28103044],0
s2,1,0.738103,0.111801,[ 69 205] ; [ 40 110],[ 70.43867925 203.56132075] ; [ 38.56132075 111.43867925],0
a1,1,0.770259,0.085285,[ 13 264] ; [  8 142],[ 13.62295082 263.37704918] ; [  7.37704918 142.62295082],0
