Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,89.342635,[ 36 213] ; [96 67],[ 79.77669903 169.22330097] ; [ 52.22330097 110.77669903],1
p8,1,0.0,31.404843,[ 62 186] ; [84 77],[ 88.52811736 159.47188264] ; [ 57.47188264 103.52811736],1
p7,1,0.0,25.397137,[ 82 162] ; [96 67],[106.71253071 137.28746929] ; [71.28746929 91.71253071],1
p2,1,2e-06,22.868611,[156  92] ; [138  25],[177.40145985  70.59854015] ; [116.59854015  46.40145985],1
r4,1,0.000135,14.565684,[176  74] ; [142  22],[192.02898551  57.97101449] ; [125.97101449  38.02898551],1
s6,1,0.000171,14.124436,[ 94 154] ; [91 69],[112.45098039 135.54901961] ; [72.54901961 87.45098039],1
p5,1,0.000925,10.972057,[  5 243] ; [ 15 148],[ 12.06812652 235.93187348] ; [  7.93187348 155.06812652],1
p10,1,0.001725,9.821467,[150  97] ; [124  40],[164.66666667  82.33333333] ; [109.33333333  54.66666667],0
v1,1,0.002396,9.218418,[ 86 159] ; [80 79],[100.66831683 144.33168317] ; [65.33168317 93.66831683],0
r3,1,0.00299,8.813297,[205  41] ; [153  11],[214.8  31.2] ; [143.2  20.8],0
a5,1,0.003047,8.778904,[149 101] ; [121  43],[163.04347826  86.95652174] ; [106.95652174  57.04347826],0
d5,1,0.003189,8.69627,[171  78] ; [134  30],[183.88619855  65.11380145] ; [121.11380145  42.88619855],0
n6,1,0.003215,8.68126,[171  76] ; [134  29],[183.74390244  63.25609756] ; [121.25609756  41.74390244],0
p11,1,0.010925,6.477498,[161  89] ; [125  39],[172.70531401  77.29468599] ; [113.29468599  50.70531401],0
s7,1,0.011528,6.382064,[ 40 198] ; [ 43 114],[ 50.01012658 187.98987342] ; [ 32.98987342 124.01012658],0
v4,1,0.01263,6.220268,[204  40] ; [151  13],[212.30392157  31.69607843] ; [142.69607843  21.30392157],0
v2,1,0.014658,5.957072,[ 97 138] ; [85 73],[108.82951654 126.17048346] ; [73.17048346 84.82951654],0
a7,1,0.017228,5.672984,[160  88] ; [124  40],[170.95145631  77.04854369] ; [113.04854369  50.95145631],0
r1,1,0.023678,5.118038,[161  87] ; [123  40],[171.36739659  76.63260341] ; [112.63260341  50.36739659],0
n5,1,0.029373,4.745598,[151  97] ; [117  47],[161.32038835  86.67961165] ; [106.67961165  57.32038835],0
p9,1,0.041177,4.168698,[161  80] ; [125  39],[170.18765432  70.81234568] ; [115.81234568  48.18765432],0
d3,1,0.047321,3.933954,[146 103] ; [112  52],[155.5496368  93.4503632] ; [102.4503632  61.5496368],0
n4,1,0.050329,3.830464,[156  93] ; [118  46],[165.19612591  83.80387409] ; [108.80387409  55.19612591],0
b2,1,0.055309,3.672752,[42 88] ; [19 73],[35.72072072 94.27927928] ; [25.27927928 66.72072072],0
b3,1,0.055309,3.672752,[42 88] ; [19 73],[35.72072072 94.27927928] ; [25.27927928 66.72072072],0
u3,1,0.059033,3.564359,[41 57] ; [37 28],[46.89570552 51.10429448] ; [31.10429448 33.89570552],0
d1,1,0.085171,2.963347,[108 142] ; [85 79],[116.54589372 133.45410628] ; [76.45410628 87.54589372],0
v3,1,0.126465,2.335375,[ 62 178] ; [ 52 106],[ 68.74371859 171.25628141] ; [ 45.25628141 112.74371859],0
b4,1,0.138388,2.195796,[154  96] ; [89 75],[146.73913043 103.26086957] ; [96.26086957 67.73913043],0
d4,1,0.149021,2.082245,[182  65] ; [131  33],[188.10462287  58.89537713] ; [124.89537713  39.10462287],0
s4,1,0.170846,1.875502,[ 41 207] ; [ 19 144],[ 36.20437956 211.79562044] ; [ 23.79562044 139.20437956],0
a6,1,0.239836,1.381558,[156  93] ; [112  52],[161.57869249  87.42130751] ; [106.42130751  57.57869249],0
s5,1,0.244096,1.356783,[ 45 200] ; [ 37 123],[ 49.60493827 195.39506173] ; [ 32.39506173 127.60493827],0
s2,1,0.26749,1.229571,[ 68 180] ; [ 53 110],[ 73.01216545 174.98783455] ; [ 47.98783455 115.01216545],0
p1,1,0.290583,1.116919,[ 12 235] ; [ 12 151],[ 14.45853659 232.54146341] ; [  9.54146341 153.45853659],0
b1,1,0.360617,0.835742,[ 88 162] ; [65 99],[ 92.39130435 157.60869565] ; [ 60.60869565 103.39130435],0
u1,1,0.374441,0.788872,[ 25 225] ; [ 21 143],[ 27.77777778 222.22222222] ; [ 18.22222222 145.77777778],0
n3,1,0.374548,0.788519,[55 29] ; [23  8],[56.97391304 27.02608696] ; [21.02608696  9.97391304],0
n2,1,0.408981,0.68176,[56 30] ; [22  8],[57.82758621 28.17241379] ; [20.17241379  9.82758621],0
a4,1,0.418026,0.655857,[ 90 158] ; [66 98],[ 93.90291262 154.09708738] ; [ 62.09708738 101.90291262],0
u2,1,0.456005,0.555682,[43 53] ; [33 32],[45.31677019 50.68322981] ; [30.68322981 34.31677019],0
s3,1,0.49198,0.472194,[ 93 152] ; [67 95],[ 96.31449631 148.68550369] ; [63.68550369 98.31449631],0
s1,1,0.529732,0.394906,[  9 238] ; [  8 155],[ 10.24146341 236.75853659] ; [  6.75853659 156.24146341],0
a3,1,0.626982,0.236175,[152  95] ; [97 67],[149.64233577  97.35766423] ; [99.35766423 64.64233577],0
a8,1,0.736701,0.113048,[ 26 207] ; [ 15 134],[ 25.0078534 207.9921466] ; [ 15.9921466 133.0078534],0
a2,1,0.753304,0.098776,[ 41 209] ; [ 25 139],[ 39.85507246 210.14492754] ; [ 26.14492754 137.85507246],0
r2,1,0.794457,0.067874,[215  29] ; [145  18],[215.82309582  28.17690418] ; [144.17690418  18.82309582],0
a1,1,0.800372,0.063941,[ 12 238] ; [  7 157],[ 11.47342995 238.52657005] ; [  7.52657005 156.47342995],0
d2,1,0.836275,0.042708,[ 95 151] ; [65 99],[ 96. 150.] ; [ 64. 100.],0
b5,1,0.876419,0.024183,[149 101] ; [99 65],[149.75845411 100.24154589] ; [98.24154589 65.75845411],0
p12,1,0.89368,0.017862,[  7 241] ; [  5 159],[  7.22330097 240.77669903] ; [  4.77669903 159.22330097],0
n1,1,0.944695,0.004812,[28 57] ; [10 21],[27.84482759 57.15517241] ; [10.15517241 20.84482759],0
