Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,43.304727,[26 35] ; [140  23],[45.20535714 15.79464286] ; [120.79464286  42.20535714],1
a4,1,0.0,42.720337,[ 9 52] ; [104  59],[30.77232143 30.22767857] ; [82.22767857 80.77232143],1
d2,1,0.0,31.328792,[15 46] ; [107  54],[33.52252252 27.47747748] ; [88.47747748 72.52252252],1
a6,1,7e-06,20.284932,[26 35] ; [121  41],[40.21076233 20.78923767] ; [106.78923767  55.21076233],1
d1,1,1.6e-05,18.606902,[23 38] ; [113  50],[37.03571429 23.96428571] ; [98.96428571 64.03571429],1
u1,1,5.4e-05,16.303384,[ 3 58] ; [ 50 113],[14.43303571 46.56696429] ; [ 38.56696429 124.43303571],1
d5,1,0.000144,14.446479,[41 19] ; [145  17],[50.27027027  9.72972973] ; [135.72972973  26.27027027],1
n4,1,0.000374,12.65913,[35 26] ; [130  31],[45.33783784 15.66216216] ; [119.66216216  41.33783784],1
s7,1,0.001411,10.191377,[26 30] ; [109  46],[35.82938389 20.17061611] ; [99.17061611 55.82938389],0
v2,1,0.005884,7.585496,[23 35] ; [93 60],[31.88625592 26.11374408] ; [84.11374408 68.88625592],0
r2,1,0.006095,7.522093,[54  7] ; [156   4],[57.9638009  3.0361991] ; [152.0361991   7.9638009],0
p4,1,0.007749,7.090583,[23 38] ; [94 69],[31.86160714 29.13839286] ; [85.13839286 77.86160714],0
b3,1,0.015825,5.822199,[ 7 30] ; [43 62],[13.02816901 23.97183099] ; [36.97183099 68.02816901],0
b2,1,0.015825,5.822199,[ 7 30] ; [43 62],[13.02816901 23.97183099] ; [36.97183099 68.02816901],0
s6,1,0.022718,5.189909,[44 16] ; [139  22],[49.68325792 10.31674208] ; [133.31674208  27.68325792],0
p1,1,0.026349,4.932967,[ 7 54] ; [  6 157],[ 3.54017857 57.45982143] ; [  9.45982143 153.54017857],0
s8,1,0.029479,4.739446,[26 35] ; [96 67],[33.22321429 27.77678571] ; [88.77678571 74.22321429],0
p9,1,0.033008,4.54535,[44 14] ; [142  20],[49.03636364  8.96363636] ; [136.96363636  25.03636364],0
d4,1,0.034989,4.445712,[45 16] ; [139  23],[50.33183857 10.66816143] ; [133.66816143  28.33183857],0
v3,1,0.036619,4.368031,[14 43] ; [61 91],[20.45454545 36.54545455] ; [54.54545455 97.45454545],0
s5,1,0.040735,4.187005,[17 42] ; [68 86],[23.54460094 35.45539906] ; [61.45539906 92.54460094],0
p6,1,0.043345,4.08189,[11 49] ; [ 52 110],[17.02702703 42.97297297] ; [ 45.97297297 116.02702703],0
p3,1,0.046291,3.970986,[18 43] ; [72 91],[24.50892857 36.49107143] ; [65.49107143 97.50892857],0
n3,1,0.088492,2.901597,[9 6] ; [43 10],[11.47058824  3.52941176] ; [40.52941176 12.47058824],0
a8,1,0.088556,2.900432,[ 4 53] ; [ 24 125],[ 7.74757282 49.25242718] ; [ 20.25242718 128.74757282],0
p2,1,0.092769,2.825655,[40 21] ; [125  38],[44.93303571 16.06696429] ; [120.06696429  42.93303571],0
r1,1,0.100094,2.704046,[43 18] ; [130  31],[47.53603604 13.46396396] ; [125.46396396  35.53603604],0
p5,1,0.134205,2.243171,[ 4 55] ; [  4 156],[ 2.15525114 56.84474886] ; [  5.84474886 154.15525114],0
a7,1,0.160526,1.969267,[38 22] ; [119  44],[42.24215247 17.75784753] ; [114.75784753  48.24215247],0
n5,1,0.180105,1.796757,[39 22] ; [117  43],[43.05882353 17.94117647] ; [112.94117647  47.05882353],0
v1,1,0.195299,1.677183,[28 32] ; [87 67],[32.24299065 27.75700935] ; [82.75700935 71.24299065],0
n1,1,0.201856,1.628892,[ 4 11] ; [23 28],[6.13636364 8.86363636] ; [20.86363636 30.13636364],0
p11,1,0.219433,1.508072,[37 24] ; [113  50],[40.84821429 20.15178571] ; [109.15178571  53.84821429],0
p12,1,0.219698,1.50634,[ 2 58] ; [ 13 150],[ 4.03587444 55.96412556] ; [ 10.96412556 152.03587444],0
r4,1,0.22231,1.489395,[51 10] ; [146  17],[53.64732143  7.35267857] ; [143.35267857  19.64732143],0
r3,1,0.240365,1.378453,[57  4] ; [157   5],[58.53811659  2.46188341] ; [155.46188341   6.53811659],0
v4,1,0.252874,1.307356,[56  5] ; [155   7],[57.71748879  3.28251121] ; [153.28251121   8.71748879],0
