Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,250.767884,[256  33] ; [ 59 209],[163.43806104 125.56193896] ; [151.56193896 116.43806104],1
s6,1,0.0,97.47684,[251  36] ; [129 137],[197.21518987  89.78481013] ; [182.78481013  83.21518987],1
s7,1,0.0,90.888793,[192  90] ; [ 69 187],[136.80669145 145.19330855] ; [124.19330855 131.80669145],1
s5,1,0.0,63.133214,[134 144] ; [ 43 222],[ 90.61878453 187.38121547] ; [ 86.38121547 178.61878453],1
s8,1,0.0,60.896821,[172 119] ; [ 71 198],[126.27321429 164.72678571] ; [116.72678571 152.27321429],1
s4,1,1e-06,23.756001,[ 67 220] ; [ 22 247],[ 45.94064748 241.05935252] ; [ 43.05935252 225.94064748],1
d1,1,9.3e-05,15.26924,[202  90] ; [144 127],[179.45293073 112.54706927] ; [166.54706927 104.45293073],1
r2,1,0.000744,11.376216,[284   4] ; [249  19],[276.08633094  11.91366906] ; [256.91366906  11.08633094],1
d4,1,0.001424,10.173809,[261  31] ; [216  55],[247.39609236  44.60390764] ; [229.60390764  41.39609236],0
p12,1,0.001431,10.165396,[ 35 257] ; [ 12 255],[ 24.5509839 267.4490161] ; [ 22.4490161 244.5509839],0
d2,1,0.001452,10.138463,[155 136] ; [108 163],[136.1797153 154.8202847] ; [126.8202847 144.1797153],0
u1,1,0.001747,9.797734,[ 78 214] ; [ 43 228],[ 62.75666075 229.24333925] ; [ 58.24333925 212.75666075],0
p10,1,0.002008,9.542594,[257  32] ; [212  55],[243.77877698  45.22122302] ; [225.22122302  41.77877698],0
a2,1,0.003401,8.578919,[ 97 195] ; [ 60 211],[ 81.42806394 210.57193606] ; [ 75.57193606 195.42806394],0
n5,1,0.004588,8.03511,[226  63] ; [181  87],[211.17235189  77.82764811] ; [195.82764811  72.17235189],0
p4,1,0.005487,7.711493,[206  85] ; [161 109],[190.36898396 100.63101604] ; [176.63101604  93.36898396],0
p6,1,0.008988,6.825181,[128 161] ; [ 89 177],[112.9963964 176.0036036] ; [104.0036036 161.9963964],0
p9,1,0.016803,5.716802,[261  26] ; [225  42],[251.77256318  35.22743682] ; [234.22743682  32.77256318],0
s1,1,0.026719,4.908866,[ 12 275] ; [  3 264],[  7.77075812 279.22924188] ; [  7.22924188 259.77075812],0
n6,1,0.028006,4.827721,[254  34] ; [221  50],[244.72271914  43.27728086] ; [230.27728086  40.72271914],0
a4,1,0.037315,4.33597,[139 153] ; [105 165],[126.77580071 165.22419929] ; [117.22419929 152.77580071],0
r4,1,0.063368,3.446974,[276  16] ; [245  26],[270.21669627  21.78330373] ; [250.78330373  20.21669627],0
u4,1,0.072386,3.228059,[  8 284] ; [  2 269],[  5.18650089 286.81349911] ; [  4.81349911 266.18650089],0
a5,1,0.075681,3.155285,[227  65] ; [193  78],[217.8330373  74.1669627] ; [202.1669627  68.8330373],0
a3,1,0.092312,2.833585,[217  74] ; [184  86],[208.00534759  82.99465241] ; [192.99465241  77.00534759],0
u3,1,0.093711,2.809447,[51 22] ; [49 37],[45.91194969 27.08805031] ; [54.08805031 31.91194969],0
p5,1,0.09714,2.751879,[ 40 251] ; [ 25 245],[ 33.71657754 257.28342246] ; [ 31.28342246 238.71657754],0
r1,1,0.104478,2.635818,[247  42] ; [216  53],[239.79749104  49.20250896] ; [223.20250896  45.79749104],0
p11,1,0.162002,1.955439,[230  62] ; [226  45],[236.5044405  55.4955595] ; [219.4955595  51.5044405],0
n4,1,0.164837,1.929283,[228  63] ; [198  72],[220.97326203  70.02673797] ; [205.02673797  64.97326203],0
p1,1,0.166292,1.916059,[ 30 260] ; [ 19 251],[ 25.375 264.625] ; [ 23.625 246.375],0
v4,1,0.166991,1.909751,[284   6] ; [259  11],[281.19642857   8.80357143] ; [261.80357143   8.19642857],0
a8,1,0.202068,1.627363,[ 45 220] ; [ 31 209],[ 39.88118812 225.11881188] ; [ 36.11881188 203.88118812],0
a1,1,0.231267,1.433055,[ 13 279] ; [  7 264],[ 10.37300178 281.62699822] ; [  9.62699822 261.37300178],0
p3,1,0.247922,1.334977,[157 134] ; [133 138],[150.16014235 140.83985765] ; [139.83985765 131.16014235],0
n2,1,0.251133,1.316992,[40 10] ; [43 18],[37.38738739 12.61261261] ; [45.61261261 15.38738739],0
v3,1,0.253993,1.301205,[113 167] ; [ 94 170],[106.54411765 173.45588235] ; [100.45588235 163.54411765],0
b1,1,0.33038,0.947406,[104 188] ; [ 86 185],[ 98.54351687 193.45648313] ; [ 91.45648313 179.54351687],0
u2,1,0.335155,0.928878,[44 28] ; [46 40],[41.01265823 30.98734177] ; [48.98734177 37.01265823],0
b2,1,0.41096,0.676021,[ 63 103] ; [ 52 103],[ 59.47040498 106.52959502] ; [55.52959502 99.47040498],0
b3,1,0.41096,0.676021,[ 63 103] ; [ 52 103],[ 59.47040498 106.52959502] ; [55.52959502 99.47040498],0
n3,1,0.469346,0.523515,[40 10] ; [46 16],[38.39285714 11.60714286] ; [47.60714286 14.39285714],0
b4,1,0.513742,0.426438,[176 116] ; [156 115],[172.19182948 119.80817052] ; [159.80817052 111.19182948],0
b5,1,0.514202,0.425507,[193  99] ; [172  99],[189.30728242 102.69271758] ; [175.69271758  95.30728242],0
d5,1,0.539558,0.376359,[249  43] ; [226  45],[246.35879218  45.64120782] ; [228.64120782  42.35879218],0
d3,1,0.558764,0.341848,[233  59] ; [210  60],[230.17081851  61.82918149] ; [212.82918149  57.17081851],0
v2,1,0.570251,0.322263,[166 113] ; [149 112],[162.75 116.25] ; [152.25 108.75],0
a6,1,0.576664,0.31166,[223  68] ; [213  58],[225.75800712  65.24199288] ; [210.24199288  60.75800712],0
p7,1,0.704883,0.143442,[193  88] ; [178  87],[190.93589744  90.06410256] ; [180.06410256  84.93589744],0
r3,1,0.711695,0.13659,[280   9] ; [263   7],[280.72808587   8.27191413] ; [262.27191413   7.72808587],0
v1,1,0.721095,0.127446,[158 124] ; [145 121],[155.92335766 126.07664234] ; [147.07664234 118.92335766],0
n1,1,0.912549,0.012061,[17 33] ; [21 39],[17.27272727 32.72727273] ; [20.72727273 39.27272727],0
p8,1,0.940208,0.005626,[166 122] ; [153 111],[166.43478261 121.56521739] ; [152.56521739 111.43478261],0
