Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,111.554589,[ 42 129] ; [107  16],[86.66326531 84.33673469] ; [62.33673469 60.66326531],1
s7,1,0.0,51.393287,[ 42 118] ; [82 36],[71.36690647 88.63309353] ; [52.63309353 65.36690647],1
s8,1,0.0,42.872316,[ 33 138] ; [70 55],[ 59.50337838 111.49662162] ; [43.49662162 81.50337838],1
s6,1,0.0,40.593627,[81 88] ; [103  19],[106.85910653  62.14089347] ; [77.14089347 44.85910653],1
s5,1,0.0,32.235729,[ 25 144] ; [54 66],[ 46.19723183 122.80276817] ; [32.80276817 87.19723183],1
p10,1,0.002447,9.179569,[121  47] ; [106  16],[131.50344828  36.49655172] ; [95.49655172 26.50344828],0
r2,1,0.003583,8.483754,[143  29] ; [117   7],[151.08108108  20.91891892] ; [108.91891892  15.08108108],0
p7,1,0.004816,7.947342,[92 77] ; [85 35],[103.50519031  65.49480969] ; [73.49480969 46.50519031],0
p6,1,0.005031,7.868344,[ 43 126] ; [50 72],[ 54.01030928 114.98969072] ; [38.98969072 83.01030928],0
d4,1,0.007112,7.244343,[81 91] ; [78 46],[92.39189189 79.60810811] ; [66.60810811 57.39189189],0
a3,1,0.007834,7.071063,[86 84] ; [82 42],[97.14285714 72.85714286] ; [70.85714286 53.14285714],0
r1,1,0.008848,6.853245,[108  63] ; [96 28],[118.25084746  52.74915254] ; [85.74915254 38.25084746],0
r3,1,0.010167,6.605313,[143  28] ; [116   8],[150.13220339  20.86779661] ; [108.86779661  15.13220339],0
v3,1,0.013287,6.130495,[ 49 121] ; [53 71],[ 58.97959184 111.02040816] ; [43.02040816 80.97959184],0
r4,1,0.013686,6.07814,[132  40] ; [110  15],[140.14814815  31.85185185] ; [101.85185185  23.14814815],0
s4,1,0.015708,5.835254,[ 22 150] ; [29 94],[ 29.73559322 142.26440678] ; [ 21.26440678 101.73559322],0
n6,1,0.03115,4.644673,[136  36] ; [109  14],[142.84745763  29.15254237] ; [102.15254237  20.84745763],0
u3,1,0.046181,3.974964,[36 50] ; [26 17],[41.33333333 44.66666667] ; [20.66666667 22.33333333],0
v1,1,0.054975,3.682831,[74 93] ; [68 54],[82.05536332 84.94463668] ; [59.94463668 62.05536332],0
v4,1,0.055052,3.680499,[149  23] ; [116   8],[153.98648649  18.01351351] ; [111.01351351  12.98648649],0
n2,1,0.058624,3.575878,[39 13] ; [25  2],[42.12658228  9.87341772] ; [21.87341772  5.12658228],0
p9,1,0.062549,3.468473,[130  38] ; [105  17],[136.13793103  31.86206897] ; [98.86206897 23.13793103],0
p2,1,0.082143,3.021985,[128  44] ; [102  21],[134.10169492  37.89830508] ; [95.89830508 27.10169492],0
a8,1,0.082203,3.020803,[ 20 140] ; [24 95],[ 25.23297491 134.76702509] ; [ 18.76702509 100.23297491],0
b1,1,0.111751,2.529284,[ 68 104] ; [61 64],[74.70707071 97.29292929] ; [54.29292929 70.70707071],0
p8,1,0.131826,2.270872,[74 93] ; [65 57],[80.32179931 86.67820069] ; [58.67820069 63.32179931],0
s1,1,0.132311,2.265181,[  5 166] ; [  8 113],[  7.6130137 163.3869863] ; [  5.3869863 115.6130137],0
v2,1,0.212049,1.55738,[72 91] ; [62 58],[77.18021201 85.81978799] ; [56.81978799 63.18021201],0
p4,1,0.227948,1.453621,[83 88] ; [69 55],[88.10847458 82.89152542] ; [63.89152542 60.10847458],0
n4,1,0.246573,1.342618,[135  37] ; [104  20],[138.87837838  33.12162162] ; [100.12162162  23.87837838],0
a7,1,0.291201,1.114061,[100  72] ; [79 44],[104.36610169  67.63389831] ; [74.63389831 48.36610169],0
p3,1,0.297803,1.084008,[ 70 102] ; [58 66],[74.37837838 97.62162162] ; [53.62162162 70.37837838],0
b4,1,0.367453,0.81226,[90 82] ; [72 53],[93.81818182 78.18181818] ; [68.18181818 56.81818182],0
a6,1,0.38593,0.751727,[103  69] ; [68 56],[99.36486486 72.63513514] ; [71.63513514 52.36486486],0
a1,1,0.397945,0.714528,[  9 163] ; [  4 121],[  7.52861953 164.47138047] ; [  5.47138047 119.52861953],0
b5,1,0.560349,0.3391,[96 76] ; [74 51],[98.45117845 73.54882155] ; [71.54882155 53.45117845],0
b3,1,0.586144,0.296407,[33 61] ; [29 45],[34.69047619 59.30952381] ; [27.30952381 46.69047619],0
b2,1,0.586144,0.296407,[33 61] ; [29 45],[34.69047619 59.30952381] ; [27.30952381 46.69047619],0
p11,1,0.625335,0.23844,[125  47] ; [94 31],[126.82828283  45.17171717] ; [92.17171717 32.82828283],0
d2,1,0.631938,0.229442,[ 31 140] ; [ 20 105],[ 29.46283784 141.53716216] ; [ 21.53716216 103.46283784],0
d3,1,0.646021,0.210953,[ 59 112] ; [46 78],[ 60.86440678 110.13559322] ; [44.13559322 79.86440678],0
