Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,5.2e-05,16.367441,[71 43] ; [43 77],[55.53846154 58.46153846] ; [58.46153846 61.53846154],1
s8,1,9e-05,15.338101,[53 64] ; [27 98],[38.67768595 78.32231405] ; [41.32231405 83.67768595],1
s6,1,0.003997,8.285122,[82 31] ; [67 56],[71.34322034 41.65677966] ; [77.65677966 45.34322034],0
v3,1,0.006496,7.407196,[47 70] ; [29 93],[37.20502092 79.79497908] ; [38.79497908 83.20502092],0
s7,1,0.007036,7.263673,[58 53] ; [42 79],[47.84482759 63.15517241] ; [52.15517241 68.84482759],0
p9,1,0.008824,6.858061,[99 17] ; [87 35],[90.65546218 25.34453782] ; [95.34453782 26.65546218],0
p2,1,0.01033,6.577157,[100  16] ; [91 34],[91.93360996 24.06639004] ; [99.06639004 25.93360996],0
p12,1,0.012235,6.276449,[ 10 105] ; [  2 122],[  5.77405858 109.22594142] ; [  6.22594142 117.77405858],0
s2,1,0.022721,5.189693,[62 55] ; [48 77],[53.18181818 63.81818182] ; [56.81818182 68.18181818],0
p7,1,0.028795,4.779829,[77 38] ; [63 56],[68.8034188 46.1965812] ; [71.1965812 47.8034188],0
a2,1,0.035449,4.423429,[ 10 108] ; [  3 122],[  6.3127572 111.6872428] ; [  6.6872428 118.3127572],0
s5,1,0.03598,4.398053,[42 70] ; [30 91],[34.60944206 77.39055794] ; [37.39055794 83.60944206],0
u1,1,0.042202,4.127101,[  8 110] ; [  2 123],[  4.85596708 113.14403292] ; [  5.14403292 119.85596708],0
p6,1,0.048471,3.893584,[41 71] ; [31 94],[34.02531646 77.97468354] ; [37.97468354 87.02531646],0
a7,1,0.062288,3.475398,[71 46] ; [90 35],[77.83884298 39.16115702] ; [83.16115702 41.83884298],0
p10,1,0.071976,3.237363,[91 24] ; [84 38],[84.91561181 30.08438819] ; [90.08438819 31.91561181],0
r2,1,0.074815,3.174097,[106  10] ; [103  20],[101.43933054  14.56066946] ; [107.56066946  15.43933054],0
p3,1,0.107541,2.589993,[55 62] ; [46 79],[48.83057851 68.16942149] ; [52.16942149 72.83057851],0
n5,1,0.114412,2.492202,[82 35] ; [73 48],[76.19747899 40.80252101] ; [78.80252101 42.19747899],0
u3,1,0.114752,2.48753,[26 13] ; [25 25],[22.34831461 16.65168539] ; [28.65168539 21.34831461],0
