Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,57.336914,[85 10] ; [ 8 28],[67.44274809 27.55725191] ; [25.55725191 10.44274809],1
s7,1,0.000128,14.67384,[65 26] ; [12 23],[55.61111111 35.38888889] ; [21.38888889 13.61111111],1
s6,1,0.001217,10.464194,[83  9] ; [24 12],[76.90625 15.09375] ; [30.09375  5.90625],0
s8,1,0.012053,6.303024,[55 40] ; [12 24],[48.58778626 46.41221374] ; [18.41221374 17.58778626],0
u3,1,0.013264,6.13355,[19  4] ; [5 7],[15.77142857  7.22857143] ; [8.22857143 3.77142857],0
r3,1,0.018485,5.549553,[89  4] ; [30  6],[85.79069767  7.20930233] ; [33.20930233  2.79069767],0
r2,1,0.020178,5.396401,[91  3] ; [30  5],[88.17054264  5.82945736] ; [32.82945736  2.17054264],0
a6,1,0.025189,5.010848,[65 30] ; [17 19],[59.46564885 35.53435115] ; [22.53435115 13.46564885],0
r1,1,0.0262,4.942768,[76 19] ; [22 14],[71.06870229 23.93129771] ; [26.93129771  9.06870229],0
p2,1,0.039837,4.224819,[79 16] ; [24 12],[74.69465649 20.30534351] ; [28.30534351  7.69465649],0
u2,1,0.072285,3.230359,[15  8] ; [4 8],[12.48571429 10.51428571] ; [6.51428571 5.48571429],0
a2,1,0.077751,3.111291,[24 71] ; [ 4 32],[20.30534351 74.69465649] ; [ 7.69465649 28.30534351],0
a4,1,0.091133,2.854254,[50 45] ; [13 23],[45.6870229 49.3129771] ; [17.3129771 18.6870229],0
p3,1,0.096459,2.763142,[55 40] ; [15 21],[50.76335878 44.23664122] ; [19.23664122 16.76335878],0
d2,1,0.096459,2.763142,[55 40] ; [15 21],[50.76335878 44.23664122] ; [19.23664122 16.76335878],0
p7,1,0.114133,2.496033,[61 29] ; [19 17],[57.14285714 32.85714286] ; [22.85714286 13.14285714],0
d1,1,0.160032,1.973921,[70 25] ; [22 14],[66.71755725 28.28244275] ; [25.28244275 10.71755725],0
s5,1,0.161723,1.958042,[49 35] ; [16 20],[45.5 38.5] ; [19.5 16.5],0
r4,1,0.175113,1.838616,[85 10] ; [29  7],[82.67175573 12.32824427] ; [31.32824427  4.67175573],0
b1,1,0.188145,1.732085,[41 54] ; [11 25],[37.70992366 57.29007634] ; [14.29007634 21.70992366],0
p4,1,0.189124,1.724431,[62 33] ; [19 17],[58.74045802 36.25954198] ; [22.25954198 13.74045802],0
b3,1,0.194031,1.686739,[13 37] ; [ 8 11],[15.2173913 34.7826087] ; [ 5.7826087 13.2173913],0
b2,1,0.194031,1.686739,[13 37] ; [ 8 11],[15.2173913 34.7826087] ; [ 5.7826087 13.2173913],0
u1,1,0.241679,1.370776,[22 73] ; [ 5 31],[19.58015267 75.41984733] ; [ 7.41984733 28.58015267],0
p8,1,0.247066,1.339819,[50 42] ; [15 20],[47.08661417 44.91338583] ; [17.91338583 17.08661417],0
d3,1,0.284121,1.14727,[77 18] ; [32  4],[79.04580153 15.95419847] ; [29.95419847  6.04580153],0
a3,1,0.292142,1.109724,[72 23] ; [24 12],[69.61832061 25.38167939] ; [26.38167939  9.61832061],0
n3,1,0.319435,0.991259,[17  5] ; [8 5],[15.71428571  6.28571429] ; [9.28571429 3.71428571],0
p1,1,0.356149,0.851427,[ 6 89] ; [ 4 32],[ 7.2519084 87.7480916] ; [ 2.7480916 33.2519084],0
p11,1,0.393574,0.727872,[68 27] ; [23 13],[65.99236641 29.00763359] ; [25.00763359 10.99236641],0
p12,1,0.415118,0.664094,[ 6 88] ; [ 1 35],[ 5.06153846 88.93846154] ; [ 1.93846154 34.06153846],0
n5,1,0.42905,0.625393,[65 30] ; [22 14],[63.09160305 31.90839695] ; [23.90839695 12.09160305],0
a8,1,0.433633,0.613074,[ 6 83] ; [ 1 32],[ 5.10655738 83.89344262] ; [ 1.89344262 31.10655738],0
d5,1,0.43919,0.598398,[84 11] ; [30  6],[82.67175573 12.32824427] ; [31.32824427  4.67175573],0
p10,1,0.466916,0.529264,[75 18] ; [31  5],[76.41860465 16.58139535] ; [29.58139535  6.41860465],0
p5,1,0.470393,0.521052,[ 9 86] ; [ 2 34],[ 7.97709924 87.02290076] ; [ 3.02290076 32.97709924],0
a1,1,0.522569,0.40882,[ 3 92] ; [ 2 34],[ 3.6259542 91.3740458] ; [ 1.3740458 34.6259542],0
n4,1,0.534861,0.385148,[61 34] ; [21 15],[59.46564885 35.53435115] ; [22.53435115 13.46564885],0
s1,1,0.536594,0.381889,[ 5 89] ; [ 1 35],[ 4.33846154 89.66153846] ; [ 1.66153846 34.33846154],0
n6,1,0.646188,0.21074,[75 19] ; [30  6],[75.92307692 18.07692308] ; [29.07692308  6.92307692],0
v3,1,0.688356,0.160871,[30 63] ; [10 25],[29.0625 63.9375] ; [10.9375 24.0625],0
n1,1,0.736183,0.11351,[ 8 14] ; [4 9],[ 7.54285714 14.45714286] ; [4.45714286 8.54285714],0
v4,1,0.742354,0.108069,[91  4] ; [34  2],[90.64885496  4.35114504] ; [34.35114504  1.64885496],0
a5,1,0.769456,0.0859,[71 24] ; [26 10],[70.34351145 24.65648855] ; [26.65648855  9.34351145],0
b4,1,0.821783,0.050739,[56 39] ; [22 14],[56.5648855 38.4351145] ; [21.4351145 14.5648855],0
n2,1,0.824899,0.048951,[16  6] ; [9 4],[15.71428571  6.28571429] ; [9.28571429 3.71428571],0
v2,1,0.863359,0.029618,[47 45] ; [19 17],[47.4375 44.5625] ; [18.5625 17.4375],0
a7,1,0.903776,0.014615,[67 28] ; [25 11],[66.71755725 28.28244275] ; [25.28244275 10.71755725],0
b5,1,0.916723,0.010933,[59 36] ; [22 14],[58.74045802 36.25954198] ; [22.25954198 13.74045802],0
v1,1,0.947052,0.00441,[45 49] ; [17 19],[44.83076923 49.16923077] ; [17.16923077 18.83076923],0
p9,1,0.971805,0.001249,[79 13] ; [31  5],[79.0625 12.9375] ; [30.9375  5.0625],0
p6,1,0.992705,8.4e-05,[44 49] ; [17 19],[43.97674419 49.02325581] ; [17.02325581 18.97674419],0
