Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,1e-06,24.26951,[ 6 69] ; [40 56],[20.1754386 54.8245614] ; [25.8245614 70.1754386],1
s2,1,4e-06,21.306818,[18 59] ; [57 41],[33. 44.] ; [42. 56.],1
s7,1,7e-06,20.101492,[16 58] ; [53 42],[30.21301775 43.78698225] ; [38.78698225 56.21301775],1
s3,1,3e-05,17.425575,[28 48] ; [66 30],[41.53488372 34.46511628] ; [52.46511628 43.53488372],1
p10,1,0.000245,13.450467,[44 33] ; [80 17],[54.87356322 22.12643678] ; [69.12643678 27.87356322],1
s8,1,0.00095,10.923064,[15 62] ; [43 57],[25.23163842 51.76836158] ; [32.76836158 67.23163842],1
p5,1,0.006422,7.428031,[ 3 73] ; [17 82],[ 8.68571429 67.31428571] ; [11.31428571 87.68571429],0
r4,1,0.014823,5.93733,[60 17] ; [91  9],[65.68926554 11.31073446] ; [85.31073446 14.68926554],0
n5,1,0.016303,5.769843,[44 32] ; [75 25],[51.38636364 24.61363636] ; [67.61363636 32.38636364],0
p8,1,0.022409,5.213722,[29 47] ; [55 44],[36.48 39.52] ; [47.52 51.48],0
p9,1,0.026296,4.93647,[53 23] ; [83 16],[59.06285714 16.93714286] ; [76.93714286 22.06285714],0
a6,1,0.029396,4.744265,[38 39] ; [65 34],[45.0625 31.9375] ; [57.9375 41.0625],0
a7,1,0.051131,3.803991,[41 36] ; [67 32],[47.25 29.75] ; [60.75 38.25],0
p12,1,0.055551,3.665458,[ 3 73] ; [12 87],[ 6.51428571 69.48571429] ; [ 8.48571429 90.51428571],0
s4,1,0.058658,3.574925,[ 8 69] ; [21 79],[12.61581921 64.38418079] ; [16.38418079 83.61581921],0
u2,1,0.071593,3.246117,[15 19] ; [32 18],[19.02380952 14.97619048] ; [27.97619048 22.02380952],0
n4,1,0.08135,3.037719,[45 32] ; [71 29],[50.46327684 26.53672316] ; [65.53672316 34.46327684],0
a4,1,0.085834,2.950824,[20 57] ; [15 82],[15.48850575 61.51149425] ; [19.51149425 77.48850575],0
p4,1,0.119256,2.427062,[29 47] ; [49 49],[34.06896552 41.93103448] ; [43.93103448 54.06896552],0
d4,1,0.133465,2.251734,[34 43] ; [55 44],[38.9375 38.0625] ; [50.0625 48.9375],0
n3,1,0.138089,2.199129,[17  3] ; [15  8],[14.88372093  5.11627907] ; [17.11627907  5.88372093],0
p11,1,0.192016,1.702083,[56 21] ; [81 19],[59.59887006 17.40112994] ; [77.40112994 22.59887006],0
v1,1,0.222308,1.489412,[29 46] ; [47 51],[32.94797688 42.05202312] ; [43.05202312 54.94797688],0
r1,1,0.24798,1.334648,[50 27] ; [73 27],[53.50847458 23.49152542] ; [69.49152542 30.50847458],0
r3,1,0.28086,1.162923,[68  9] ; [93  7],[70.03954802  6.96045198] ; [90.96045198  9.03954802],0
p3,1,0.299922,1.07454,[26 51] ; [41 58],[29.3125 47.6875] ; [37.6875 61.3125],0
p1,1,0.305191,1.051374,[ 7 70] ; [14 85],[ 9.1875 67.8125] ; [11.8125 87.1875],0
p7,1,0.30671,1.044789,[39 36] ; [58 39],[42.29651163 32.70348837] ; [54.70348837 42.29651163],0
v3,1,0.30682,1.044313,[22 53] ; [36 62],[25.14450867 49.85549133] ; [32.85549133 65.14450867],0
d3,1,0.318778,0.993952,[30 47] ; [46 53],[33.25 43.75] ; [42.75 56.25],0
