Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,1e-06,24.26951,[ 6 69] ; [40 56],[20.1754386 54.8245614] ; [25.8245614 70.1754386],1
a3,1,0.319526,0.990884,[43 33] ; [48 50],[39.74712644 36.25287356] ; [51.25287356 46.74712644],0
p2,1,0.320104,0.988523,[54 23] ; [76 23],[56.875 20.125] ; [73.125 25.875],0
b1,1,0.368192,0.809756,[36 41] ; [40 60],[33.06214689 43.93785311] ; [42.93785311 57.06214689],0
a5,1,0.371992,0.797,[36 41] ; [53 46],[38.9375 38.0625] ; [50.0625 48.9375],0
s1,1,0.393855,0.727008,[ 2 75] ; [ 5 92],[ 3.09770115 73.90229885] ; [ 3.90229885 93.09770115],0
a1,1,0.457621,0.551708,[ 4 73] ; [ 3 97],[ 3.04519774 73.95480226] ; [ 3.95480226 96.04519774],0
n2,1,0.477288,0.505054,[19  3] ; [18  5],[18.08888889  3.91111111] ; [18.91111111  4.08888889],0
u3,1,0.478366,0.502587,[16 18] ; [28 23],[17.6 16.4] ; [26.4 24.6],0
n6,1,0.499489,0.456022,[60 17] ; [82 18],[61.7740113 15.2259887] ; [80.2259887 19.7740113],0
b5,1,0.500431,0.454022,[47 30] ; [56 44],[44.8079096 32.1920904] ; [58.1920904 41.8079096],0
d1,1,0.527612,0.398989,[ 3 74] ; [ 6 94],[ 3.91525424 73.08474576] ; [ 5.08474576 94.91525424],0
p6,1,0.531508,0.391507,[22 55] ; [32 65],[23.89655172 53.10344828] ; [30.10344828 66.89655172],0
a2,1,0.540175,0.375216,[ 5 72] ; [ 9 91],[ 6.09039548 70.90960452] ; [ 7.90960452 92.09039548],0
a8,1,0.543771,0.368596,[ 8 65] ; [13 79],[ 9.29090909 63.70909091] ; [11.70909091 80.29090909],0
u1,1,0.609211,0.261326,[ 2 75] ; [ 4 96],[ 2.61016949 74.38983051] ; [ 3.38983051 96.61016949],0
b4,1,0.673589,0.177433,[43 34] ; [59 41],[44.37288136 32.62711864] ; [57.62711864 42.37288136],0
n1,1,0.750455,0.101149,[ 8 14] ; [ 7 15],[ 7.5 14.5] ; [ 7.5 14.5],0
u4,1,0.852135,0.034743,[ 1 76] ; [ 1 99],[ 0.8700565 76.1299435] ; [ 1.1299435 98.8700565],0
v2,1,0.899932,0.015812,[32 42] ; [42 53],[32.40236686 41.59763314] ; [41.59763314 53.40236686],0
b2,1,0.974664,0.001009,[18 31] ; [20 34],[18.0776699 30.9223301] ; [19.9223301 34.0776699],0
b3,1,0.974664,0.001009,[18 31] ; [20 34],[18.0776699 30.9223301] ; [19.9223301 34.0776699],0
r2,1,0.983317,0.000437,[70  7] ; [91  9],[70.03954802  6.96045198] ; [90.96045198  9.03954802],0
d2,1,0.990107,0.000154,[17 60] ; [22 78],[16.96610169 60.03389831] ; [22.03389831 77.96610169],0
