Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.002105,9.455352,[ 6 61] ; [6 9],[ 9.80487805 57.19512195] ; [ 2.19512195 12.80487805],0
s2,1,0.016656,5.732267,[41 26] ; [14  1],[44.93902439 22.06097561] ; [10.06097561  4.93902439],0
s7,1,0.04049,4.197226,[31 33] ; [11  3],[34.46153846 29.53846154] ; [7.53846154 6.46153846],0
s8,1,0.042185,4.127753,[25 41] ; [10  5],[28.51851852 37.48148148] ; [6.48148148 8.51851852],0
d1,1,0.076934,3.128502,[37 30] ; [12  3],[40.03658537 26.96341463] ; [8.96341463 6.03658537],0
u1,1,0.095532,2.778595,[10 57] ; [ 5 10],[12.25609756 54.74390244] ; [ 2.74390244 12.25609756],0
p8,1,0.101764,2.677686,[10 56] ; [ 5 10],[12.22222222 53.77777778] ; [ 2.77777778 12.22222222],0
p9,1,0.108408,2.577273,[49 17] ; [14  1],[51.33333333 14.66666667] ; [11.66666667  3.33333333],0
s3,1,0.153973,2.032438,[39 28] ; [11  3],[41.35802469 25.64197531] ; [8.64197531 5.35802469],0
d5,1,0.164885,1.928848,[52 15] ; [14  1],[53.92682927 13.07317073] ; [12.07317073  2.92682927],0
a3,1,0.191858,1.703296,[47 20] ; [13  2],[49.02439024 17.97560976] ; [10.97560976  4.02439024],0
n4,1,0.201181,1.633783,[42 25] ; [12  3],[44.12195122 22.87804878] ; [9.87804878 5.12195122],0
r1,1,0.215514,1.533996,[50 16] ; [9 6],[48.07407407 17.92592593] ; [10.92592593  4.07407407],0
n3,1,0.223543,1.481481,[10  8] ; [5 1],[11.25  6.75] ; [3.75 2.25],0
v3,1,0.267544,1.229297,[24 41] ; [ 3 11],[22.21518987 42.78481013] ; [4.78481013 9.21518987],0
r4,1,0.281159,1.161481,[55 12] ; [14  1],[56.37804878 10.62195122] ; [12.62195122  2.37804878],0
b2,1,0.304013,1.056508,[17 25] ; [2 7],[15.64705882 26.35294118] ; [3.35294118 5.64705882],0
b3,1,0.304013,1.056508,[17 25] ; [2 7],[15.64705882 26.35294118] ; [3.35294118 5.64705882],0
b4,1,0.329002,0.952823,[45 22] ; [12  3],[46.57317073 20.42682927] ; [10.42682927  4.57317073],0
a7,1,0.365555,0.81872,[45 21] ; [12  3],[46.44444444 19.55555556] ; [10.55555556  4.44444444],0
a6,1,0.377609,0.778472,[41 26] ; [11  4],[42.48780488 24.51219512] ; [9.51219512 5.48780488],0
b1,1,0.41799,0.65596,[30 37] ; [ 5 10],[28.59756098 38.40243902] ; [6.40243902 8.59756098],0
r3,1,0.421378,0.64647,[58  8] ; [12  3],[57.03703704  8.96296296] ; [12.96296296  2.03703704],0
n5,1,0.435628,0.607773,[42 25] ; [11  4],[43.30487805 23.69512195] ; [9.69512195 5.30487805],0
s1,1,0.473765,0.51318,[ 5 61] ; [ 2 13],[ 5.7037037 60.2962963] ; [ 1.2962963 13.7037037],0
n1,1,0.477968,0.503497,[9 9] ; [4 2],[9.75 8.25] ; [3.25 2.75],0
p2,1,0.49915,0.456743,[43 24] ; [11  4],[44.12195122 22.87804878] ; [9.87804878 5.12195122],0
b5,1,0.568164,0.325764,[44 23] ; [11  4],[44.93902439 22.06097561] ; [10.06097561  4.93902439],0
d3,1,0.568164,0.325764,[44 23] ; [11  4],[44.93902439 22.06097561] ; [10.06097561  4.93902439],0
p3,1,0.57468,0.314914,[26 41] ; [7 8],[26.96341463 40.03658537] ; [6.03658537 8.96341463],0
p4,1,0.580988,0.30464,[30 36] ; [8 7],[30.96296296 35.03703704] ; [7.03703704 7.96296296],0
a2,1,0.625466,0.23826,[14 53] ; [ 4 11],[14.70731707 52.29268293] ; [ 3.29268293 11.70731707],0
v4,1,0.655514,0.199018,[60  7] ; [14  1],[60.46341463  6.53658537] ; [13.53658537  1.46341463],0
s6,1,0.670212,0.181354,[55 12] ; [13  2],[55.56097561 11.43902439] ; [12.43902439  2.56097561],0
p11,1,0.69276,0.156114,[41 26] ; [10  5],[41.67073171 25.32926829] ; [9.32926829 5.67073171],0
v1,1,0.696342,0.152305,[32 35] ; [8 7],[32.68292683 34.31707317] ; [7.31707317 7.68292683],0
v2,1,0.701722,0.146687,[32 34] ; [6 8],[31.35 34.65] ; [6.65 7.35],0
s4,1,0.734034,0.11544,[16 50] ; [ 4 10],[16.5 49.5] ; [ 3.5 10.5],0
n6,1,0.738924,0.111075,[56 11] ; [12  3],[55.56097561 11.43902439] ; [12.43902439  2.56097561],0
a4,1,0.775151,0.081592,[33 34] ; [8 7],[33.5 33.5] ; [7.5 7.5],0
a5,1,0.806462,0.060022,[47 20] ; [11  4],[47.3902439 19.6097561] ; [10.6097561  4.3902439],0
n2,1,0.814871,0.054825,[15  4] ; [5 1],[15.2  3.8] ; [4.8 1.2],0
p5,1,0.874701,0.024866,[10 57] ; [ 2 13],[ 9.80487805 57.19512195] ; [ 2.19512195 12.80487805],0
p12,1,0.874701,0.024866,[10 57] ; [ 2 13],[ 9.80487805 57.19512195] ; [ 2.19512195 12.80487805],0
d4,1,0.897502,0.016594,[58  8] ; [13  2],[57.85185185  8.14814815] ; [13.14814815  1.85185185],0
d2,1,0.948426,0.004184,[39 27] ; [9 6],[39.11111111 26.88888889] ; [8.88888889 6.11111111],0
