Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,1e-06,24.603134,[81 16] ; [32 36],[66.43030303 30.56969697] ; [46.56969697 21.43030303],1
d3,1,4e-06,21.272356,[68 29] ; [23 45],[53.4969697 43.5030303] ; [37.5030303 30.4969697],1
a6,1,0.000177,14.062947,[67 30] ; [27 41],[55.26060606 41.73939394] ; [38.73939394 29.26060606],1
r1,1,0.000526,12.019785,[75 22] ; [35 33],[64.66666667 32.33333333] ; [45.33333333 22.66666667],1
d4,1,0.000576,11.850737,[79 18] ; [38 29],[69.20121951 27.79878049] ; [47.79878049 19.20121951],1
u1,1,0.001099,10.653539,[20 78] ; [ 2 66],[12.98795181 85.01204819] ; [ 9.01204819 58.98795181],0
a2,1,0.002948,8.839683,[27 71] ; [ 6 62],[19.48192771 78.51807229] ; [13.51807229 54.48192771],0
r4,1,0.003076,8.76192,[76 22] ; [38 30],[67.30120482 30.69879518] ; [46.69879518 21.30120482],0
d1,1,0.003756,8.398347,[51 47] ; [20 48],[41.91566265 56.08433735] ; [29.08433735 38.91566265],0
s6,1,0.008281,6.971733,[53 44] ; [23 45],[44.67878788 52.32121212] ; [31.32121212 36.67878788],0
a5,1,0.017114,5.684617,[67 31] ; [34 34],[59.62650602 38.37349398] ; [41.37349398 26.62650602],0
r3,1,0.026694,4.910493,[82 16] ; [47 21],[76.15662651 21.84337349] ; [52.84337349 15.15662651],0
a3,1,0.029116,4.760756,[65 31] ; [34 33],[58.30674847 37.69325153] ; [40.69325153 26.30674847],0
r2,1,0.033279,4.531356,[86 11] ; [51 16],[81.0304878 15.9695122] ; [55.9695122 11.0304878],0
v2,1,0.04485,4.024281,[41 55] ; [18 48],[34.96296296 61.03703704] ; [24.03703704 41.96296296],0
b5,1,0.048603,3.889005,[64 34] ; [34 34],[57.85542169 40.14457831] ; [40.14457831 27.85542169],0
v1,1,0.058458,3.580612,[40 57] ; [18 49],[34.30487805 62.69512195] ; [23.69512195 43.30487805],0
p2,1,0.063065,3.454895,[59 39] ; [31 37],[53.13253012 44.86746988] ; [36.86746988 31.13253012],0
v4,1,0.092601,2.828573,[81 17] ; [48 19],[76.61818182 21.38181818] ; [52.38181818 14.61818182],0
s1,1,0.113551,2.504087,[ 4 94] ; [ 7 61],[ 6.4939759 91.5060241] ; [ 4.5060241 63.4939759],0
n3,1,0.115745,2.473974,[25 13] ; [13 15],[21.87878788 16.12121212] ; [16.12121212 11.87878788],0
b1,1,0.181627,1.784263,[43 55] ; [37 31],[47.22891566 50.77108434] ; [32.77108434 35.22891566],0
p5,1,0.196908,1.66516,[ 2 95] ; [ 4 64],[ 3.52727273 93.47272727] ; [ 2.47272727 65.52727273],0
p4,1,0.209011,1.578266,[35 63] ; [18 50],[31.28915663 66.71084337] ; [21.71084337 46.28915663],0
p8,1,0.213194,1.549606,[23 72] ; [11 57],[19.81595092 75.18404908] ; [14.18404908 53.81595092],0
v3,1,0.228437,1.45057,[29 66] ; [14 50],[25.6918239 69.3081761] ; [17.3081761 46.6918239],0
s8,1,0.332417,0.939458,[20 77] ; [10 58],[17.63636364 79.36363636] ; [12.36363636 55.63636364],0
p12,1,0.366011,0.817162,[ 1 96] ; [ 2 66],[ 1.76363636 95.23636364] ; [ 1.23636364 66.76363636],0
u3,1,0.396143,0.720002,[17 16] ; [14 20],[15.26865672 17.73134328] ; [15.73134328 18.26865672],0
