Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000225,13.606228,[65 40] ; [ 6 21],[56.47727273 48.52272727] ; [14.52272727 12.47727273],1
p7,1,0.002282,9.307272,[78 26] ; [12 15],[71.45038168 32.54961832] ; [18.54961832  8.45038168],0
p4,1,0.004803,7.95214,[72 36] ; [10 17],[65.6 42.4] ; [16.4 10.6],0
n5,1,0.006906,7.297297,[84 24] ; [14 13],[78.4 29.6] ; [19.6  7.4],0
v2,1,0.014368,5.992381,[47 58] ; [18  7],[52.5 52.5] ; [12.5 12.5],0
d3,1,0.055224,3.675313,[86 21] ; [17 10],[82.24626866 24.75373134] ; [20.75373134  6.24626866],0
a2,1,0.056074,3.649866,[26 82] ; [ 2 25],[22.4 85.6] ; [ 5.6 21.4],0
d5,1,0.075251,3.164597,[88 19] ; [18  9],[84.64179104 22.35820896] ; [21.35820896  5.64179104],0
d1,1,0.079839,3.068182,[68 40] ; [12 15],[64. 44.] ; [16. 11.],0
d4,1,0.096566,2.761364,[91 17] ; [19  8],[88. 20.] ; [22.  5.],0
p12,1,0.100348,2.7,[  6 102] ; [ 4 23],[  8. 100.] ; [ 2. 25.],0
p3,1,0.10191,2.675395,[59 49] ; [10 17],[55.2 52.8] ; [13.8 13.2],0
p11,1,0.120507,2.410714,[87 21] ; [18  9],[84. 24.] ; [21.  6.],0
p6,1,0.131411,2.275751,[53 54] ; [ 9 18],[49.50746269 57.49253731] ; [12.49253731 14.50746269],0
a7,1,0.166412,1.914969,[78 29] ; [16 11],[75.05970149 31.94029851] ; [18.94029851  8.05970149],0
a6,1,0.170904,1.875,[75 33] ; [15 12],[72. 36.] ; [18.  9.],0
s7,1,0.173017,1.85661,[69 38] ; [13 13],[65.96992481 41.03007519] ; [16.03007519  9.96992481],0
s3,1,0.202976,1.620833,[80 28] ; [16 10],[77.37313433 30.62686567] ; [18.62686567  7.37313433],0
u1,1,0.22998,1.440984,[23 85] ; [ 3 24],[20.8 87.2] ; [ 5.2 21.8],0
p5,1,0.243206,1.361917,[12 96] ; [ 1 26],[10.4 97.6] ; [ 2.6 24.4],0
s2,1,0.264643,1.244304,[81 27] ; [16  9],[78.76691729 29.23308271] ; [18.23308271  6.76691729],0
u2,1,0.270912,1.212121,[15 15] ; [3 7],[13.5 16.5] ; [4.5 5.5],0
b3,1,0.279849,1.167825,[15 38] ; [ 3 16],[13.25 39.75] ; [ 4.75 14.25],0
b2,1,0.279849,1.167825,[15 38] ; [ 3 16],[13.25 39.75] ; [ 4.75 14.25],0
b4,1,0.296865,1.088222,[64 44] ; [13 14],[61.6 46.4] ; [15.4 11.6],0
p10,1,0.300623,1.071429,[102   6] ; [24  3],[100.8   7.2] ; [25.2  1.8],0
p1,1,0.30719,1.042718,[ 9 99] ; [ 4 23],[10.4 97.6] ; [ 2.6 24.4],0
s5,1,0.328355,0.955375,[54 46] ; [15  8],[56.09756098 43.90243902] ; [12.90243902 10.09756098],0
a3,1,0.345977,0.888158,[78 30] ; [17 10],[76. 32.] ; [19.  8.],0
s1,1,0.377313,0.77944,[  4 104] ; [ 2 24],[  4.8358209 103.1641791] ; [ 1.1641791 24.8358209],0
n1,1,0.381768,0.765,[ 6 18] ; [4 6],[ 7.05882353 16.94117647] ; [2.94117647 7.05882353],0
v4,1,0.403566,0.697674,[104   4] ; [25  2],[103.2   4.8] ; [25.8  1.2],0
n2,1,0.450243,0.57004,[19  5] ; [9 1],[19.76470588  4.23529412] ; [8.23529412 1.76470588],0
n4,1,0.517919,0.418036,[75 33] ; [17 10],[73.6 34.4] ; [18.4  8.6],0
b5,1,0.537324,0.380522,[67 41] ; [15 12],[65.6 42.4] ; [16.4 10.6],0
v3,1,0.539631,0.376224,[32 74] ; [ 6 19],[30.7480916 75.2519084] ; [ 7.2519084 17.7480916],0
b1,1,0.648077,0.208333,[35 73] ; [10 17],[36. 72.] ; [ 9. 18.],0
a8,1,0.649758,0.206206,[ 6 95] ; [ 1 26],[ 5.5234375 95.4765625] ; [ 1.4765625 25.5234375],0
r4,1,0.661655,0.19152,[97 11] ; [25  2],[97.6 10.4] ; [24.4  2.6],0
a4,1,0.665006,0.1875,[49 59] ; [11 16],[48. 60.] ; [12. 15.],0
r2,1,0.691165,0.157827,[101   6] ; [26  1],[101.41044776   5.58955224] ; [25.58955224  1.41044776],0
v1,1,0.697188,0.151414,[51 56] ; [14 13],[51.90298507 55.09701493] ; [13.09701493 13.90298507],0
s8,1,0.730298,0.118838,[56 52] ; [15 12],[56.8 51.2] ; [14.2 12.8],0
d2,1,0.795809,0.066964,[51 57] ; [12 15],[50.4 57.6] ; [12.6 14.4],0
n6,1,0.813698,0.055535,[93 14] ; [23  4],[92.62686567 14.37313433] ; [23.37313433  3.62686567],0
r1,1,0.839618,0.040959,[82 26] ; [21  6],[82.4 25.6] ; [20.6  6.4],0
u3,1,0.853493,0.034101,[17 13] ; [6 4],[17.25 12.75] ; [5.75 4.25],0
a5,1,0.922478,0.00947,[79 29] ; [20  7],[79.2 28.8] ; [19.8  7.2],0
n3,1,0.956333,0.002998,[19  5] ; [8 2],[19.05882353  4.94117647] ; [7.94117647 2.05882353],0
s6,1,1.0,0.0,[88 16] ; [22  4],[88. 16.] ; [22.  4.],0
