Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,6.7e-05,15.896295,[254  24] ; [21 10],[247.41100324  30.58899676] ; [27.58899676  3.41100324],1
n4,1,0.000102,15.092722,[240  40] ; [18 13],[232.2829582  47.7170418] ; [25.7170418  5.2829582],1
p7,1,0.000257,13.357438,[215  63] ; [14 16],[206.69480519  71.30519481] ; [22.30519481  7.69480519],1
p11,1,0.000407,12.501956,[241  39] ; [19 12],[234.08360129  45.91639871] ; [25.91639871  5.08360129],1
p10,1,0.000977,10.87144,[248  31] ; [21 10],[242.1  36.9] ; [26.9  4.1],1
v1,1,0.00126,10.400782,[201  74] ; [14 17],[193.21895425  81.78104575] ; [21.78104575  9.21895425],0
d3,1,0.012423,6.249427,[219  61] ; [18 13],[213.37620579  66.62379421] ; [23.62379421  7.37620579],0
v3,1,0.014418,5.986183,[163 109] ; [11 19],[156.71523179 115.28476821] ; [17.28476821 12.71523179],0
n5,1,0.018659,5.53316,[235  43] ; [21 10],[230.3171521  47.6828479] ; [25.6828479  5.3171521],0
r1,1,0.019664,5.44148,[241  37] ; [22  9],[236.61488673  41.38511327] ; [26.38511327  4.61488673],0
r4,1,0.038228,4.294856,[263  17] ; [26  5],[260.19292605  19.80707395] ; [28.80707395  2.19292605],0
v4,1,0.04142,4.158743,[265  12] ; [27  4],[262.61038961  14.38961039] ; [29.38961039  1.61038961],0
p8,1,0.054918,3.684571,[191  87] ; [16 15],[186.23300971  91.76699029] ; [20.76699029 10.23300971],0
n6,1,0.056345,3.641838,[247  30] ; [24  7],[243.72402597  33.27597403] ; [27.27597403  3.72402597],0
s7,1,0.061253,3.503135,[157 107] ; [12 17],[152.27303754 111.72696246] ; [16.72696246 12.27303754],0
p3,1,0.062625,3.466453,[199  81] ; [17 14],[194.46945338  85.53054662] ; [21.53054662  9.46945338],0
d5,1,0.063372,3.446874,[249  31] ; [24  7],[245.78778135  34.21221865] ; [27.21221865  3.78778135],0
a3,1,0.076882,3.129614,[220  60] ; [20 11],[216.07717042  63.92282958] ; [23.92282958  7.07717042],0
a7,1,0.078901,3.087395,[219  60] ; [20 11],[215.1  63.9] ; [23.9  7.1],0
a6,1,0.102095,2.672508,[202  78] ; [18 13],[198.07073955  81.92926045] ; [21.92926045  9.07073955],0
a8,1,0.10334,2.653224,[ 36 209] ; [ 1 27],[ 33.20512821 211.79487179] ; [ 3.79487179 24.20512821],0
b4,1,0.181635,1.784195,[164 116] ; [22  9],[167.45980707 112.54019293] ; [18.54019293 12.45980707],0
a2,1,0.188555,1.728871,[ 86 194] ; [ 6 25],[ 82.82958199 197.17041801] ; [ 9.17041801 21.82958199],0
s3,1,0.189079,1.724781,[157 116] ; [14 17],[153.5625 119.4375] ; [17.4375 13.5625],0
r3,1,0.214842,1.538493,[272   7] ; [29  2],[270.9   8.1] ; [30.1  0.9],0
b5,1,0.24307,1.362702,[166 114] ; [15 16],[162.95819936 117.04180064] ; [18.04180064 12.95819936],0
s4,1,0.315116,1.009111,[ 37 241] ; [ 6 24],[ 38.81168831 239.18831169] ; [ 4.18831169 25.81168831],0
d1,1,0.340843,0.907259,[195  85] ; [19 12],[192.66881029  87.33118971] ; [21.33118971  9.66881029],0
d4,1,0.380659,0.768571,[242  38] ; [25  6],[240.38585209  39.61414791] ; [26.61414791  4.38585209],0
a1,1,0.38201,0.764225,[ 16 264] ; [ 3 28],[ 17.10610932 262.89389068] ; [ 1.89389068 29.10610932],0
s2,1,0.396837,0.717889,[155 120] ; [15 16],[152.77777778 122.22222222] ; [17.22222222 13.77777778],0
n3,1,0.402248,0.701595,[36  8] ; [7 3],[35.03703704  8.96296296] ; [7.96296296 2.03703704],0
n2,1,0.423509,0.640557,[35  8] ; [7 3],[34.0754717  8.9245283] ; [7.9245283 2.0754717],0
s8,1,0.458854,0.54869,[144 132] ; [14 17],[142.04560261 133.95439739] ; [15.95439739 15.04560261],0
p5,1,0.489618,0.477365,[ 50 230] ; [ 4 27],[ 48.61736334 231.38263666] ; [ 5.38263666 25.61736334],0
p1,1,0.521943,0.410053,[ 28 251] ; [ 2 29],[ 27. 252.] ; [ 3. 28.],0
b2,1,0.543745,0.368642,[ 70 112] ; [ 7 15],[ 68.69607843 113.30392157] ; [ 8.30392157 13.69607843],0
b3,1,0.543745,0.368642,[ 70 112] ; [ 7 15],[ 68.69607843 113.30392157] ; [ 8.30392157 13.69607843],0
r2,1,0.555395,0.347741,[261  16] ; [30  1],[261.71103896  15.28896104] ; [29.28896104  1.71103896],0
p12,1,0.566858,0.327969,[ 35 245] ; [ 5 26],[ 36.01286174 243.98713826] ; [ 3.98713826 27.01286174],0
n1,1,0.584832,0.298487,[19 25] ; [3 6],[18.26415094 25.73584906] ; [3.73584906 5.26415094],0
p6,1,0.632373,0.228856,[142 135] ; [14 16],[140.75570033 136.24429967] ; [15.24429967 14.75570033],0
u3,1,0.656851,0.197371,[37 23] ; [6 5],[36.33802817 23.66197183] ; [6.66197183 4.33802817],0
s1,1,0.679084,0.171158,[  6 273] ; [ 1 29],[  6.32038835 272.67961165] ; [ 0.67961165 29.32038835],0
b1,1,0.711614,0.13667,[ 99 181] ; [12 19],[ 99.93569132 180.06430868] ; [11.06430868 19.93569132],0
a5,1,0.810887,0.057256,[230  50] ; [26  5],[230.48231511  49.51768489] ; [25.51768489  5.48231511],0
d2,1,0.818637,0.052578,[159 120] ; [17 14],[158.4 120.6] ; [17.6 13.4],0
u1,1,0.833223,0.04434,[ 68 212] ; [ 7 24],[ 67.52411576 212.47588424] ; [ 7.47588424 23.52411576],0
u2,1,0.843669,0.038889,[34 26] ; [6 4],[34.28571429 25.71428571] ; [5.71428571 4.28571429],0
s5,1,0.876926,0.023984,[108 161] ; [12 19],[107.6 161.4] ; [12.4 18.6],0
u4,1,0.907507,0.013499,[  8 272] ; [ 1 30],[  8.10289389 271.89710611] ; [ 0.89710611 30.10289389],0
a4,1,0.969786,0.001435,[136 143] ; [15 16],[135.9 143.1] ; [15.1 15.9],0
s6,1,0.98072,0.000584,[202  71] ; [23  8],[202.05592105  70.94407895] ; [22.94407895  8.05592105],0
