Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,61.584906,[81 25] ; [21 77],[53. 53.] ; [49. 49.],1
s6,1,0.0,26.738251,[83 20] ; [44 53],[65.405 37.595] ; [61.595 35.405],1
s7,1,2e-06,22.238354,[61 36] ; [26 65],[44.88829787 52.11170213] ; [42.11170213 48.88829787],1
s8,1,0.000212,13.724643,[53 53] ; [24 73],[40.20689655 65.79310345] ; [36.79310345 60.20689655],1
r3,1,0.002099,9.460596,[98  6] ; [79 20],[90.67980296 13.32019704] ; [86.32019704 12.67980296],0
p1,1,0.002666,9.022824,[14 91] ; [ 2 97],[ 8.23529412 96.76470588] ; [ 7.76470588 91.23529412],0
r4,1,0.003639,8.455728,[94 12] ; [72 27],[85.83414634 20.16585366] ; [80.16585366 18.83414634],0
p9,1,0.006405,7.432747,[75 27] ; [51 42],[65.90769231 36.09230769] ; [60.09230769 32.90769231],0
s5,1,0.011997,6.311339,[40 57] ; [23 72],[31.828125 65.171875] ; [31.171875 63.828125],0
p2,1,0.024861,5.033541,[80 26] ; [59 38],[72.58128079 33.41871921] ; [66.41871921 30.58128079],0
r1,1,0.038841,4.267823,[85 20] ; [67 31],[78.62068966 26.37931034] ; [73.37931034 24.62068966],0
p4,1,0.041883,4.139936,[56 50] ; [37 59],[48.8019802 57.1980198] ; [44.1980198 51.8019802],0
n2,1,0.04421,4.048538,[32  9] ; [21 16],[27.85897436 13.14102564] ; [25.14102564 11.85897436],0
a8,1,0.053227,3.736778,[14 83] ; [ 5 82],[10.01630435 86.98369565] ; [ 8.98369565 78.01630435],0
s4,1,0.05762,3.604606,[29 77] ; [16 82],[23.38235294 82.61764706] ; [21.61764706 76.38235294],0
r2,1,0.072386,3.228068,[101   4] ; [88 10],[97.75862069  7.24137931] ; [91.24137931  6.75862069],0
p5,1,0.09271,2.826673,[11 95] ; [ 4 92],[ 7.87128713 98.12871287] ; [ 7.12871287 88.87128713],0
v1,1,0.093668,2.810173,[51 53] ; [37 62],[45.08374384 58.91625616] ; [42.91625616 56.08374384],0
d2,1,0.162464,1.951142,[58 47] ; [45 54],[53.01470588 51.98529412] ; [49.98529412 49.01470588],0
p12,1,0.204127,1.612601,[  4 101] ; [ 1 96],[  2.5990099 102.4009901] ; [ 2.4009901 94.5990099],0
n3,1,0.255221,1.294494,[30 10] ; [22 13],[27.73333333 12.26666667] ; [24.26666667 10.73333333],0
v3,1,0.264965,1.242627,[30 71] ; [35 59],[33.66666667 67.33333333] ; [31.33333333 62.66666667],0
p7,1,0.276794,1.182763,[54 50] ; [42 53],[50.17085427 53.82914573] ; [45.82914573 49.17085427],0
d1,1,0.311934,1.022471,[61 45] ; [50 49],[57.39512195 48.60487805] ; [53.60487805 45.39512195],0
d5,1,0.313413,1.016239,[82 23] ; [82 16],[84.82758621 20.17241379] ; [79.17241379 18.82758621],0
a4,1,0.315656,1.006859,[44 62] ; [48 51],[47.57073171 58.42926829] ; [44.42926829 54.57073171],0
u1,1,0.380902,0.767788,[21 85] ; [15 84],[18.61463415 87.38536585] ; [17.38536585 81.61463415],0
p10,1,0.386174,0.750957,[61 41] ; [51 44],[57.98984772 44.01015228] ; [54.01015228 40.98984772],0
n1,1,0.392601,0.730871,[18 23] ; [12 23],[16.18421053 24.81578947] ; [13.81578947 21.18421053],0
