Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4.4e-05,16.681985,[13  3] ; [ 7 27],[6.4 9.6] ; [13.6 20.4],1
p7,1,7.4e-05,15.709091,[11  5] ; [ 4 28],[ 5. 11.] ; [10. 22.],1
p11,1,0.000905,11.011837,[12  4] ; [ 9 26],[6.58823529 9.41176471] ; [14.41176471 20.58823529],1
n6,1,0.00092,10.982094,[14  1] ; [15 20],[8.7 6.3] ; [20.3 14.7],1
p2,1,0.001245,10.421969,[13  3] ; [11 23],[7.68 8.32] ; [16.32 17.68],0
v2,1,0.002028,9.52381,[7 8] ; [ 3 32],[ 3. 12.] ; [ 7. 28.],0
p6,1,0.003324,8.620466,[7 9] ; [ 3 32],[ 3.1372549 12.8627451] ; [ 6.8627451 28.1372549],0
u2,1,0.009195,6.784615,[4 1] ; [ 2 11],[1.66666667 3.33333333] ; [4.33333333 8.66666667],0
p10,1,0.017427,5.652852,[13  3] ; [16 19],[9.09803922 6.90196078] ; [19.90196078 15.09803922],0
p3,1,0.022705,5.190967,[9 7] ; [ 8 26],[ 5.44 10.56] ; [11.56 22.44],0
r4,1,0.052576,3.757347,[8 8] ; [ 8 27],[ 5.01960784 10.98039216] ; [10.98039216 24.01960784],0
d3,1,0.056686,3.631788,[11  5] ; [14 21],[7.84313725 8.15686275] ; [17.15686275 17.84313725],0
a5,1,0.064594,3.415328,[13  3] ; [19 16],[10.03921569  5.96078431] ; [21.96078431 13.03921569],0
s2,1,0.077815,3.109966,[7 9] ; [ 7 28],[ 4.39215686 11.60784314] ; [ 9.60784314 25.39215686],0
s7,1,0.115995,2.470588,[7 9] ; [ 7 25],[ 4.66666667 11.33333333] ; [ 9.33333333 22.66666667],0
p9,1,0.116761,2.46024,[12  4] ; [17 16],[9.46938776 6.53061224] ; [19.53061224 13.46938776],0
s8,1,0.125202,2.351006,[ 6 10] ; [ 6 28],[ 3.84 12.16] ; [ 8.16 25.84],0
v4,1,0.150082,2.071414,[14  2] ; [24 11],[11.92156863  4.07843137] ; [26.07843137  8.92156863],0
s6,1,0.15713,2.001634,[8 8] ; [10 24],[ 5.76 10.24] ; [12.24 21.76],0
n5,1,0.209304,1.576236,[14  2] ; [25 10],[12.23529412  3.76470588] ; [26.76470588  8.23529412],0
a1,1,0.210257,1.569658,[ 1 15] ; [ 7 28],[ 2.50980392 13.49019608] ; [ 5.49019608 29.50980392],0
s4,1,0.21624,1.529153,[ 4 12] ; [ 4 31],[ 2.50980392 13.49019608] ; [ 5.49019608 29.50980392],0
u3,1,0.254524,1.298302,[3 2] ; [4 9],[1.94444444 3.05555556] ; [5.05555556 7.94444444],0
b5,1,0.265855,1.238011,[10  6] ; [16 19],[8.15686275 7.84313725] ; [17.84313725 17.15686275],0
d5,1,0.330116,0.948444,[11  5] ; [19 16],[9.41176471 6.58823529] ; [20.58823529 14.41176471],0
b4,1,0.330116,0.948444,[11  5] ; [19 16],[9.41176471 6.58823529] ; [20.58823529 14.41176471],0
d4,1,0.355125,0.85506,[10  6] ; [17 18],[8.47058824 7.52941176] ; [18.52941176 16.47058824],0
a6,1,0.373934,0.790551,[9 7] ; [15 20],[7.52941176 8.47058824] ; [16.47058824 18.52941176],0
s5,1,0.379489,0.772356,[ 5 11] ; [ 7 28],[ 3.76470588 12.23529412] ; [ 8.23529412 26.76470588],0
p5,1,0.506673,0.440932,[ 3 13] ; [ 4 30],[ 2.24 13.76] ; [ 4.76 29.24],0
d1,1,0.51656,0.420756,[7 9] ; [12 23],[ 5.96078431 10.03921569] ; [13.03921569 21.96078431],0
a7,1,0.610764,0.259063,[9 7] ; [17 18],[8.15686275 7.84313725] ; [17.84313725 17.15686275],0
n4,1,0.640131,0.218571,[12  4] ; [24 11],[11.29411765  4.70588235] ; [24.70588235 10.29411765],0
s3,1,0.654415,0.20038,[6 9] ; [11 22],[5.3125 9.6875] ; [11.6875 21.3125],0
a2,1,0.66155,0.191646,[ 2 14] ; [ 3 32],[ 1.56862745 14.43137255] ; [ 3.43137255 31.56862745],0
p1,1,0.672263,0.178966,[ 2 14] ; [ 6 29],[ 2.50980392 13.49019608] ; [ 5.49019608 29.50980392],0
n3,1,0.684498,0.165106,[5 5] ; [11  8],[5.51724138 4.48275862] ; [10.48275862  8.51724138],0
b2,1,0.686254,0.16317,[ 5 10] ; [ 8 12],[5.57142857 9.42857143] ; [ 7.42857143 12.57142857],0
b3,1,0.686254,0.16317,[ 5 10] ; [ 8 12],[5.57142857 9.42857143] ; [ 7.42857143 12.57142857],0
r1,1,0.748903,0.102455,[7 9] ; [17 18],[7.52941176 8.47058824] ; [16.47058824 18.52941176],0
a3,1,0.778253,0.079296,[11  5] ; [22 12],[10.56  5.44] ; [22.44 11.56],0
n2,1,0.788776,0.07177,[6 4] ; [13  7],[6.33333333 3.66666667] ; [12.66666667  7.33333333],0
