Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,33.603729,[13 39] ; [33  5],[26.57777778 25.42222222] ; [19.42222222 18.57777778],1
p6,1,0.000142,14.479308,[11 41] ; [23 15],[19.64444444 32.35555556] ; [14.35555556 23.64444444],1
p7,1,0.000259,13.348698,[20 30] ; [30  8],[28.40909091 21.59090909] ; [21.59090909 16.40909091],1
p8,1,0.000756,11.347355,[14 37] ; [24 14],[21.7752809 29.2247191] ; [16.2247191 21.7752809],1
a4,1,0.003816,8.369573,[12 40] ; [20 18],[18.48888889 33.51111111] ; [13.51111111 24.48888889],0
a5,1,0.011426,6.397813,[26 26] ; [29  9],[31.77777778 20.22222222] ; [23.22222222 14.77777778],0
r3,1,0.012012,6.309133,[41 11] ; [36  1],[44.98876404  7.01123596] ; [32.01123596  4.98876404],0
b1,1,0.014398,5.988685,[13 39] ; [19 19],[18.48888889 33.51111111] ; [13.51111111 24.48888889],0
s6,1,0.026054,4.952456,[38 14] ; [34  3],[42.06741573  9.93258427] ; [29.93258427  7.06741573],0
r1,1,0.034625,4.463563,[30 22] ; [30  8],[34.66666667 17.33333333] ; [25.33333333 12.66666667],0
s3,1,0.03479,4.455443,[31 20] ; [31  7],[35.52808989 15.47191011] ; [26.47191011 11.52808989],0
d2,1,0.044503,4.037388,[19 33] ; [22 16],[23.68888889 28.31111111] ; [17.31111111 20.68888889],0
p1,1,0.049244,3.867014,[ 2 50] ; [ 6 32],[ 4.62222222 47.37777778] ; [ 3.37777778 34.62222222],0
r4,1,0.051049,3.806674,[36 16] ; [33  5],[39.86666667 12.13333333] ; [29.13333333  8.86666667],0
a2,1,0.068931,3.30829,[ 5 47] ; [ 9 29],[ 8.08888889 43.91111111] ; [ 5.91111111 32.08888889],0
d1,1,0.075818,3.152336,[23 29] ; [24 14],[27.15555556 24.84444444] ; [19.84444444 18.15555556],0
n4,1,0.080538,3.054017,[26 26] ; [26 12],[30.04444444 21.95555556] ; [21.95555556 16.04444444],0
a7,1,0.090447,2.866396,[37 14] ; [21 17],[33.23595506 17.76404494] ; [24.76404494 13.23595506],0
d5,1,0.100045,2.704831,[32 19] ; [30  8],[35.52808989 15.47191011] ; [26.47191011 11.52808989],0
p2,1,0.102416,2.667518,[36 16] ; [32  6],[39.28888889 12.71111111] ; [28.71111111  9.28888889],0
u1,1,0.124831,2.355632,[ 4 48] ; [ 7 31],[ 6.35555556 45.64444444] ; [ 4.64444444 33.35555556],0
s7,1,0.147308,2.099908,[26 26] ; [23 12],[29.28735632 22.71264368] ; [19.71264368 15.28735632],0
b3,1,0.174757,1.841655,[ 6 19] ; [ 2 20],[ 4.25531915 20.74468085] ; [ 3.74468085 18.25531915],0
b2,1,0.174757,1.841655,[ 6 19] ; [ 2 20],[ 4.25531915 20.74468085] ; [ 3.74468085 18.25531915],0
v4,1,0.189563,1.721009,[47  5] ; [37  1],[48.53333333  3.46666667] ; [35.46666667  2.53333333],0
b4,1,0.223965,1.478784,[29 23] ; [26 12],[31.77777778 20.22222222] ; [23.22222222 14.77777778],0
a3,1,0.223965,1.478784,[29 23] ; [26 12],[31.77777778 20.22222222] ; [23.22222222 14.77777778],0
d4,1,0.255682,1.291988,[37 15] ; [31  7],[39.28888889 12.71111111] ; [28.71111111  9.28888889],0
n2,1,0.323619,0.974265,[13  7] ; [9 2],[14.19354839  5.80645161] ; [7.80645161 3.19354839],0
s5,1,0.349063,0.876862,[19 29] ; [17 17],[21.07317073 26.92682927] ; [14.92682927 19.07317073],0
a6,1,0.391879,0.733103,[31 21] ; [26 12],[32.93333333 19.06666667] ; [24.06666667 13.93333333],0
u2,1,0.410854,0.676329,[12 11] ; [8 4],[13.14285714  9.85714286] ; [6.85714286 5.14285714],0
v2,1,0.425809,0.634226,[20 29] ; [12 25],[18.23255814 30.76744186] ; [13.76744186 23.23255814],0
r2,1,0.528995,0.396322,[44  6] ; [35  3],[44.88636364  5.11363636] ; [34.11363636  3.88636364],0
b5,1,0.550107,0.357126,[32 20] ; [21 17],[30.62222222 21.37777778] ; [22.37777778 15.62222222],0
v3,1,0.553189,0.351634,[11 40] ; [10 27],[12.17045455 38.82954545] ; [ 8.82954545 28.17045455],0
s8,1,0.592606,0.286293,[19 33] ; [16 22],[20.22222222 31.77777778] ; [14.77777778 23.22222222],0
n5,1,0.60114,0.273279,[30 22] ; [24 14],[31.2 20.8] ; [22.8 15.2],0
p12,1,0.689698,0.159413,[ 3 49] ; [ 3 35],[ 3.46666667 48.53333333] ; [ 2.53333333 35.46666667],0
s1,1,0.708022,0.140261,[ 3 48] ; [ 3 35],[ 3.43820225 47.56179775] ; [ 2.56179775 35.43820225],0
u3,1,0.736183,0.11351,[14  9] ; [8 4],[14.45714286  8.54285714] ; [7.54285714 4.45714286],0
s2,1,0.767196,0.087643,[32 19] ; [25 13],[32.66292135 18.33707865] ; [24.33707865 13.66292135],0
n6,1,0.775499,0.081333,[41 11] ; [29  9],[40.44444444 11.55555556] ; [29.55555556  8.44444444],0
p9,1,0.813031,0.05594,[40 11] ; [29  9],[39.53932584 11.46067416] ; [29.46067416  8.53932584],0
p11,1,0.819743,0.051927,[33 19] ; [25 13],[33.51111111 18.48888889] ; [24.48888889 13.51111111],0
a1,1,0.821811,0.050722,[ 1 51] ; [ 1 37],[ 1.15555556 50.84444444] ; [ 0.84444444 37.15555556],0
n1,1,0.872832,0.02562,[ 6 14] ; [3 8],[ 5.80645161 14.19354839] ; [3.19354839 7.80645161],0
d3,1,0.876533,0.024139,[37 14] ; [27 11],[36.6741573 14.3258427] ; [27.3258427 10.6741573],0
n3,1,0.902425,0.01503,[16  4] ; [9 2],[16.12903226  3.87096774] ; [8.87096774 2.12903226],0
p10,1,0.948694,0.004141,[38 14] ; [28 10],[38.13333333 13.86666667] ; [27.86666667 10.13333333],0
