Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3e-06,21.901916,[47 25] ; [ 8 33],[35.04424779 36.95575221] ; [19.95575221 21.04424779],1
p4,1,2.7e-05,17.584206,[44 29] ; [ 8 33],[33.29824561 39.70175439] ; [18.70175439 22.29824561],1
p3,1,0.000345,12.808108,[42 31] ; [ 9 31],[32.94690265 40.05309735] ; [18.05309735 21.94690265],1
p6,1,0.001578,9.985713,[27 44] ; [ 4 36],[19.82882883 51.17117117] ; [11.17117117 28.82882883],0
p2,1,0.006098,7.521061,[65  8] ; [28 13],[59.55263158 13.44736842] ; [33.44736842  7.55263158],0
n3,1,0.012689,6.212023,[15  2] ; [6 7],[11.9  5.1] ; [9.1 3.9],0
b1,1,0.013541,6.09698,[35 38] ; [10 31],[28.81578947 44.18421053] ; [16.18421053 24.81578947],0
r4,1,0.015411,5.868861,[66  7] ; [30 11],[61.47368421 11.52631579] ; [34.52631579  6.47368421],0
s5,1,0.059539,3.550183,[13 58] ; [ 2 36],[ 9.7706422 61.2293578] ; [ 5.2293578 32.7706422],0
d1,1,0.09214,2.836581,[29 44] ; [23 18],[33.29824561 39.70175439] ; [18.70175439 22.29824561],0
a4,1,0.127832,2.318635,[23 49] ; [19 22],[26.76106195 45.23893805] ; [15.23893805 25.76106195],0
s6,1,0.158231,1.991052,[46 25] ; [21 20],[42.47321429 28.52678571] ; [24.52678571 16.47321429],0
n2,1,0.160485,1.96965,[14  3] ; [9 6],[12.21875  4.78125] ; [10.78125  4.21875],0
u1,1,0.176711,1.825072,[ 5 68] ; [ 6 35],[ 7.04385965 65.95614035] ; [ 3.95614035 37.04385965],0
b2,1,0.213821,1.545366,[16 32] ; [9 9],[18.18181818 29.81818182] ; [ 6.81818182 11.18181818],0
b3,1,0.213821,1.545366,[16 32] ; [9 9],[18.18181818 29.81818182] ; [ 6.81818182 11.18181818],0
d5,1,0.217063,1.523683,[49 24] ; [32  9],[51.86842105 21.13157895] ; [29.13157895 11.86842105],0
s4,1,0.226239,1.464354,[11 62] ; [ 3 38],[ 8.96491228 64.03508772] ; [ 5.03508772 35.96491228],0
r3,1,0.228141,1.452412,[70  3] ; [37  4],[68.51754386  4.48245614] ; [38.48245614  2.51754386],0
b5,1,0.250206,1.322154,[42 31] ; [19 22],[39.06140351 33.93859649] ; [21.93859649 19.06140351],0
v1,1,0.266125,1.236612,[31 38] ; [14 27],[28.22727273 40.77272727] ; [16.77272727 24.22727273],0
a8,1,0.313888,1.014246,[ 9 57] ; [ 3 38],[ 7.40186916 58.59813084] ; [ 4.59813084 36.40186916],0
d3,1,0.320941,0.985108,[43 30] ; [28 13],[45.46491228 27.53508772] ; [25.53508772 15.46491228],0
a6,1,0.336235,0.924735,[47 26] ; [30 11],[49.30701754 23.69298246] ; [27.69298246 13.30701754],0
r2,1,0.350227,0.872634,[64  7] ; [39  2],[65.29464286  5.70535714] ; [37.70535714  3.29464286],0
p11,1,0.358992,0.841418,[54 19] ; [27 14],[51.86842105 21.13157895] ; [29.13157895 11.86842105],0
n6,1,0.38159,0.765574,[57 16] ; [29 12],[55.07017544 17.92982456] ; [30.92982456 10.07017544],0
u3,1,0.382193,0.763636,[16 12] ; [6 8],[14.66666667 13.33333333] ; [7.33333333 6.66666667],0
p9,1,0.449707,0.571389,[53 20] ; [27 14],[51.22807018 21.77192982] ; [28.77192982 12.22807018],0
a2,1,0.484012,0.489811,[ 9 64] ; [ 7 34],[10.24561404 62.75438596] ; [ 5.75438596 35.24561404],0
d4,1,0.484293,0.489181,[50 22] ; [31 10],[51.61061947 20.38938053] ; [29.38938053 11.61061947],0
n5,1,0.550137,0.357071,[52 21] ; [27 14],[50.5877193 22.4122807] ; [28.4122807 12.5877193],0
v4,1,0.550985,0.355556,[64  8] ; [34  6],[63.  9.] ; [35.  5.],0
s7,1,0.571352,0.320426,[24 46] ; [11 27],[22.68518519 47.31481481] ; [12.31481481 25.68518519],0
p1,1,0.580719,0.305074,[ 5 68] ; [ 4 37],[ 5.76315789 67.23684211] ; [ 3.23684211 37.76315789],0
v2,1,0.617317,0.249657,[34 36] ; [17 22],[32.75229358 37.24770642] ; [18.24770642 20.75229358],0
p5,1,0.665136,0.187345,[ 7 65] ; [ 3 38],[ 6.37168142 65.62831858] ; [ 3.62831858 37.37168142],0
s8,1,0.690805,0.158215,[24 49] ; [12 29],[23.05263158 49.94736842] ; [12.94736842 28.05263158],0
a3,1,0.721467,0.127091,[45 27] ; [27 14],[45.87610619 26.12389381] ; [26.12389381 14.87610619],0
v3,1,0.74183,0.108525,[23 49] ; [14 26],[23.78571429 48.21428571] ; [13.21428571 26.78571429],0
n1,1,0.756014,0.096547,[ 7 10] ; [5 9],[ 6.58064516 10.41935484] ; [5.41935484 8.58064516],0
n4,1,0.798331,0.065284,[55 18] ; [30 11],[54.42982456 18.57017544] ; [30.57017544 10.42982456],0
p10,1,0.820318,0.051591,[47 24] ; [28 13],[47.54464286 23.45535714] ; [27.45535714 13.54464286],0
u2,1,0.827066,0.047727,[13 15] ; [7 7],[13.33333333 14.66666667] ; [6.66666667 7.33333333],0
s1,1,0.837869,0.041869,[ 3 69] ; [ 2 38],[ 3.21428571 68.78571429] ; [ 1.78571429 38.21428571],0
a1,1,0.847525,0.036971,[ 3 70] ; [ 2 39],[ 3.20175439 69.79824561] ; [ 1.79824561 39.20175439],0
r1,1,0.865726,0.028591,[52 20] ; [29 12],[51.61061947 20.38938053] ; [29.38938053 11.61061947],0
p12,1,0.930479,0.007611,[ 2 70] ; [ 1 39],[ 1.92857143 70.07142857] ; [ 1.07142857 38.92857143],0
b4,1,0.96603,0.001814,[46 27] ; [26 15],[46.10526316 26.89473684] ; [25.89473684 15.10526316],0
a5,1,0.96603,0.001814,[46 27] ; [26 15],[46.10526316 26.89473684] ; [25.89473684 15.10526316],0
a7,1,0.96603,0.001814,[46 27] ; [26 15],[46.10526316 26.89473684] ; [25.89473684 15.10526316],0
d2,1,0.994495,4.8e-05,[32 41] ; [18 23],[32.01754386 40.98245614] ; [17.98245614 23.01754386],0
