Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,46.073996,[42 40] ; [266  44],[64.42857143 17.57142857] ; [243.57142857  66.42857143],1
d2,1,0.0,44.187554,[20 62] ; [203 108],[46.52926209 35.47073791] ; [176.47073791 134.52926209],1
d1,1,0.0,34.871436,[33 49] ; [232  79],[55.29262087 26.70737913] ; [209.70737913 101.29262087],1
a4,1,0.0,32.735777,[16 66] ; [171 140],[39.0178117 42.9821883] ; [147.9821883 163.0178117],1
u1,1,1.3e-05,19.062787,[ 4 78] ; [ 86 225],[18.77862595 63.22137405] ; [ 71.22137405 239.77862595],1
d5,1,3.3e-05,17.227231,[58 24] ; [276  34],[69.86734694 12.13265306] ; [264.13265306  45.86734694],1
a6,1,0.000156,14.292936,[40 42] ; [220  90],[54.3877551 27.6122449] ; [205.6122449 104.3877551],1
d4,1,0.000386,12.600421,[60 22] ; [275  35],[70.07653061 11.92346939] ; [264.92346939  45.07653061],1
n4,1,0.000477,12.204167,[56 26] ; [263  46],[66.90025575 15.09974425] ; [252.09974425  56.90025575],1
p9,1,0.001518,10.05616,[65 15] ; [288  22],[72.41025641  7.58974359] ; [280.58974359  29.41025641],0
r1,1,0.005059,7.85821,[61 20] ; [272  38],[68.98465473 12.01534527] ; [264.01534527  45.98465473],0
r2,1,0.005314,7.769406,[75  6] ; [302   5],[78.70360825  2.29639175] ; [298.29639175   8.70360825],0
s5,1,0.007611,7.122769,[23 51] ; [144 154],[33.22043011 40.77956989] ; [133.77956989 164.22043011],0
b3,1,0.007869,7.063039,[14 38] ; [103 115],[22.53333333 29.46666667] ; [ 94.46666667 123.53333333],0
b2,1,0.007869,7.063039,[14 38] ; [103 115],[22.53333333 29.46666667] ; [ 94.46666667 123.53333333],0
r4,1,0.010797,6.498443,[73  9] ; [299  12],[77.61832061  4.38167939] ; [294.38167939  16.61832061],0
p3,1,0.013802,6.063254,[38 44] ; [191 120],[47.78117048 34.21882952] ; [181.21882952 129.78117048],0
n5,1,0.026146,4.946334,[58 24] ; [253  56],[65.22250639 16.77749361] ; [245.77749361  63.22250639],0
p11,1,0.03011,4.702984,[59 23] ; [257  54],[65.93384224 16.06615776] ; [250.06615776  60.93384224],0
d3,1,0.033844,4.502545,[50 32] ; [227  84],[57.79643766 24.20356234] ; [219.20356234  91.79643766],0
v1,1,0.03751,4.327114,[41 38] ; [194 106],[48.98416887 30.01583113] ; [186.01583113 113.98416887],0
n6,1,0.040256,4.207049,[66 16] ; [275  34],[71.5140665 10.4859335] ; [269.4859335  39.5140665],0
p1,1,0.04566,3.994109,[13 69] ; [ 26 283],[ 8.17902813 73.82097187] ; [ 30.82097187 278.17902813],0
p4,1,0.055733,3.660017,[48 34] ; [216  94],[55.2244898 26.7755102] ; [208.7755102 101.2244898],0
p7,1,0.069397,3.297228,[49 31] ; [216  85],[55.64304462 24.35695538] ; [209.35695538  91.64304462],0
