Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,94.566802,[303  14] ; [20 22],[285.21169916  31.78830084] ; [37.78830084  4.21169916],1
p11,1,2e-06,22.382695,[273  45] ; [25 19],[261.77900552  56.22099448] ; [36.22099448  7.77900552],1
v1,1,0.004634,8.017027,[198 110] ; [18 25],[189.53846154 118.46153846] ; [26.46153846 16.53846154],0
p2,1,0.00755,7.137143,[278  39] ; [32 12],[272.21606648  44.78393352] ; [37.78393352  6.21606648],0
n6,1,0.008647,6.894219,[294  21] ; [36  8],[289.55431755  25.44568245] ; [40.44568245  3.55431755],0
p3,1,0.015922,5.811421,[183 133] ; [17 27],[175.55555556 140.44444444] ; [24.44444444 19.55555556],0
p7,1,0.027855,4.836993,[220  88] ; [23 19],[213.84  94.16] ; [29.16 12.84],0
r4,1,0.030344,4.689713,[297  21] ; [37  7],[293.40331492  24.59668508] ; [40.59668508  3.40331492],0
n2,1,0.032072,4.594622,[50  8] ; [10  6],[47.02702703 10.97297297] ; [12.97297297  3.02702703],0
p12,1,0.035176,4.436598,[ 42 275] ; [ 1 43],[ 37.75900277 279.24099723] ; [ 5.24099723 38.75900277],0
b1,1,0.040985,4.176626,[129 189] ; [25 19],[135.28176796 182.71823204] ; [18.71823204 25.28176796],0
a6,1,0.0544,3.700375,[209 107] ; [22 21],[203.33147632 112.66852368] ; [27.66852368 15.33147632],0
a3,1,0.069915,3.285006,[254  63] ; [30 14],[249.38504155  67.61495845] ; [34.61495845  9.38504155],0
s5,1,0.075679,3.155348,[153 151] ; [15 27],[147.60693642 156.39306358] ; [20.39306358 21.60693642],0
p8,1,0.077376,3.119175,[184 131] ; [19 24],[178.61731844 136.38268156] ; [24.38268156 18.61731844],0
u4,1,0.078946,3.086459,[ 11 307] ; [ 4 40],[ 13.17679558 304.82320442] ; [ 1.82320442 42.17679558],0
r3,1,0.079985,3.065209,[306  11] ; [40  4],[303.82825485  13.17174515] ; [42.17174515  1.82825485],0
a5,1,0.085712,2.953119,[247  71] ; [29 15],[242.45303867  75.54696133] ; [33.54696133 10.45303867],0
v3,1,0.118869,2.43216,[148 157] ; [15 27],[143.27089337 161.72910663] ; [19.72910663 22.27089337],0
