Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3e-06,21.631113,[69 20] ; [16 28],[56.87969925 32.12030075] ; [28.12030075 15.87969925],1
d5,1,1.7e-05,18.507705,[77 12] ; [23 21],[66.91729323 22.08270677] ; [33.08270677 10.91729323],1
a6,1,0.000282,13.189641,[58 31] ; [14 30],[48.18045113 40.81954887] ; [23.81954887 20.18045113],1
r4,1,0.000785,11.276196,[65 24] ; [19 25],[56.21052632 32.78947368] ; [27.78947368 16.21052632],1
r3,1,0.002442,9.183657,[71 18] ; [24 20],[63.57142857 25.42857143] ; [31.42857143 12.57142857],0
s6,1,0.004239,8.178368,[50 38] ; [13 30],[42.32061069 45.67938931] ; [20.67938931 22.32061069],0
a2,1,0.004637,8.015888,[25 64] ; [ 3 41],[18.73684211 70.26315789] ; [ 9.26315789 34.73684211],0
r1,1,0.005598,7.675312,[66 23] ; [22 22],[58.88721805 30.11278195] ; [29.11278195 14.88721805],0
u1,1,0.0076,7.125403,[17 72] ; [ 1 43],[12.04511278 76.95488722] ; [ 5.95488722 38.04511278],0
d1,1,0.011798,6.34091,[53 36] ; [16 28],[46.17293233 42.82706767] ; [22.82706767 21.17293233],0
v2,1,0.014802,5.939923,[39 47] ; [10 33],[32.66666667 53.33333333] ; [16.33333333 26.66666667],0
b5,1,0.015675,5.838974,[58 31] ; [19 25],[51.52631579 37.47368421] ; [25.47368421 18.52631579],0
v4,1,0.015831,5.821507,[75 14] ; [29 15],[69.59398496 19.40601504] ; [34.40601504  9.59398496],0
b1,1,0.016152,5.786217,[41 48] ; [30 14],[47.5112782 41.4887218] ; [23.4887218 20.5112782],0
s5,1,0.017556,5.639887,[26 57] ; [ 5 37],[20.584 62.416] ; [10.416 31.584],0
d4,1,0.019596,5.447567,[73 16] ; [28 16],[67.58646617 21.41353383] ; [33.41353383 10.58646617],0
r2,1,0.02177,5.264043,[79  9] ; [32 11],[74.5648855 13.4351145] ; [36.4351145  6.5648855],0
n5,1,0.053854,3.717217,[45 44] ; [30 14],[50.18796992 38.81203008] ; [24.81203008 19.18796992],0
u3,1,0.060719,3.517638,[18 16] ; [ 5 14],[14.75471698 19.24528302] ; [ 8.24528302 10.75471698],0
n3,1,0.065719,3.386845,[23 16] ; [ 8 15],[19.5 19.5] ; [11.5 11.5],0
b2,1,0.069254,3.300608,[14 32] ; [14 13],[17.64383562 28.35616438] ; [10.35616438 16.64383562],0
b3,1,0.069254,3.300608,[14 32] ; [14 13],[17.64383562 28.35616438] ; [10.35616438 16.64383562],0
b4,1,0.073728,3.198009,[55 34] ; [20 24],[50.18796992 38.81203008] ; [24.81203008 19.18796992],0
p10,1,0.093342,2.815774,[40 46] ; [13 29],[35.609375 50.390625] ; [17.390625 24.609375],0
p2,1,0.096828,2.757023,[48 41] ; [17 27],[43.4962406 45.5037594] ; [21.5037594 22.4962406],0
u2,1,0.116674,2.461413,[16 17] ; [ 5 14],[13.32692308 19.67307692] ; [ 7.67307692 11.32692308],0
a5,1,0.122877,2.380256,[55 34] ; [21 23],[50.85714286 38.14285714] ; [25.14285714 18.85714286],0
p6,1,0.146965,2.103473,[14 73] ; [ 3 40],[11.37692308 75.62307692] ; [ 5.62307692 37.37692308],0
n4,1,0.146976,2.103364,[49 40] ; [30 14],[52.86466165 36.13533835] ; [26.13533835 17.86466165],0
s1,1,0.198959,1.65,[ 6 82] ; [ 6 38],[ 8. 80.] ; [ 4. 40.],0
v3,1,0.201426,1.632001,[29 57] ; [ 9 31],[25.93650794 60.06349206] ; [12.06349206 27.93650794],0
p5,1,0.201854,1.62891,[ 7 82] ; [ 1 43],[ 5.35338346 83.64661654] ; [ 2.64661654 41.35338346],0
p12,1,0.20249,1.624322,[ 1 88] ; [ 2 41],[ 2.02272727 86.97727273] ; [ 0.97727273 42.02272727],0
a4,1,0.203423,1.617627,[41 47] ; [15 28],[37.61832061 50.38167939] ; [18.38167939 24.61832061],0
s7,1,0.246375,1.34374,[35 47] ; [12 26],[32.11666667 49.88333333] ; [14.88333333 23.11666667],0
d2,1,0.289816,1.120475,[46 43] ; [18 25],[43.15151515 45.84848485] ; [20.84848485 22.15151515],0
v1,1,0.303827,1.057322,[34 54] ; [13 31],[31.33333333 56.66666667] ; [15.66666667 28.33333333],0
p9,1,0.31294,1.018228,[47 39] ; [18 22],[44.36507937 41.63492063] ; [20.63492063 19.36507937],0
a1,1,0.362529,0.829113,[ 6 83] ; [ 5 39],[ 7.36090226 81.63909774] ; [ 3.63909774 40.36090226],0
s3,1,0.370383,0.80238,[40 48] ; [16 27],[37.61832061 50.38167939] ; [18.38167939 24.61832061],0
n6,1,0.432566,0.615924,[54 35] ; [23 20],[51.91666667 37.08333333] ; [25.08333333 17.91666667],0
s4,1,0.439077,0.598694,[19 69] ; [ 7 37],[17.33333333 70.66666667] ; [ 8.66666667 35.33333333],0
s2,1,0.452612,0.564103,[38 50] ; [16 28],[36. 52.] ; [18. 26.],0
p1,1,0.463789,0.536735,[12 77] ; [ 4 40],[10.70676692 78.29323308] ; [ 5.29323308 38.70676692],0
a3,1,0.477981,0.503467,[55 32] ; [25 19],[53.12977099 33.87022901] ; [26.87022901 17.12977099],0
n2,1,0.526293,0.401544,[24 16] ; [13 12],[22.76923077 17.23076923] ; [14.23076923 10.76923077],0
s8,1,0.592177,0.286957,[28 60] ; [12 32],[26.66666667 61.33333333] ; [13.33333333 30.66666667],0
p4,1,0.605394,0.266936,[32 56] ; [14 30],[30.66666667 57.33333333] ; [15.33333333 28.66666667],0
u4,1,0.608406,0.262502,[ 1 88] ; [ 1 43],[ 1.33834586 87.66165414] ; [ 0.66165414 43.33834586],0
p8,1,0.624723,0.239285,[17 72] ; [10 34],[18.06766917 70.93233083] ; [ 8.93233083 35.06766917],0
a8,1,0.664174,0.188493,[ 4 75] ; [ 3 40],[ 4.53278689 74.46721311] ; [ 2.46721311 40.53278689],0
p3,1,0.669815,0.181818,[23 65] ; [10 34],[22. 66.] ; [11. 33.],0
n1,1,0.814152,0.055259,[16 23] ; [11 14],[16.453125 22.546875] ; [10.546875 14.453125],0
