Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,29.749438,[70 54] ; [ 9 53],[52.66666667 71.33333333] ; [26.33333333 35.66666667],1
u2,1,0.735027,0.114545,[16 14] ; [19 14],[16.66666667 13.33333333] ; [18.33333333 14.66666667],0
r3,1,0.846894,0.037281,[116   7] ; [57  3],[116.27868852   6.72131148] ; [56.72131148  3.27868852],0
p6,1,0.850901,0.035332,[41 81] ; [19 40],[40.44198895 81.55801105] ; [19.55801105 39.44198895],0
s4,1,0.85549,0.033167,[31 91] ; [16 44],[31.50549451 90.49450549] ; [15.49450549 44.50549451],0
s1,1,0.895169,0.017363,[  9 114] ; [ 4 55],[  8.78571429 114.21428571] ; [ 4.21428571 54.78571429],0
b4,1,0.91544,0.011274,[75 49] ; [38 24],[75.33333333 48.66666667] ; [37.66666667 24.33333333],0
b5,1,0.916166,0.011081,[73 51] ; [36 26],[72.66666667 51.33333333] ; [36.33333333 25.66666667],0
a8,1,0.931608,0.007365,[16 98] ; [ 8 51],[15.8150289 98.1849711] ; [ 8.1849711 50.8150289],0
u3,1,0.941948,0.005303,[17 13] ; [19 14],[17.14285714 12.85714286] ; [18.85714286 14.14285714],0
p5,1,0.962471,0.002214,[ 10 113] ; [ 5 55],[ 10.08196721 112.91803279] ; [ 4.91803279 55.08196721],0
n1,1,1.0,0.0,[ 7 21] ; [ 4 12],[ 7. 21.] ; [ 4. 12.],0
