Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,29.749438,[70 54] ; [ 9 53],[52.66666667 71.33333333] ; [26.33333333 35.66666667],1
d1,1,1e-06,24.877743,[82 42] ; [17 45],[66. 58.] ; [33. 29.],1
d2,1,1.8e-05,18.41671,[66 56] ; [13 49],[52.38043478 69.61956522] ; [26.61956522 35.38043478],1
a3,1,5.7e-05,16.187794,[93 31] ; [28 34],[80.66666667 43.33333333] ; [40.33333333 21.66666667],1
u1,1,0.000355,12.757305,[30 94] ; [ 2 60],[ 21.33333333 102.66666667] ; [10.66666667 51.33333333],1
v3,1,0.00255,9.104415,[50 71] ; [11 48],[41.00555556 79.99444444] ; [19.99444444 39.00555556],0
d5,1,0.003236,8.66917,[101  22] ; [38 23],[92.91847826 30.08152174] ; [46.08152174 14.91847826],0
a6,1,0.004255,8.171733,[86 37] ; [30 32],[77.12432432 45.87567568] ; [38.87567568 23.12432432],0
v2,1,0.006245,7.478114,[68 50] ; [22 39],[59.32960894 58.67039106] ; [30.67039106 30.32960894],0
n3,1,0.006816,7.320858,[24  5] ; [7 9],[19.97777778  9.02222222] ; [11.02222222  4.97777778],0
d4,1,0.007128,7.240434,[110  13] ; [46 16],[103.71891892  19.28108108] ; [52.28108108  9.71891892],0
n4,1,0.007881,7.060419,[97 27] ; [37 25],[89.33333333 34.66666667] ; [44.66666667 17.33333333],0
r1,1,0.015109,5.903717,[101  22] ; [41 21],[94.41081081 28.58918919] ; [47.58918919 14.41081081],0
p7,1,0.023602,5.123652,[67 54] ; [41 15],[73.83050847 47.16949153] ; [34.16949153 21.83050847],0
r4,1,0.027261,4.874214,[111  13] ; [48 14],[106.  18.] ; [53.  9.],0
a7,1,0.027278,4.873143,[103  21] ; [42 19],[97.18918919 26.81081081] ; [47.81081081 13.18918919],0
p4,1,0.031774,4.610669,[75 48] ; [27 34],[68.18478261 54.81521739] ; [33.81521739 27.18478261],0
p3,1,0.043861,4.061916,[57 65] ; [19 42],[50.66666667 71.33333333] ; [25.33333333 35.66666667],0
s7,1,0.05653,3.636364,[60 60] ; [21 39],[54. 66.] ; [27. 33.],0
d3,1,0.103001,2.658457,[91 32] ; [38 23],[86.23369565 36.76630435] ; [42.76630435 18.23369565],0
r2,1,0.107249,2.594304,[117   6] ; [55  7],[114.35675676   8.64324324] ; [57.64324324  4.35675676],0
s6,1,0.127237,2.325898,[97 24] ; [42 18],[92.92265193 28.07734807] ; [46.07734807 13.92265193],0
p12,1,0.158069,1.992605,[ 11 112] ; [ 2 59],[  8.69021739 114.30978261] ; [ 4.30978261 56.69021739],0
p2,1,0.260669,1.265199,[101  22] ; [45 15],[98.13114754 24.86885246] ; [47.86885246 12.13114754],0
p9,1,0.284256,1.146629,[100  21] ; [44 14],[97.34078212 23.65921788] ; [46.65921788 11.34078212],0
s3,1,0.311733,1.023318,[96 25] ; [53  9],[98.51912568 22.48087432] ; [50.48087432 11.51912568],0
p10,1,0.362963,0.827615,[99 24] ; [44 15],[96.64285714 26.35714286] ; [46.35714286 12.64285714],0
s5,1,0.367346,0.812622,[52 66] ; [23 39],[49.16666667 68.83333333] ; [25.83333333 36.16666667],0
v1,1,0.394449,0.725182,[59 63] ; [25 35],[56.30769231 65.69230769] ; [27.69230769 32.30769231],0
v4,1,0.422266,0.644,[115   8] ; [55  6],[113.64130435   9.35869565] ; [56.35869565  4.64130435],0
b2,1,0.430005,0.622811,[19 42] ; [ 8 26],[17.33684211 43.66315789] ; [ 9.66315789 24.33684211],0
b3,1,0.430005,0.622811,[19 42] ; [ 8 26],[17.33684211 43.66315789] ; [ 9.66315789 24.33684211],0
p1,1,0.446968,0.578329,[ 10 114] ; [ 3 57],[  8.76086957 115.23913043] ; [ 4.23913043 55.76086957],0
n2,1,0.460107,0.545635,[22  6] ; [14  2],[22.90909091  5.09090909] ; [13.09090909  2.90909091],0
b1,1,0.52304,0.407895,[46 78] ; [26 36],[48. 76.] ; [24. 38.],0
a1,1,0.526644,0.400862,[  9 115] ; [ 3 59],[  8. 116.] ; [ 4. 58.],0
n6,1,0.567816,0.32635,[98 24] ; [46 14],[96.52747253 25.47252747] ; [47.47252747 12.52747253],0
p8,1,0.575487,0.313587,[55 67] ; [24 35],[53.24861878 68.75138122] ; [25.75138122 33.24861878],0
n5,1,0.65004,0.205849,[86 36] ; [41 20],[84.66666667 37.33333333] ; [42.33333333 18.66666667],0
p11,1,0.727339,0.121569,[91 33] ; [44 18],[90. 34.] ; [45. 17.],0
