Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,84.090308,[95 17] ; [ 43 111],[58.10526316 53.89473684] ; [79.89473684 74.10526316],1
s7,1,0.0,64.64083,[75 36] ; [ 27 121],[43.71428571 67.28571429] ; [58.28571429 89.71428571],1
s6,1,0.0,40.618508,[88 24] ; [60 93],[62.5509434 49.4490566] ; [85.4490566 67.5509434],1
s8,1,0.0,35.507562,[63 51] ; [ 31 123],[39.98507463 74.01492537] ; [54.01492537 99.98507463],1
s5,1,8e-06,20.024003,[44 67] ; [ 23 128],[28.38549618 82.61450382] ; [ 38.61450382 112.38549618],1
p10,1,0.000262,13.323202,[95 18] ; [97 55],[81.87169811 31.12830189] ; [110.12830189  41.87169811],1
v2,1,0.000583,11.828501,[64 43] ; [55 90],[50.52777778 56.47222222] ; [68.47222222 76.52777778],1
r3,1,0.000753,11.35477,[107   6] ; [123  30],[97.70676692 15.29323308] ; [132.29323308  20.70676692],1
s1,1,0.001913,9.631366,[  9 103] ; [  1 151],[  4.24242424 107.75757576] ; [  5.75757576 146.24242424],0
r4,1,0.004403,8.109758,[100  14] ; [114  41],[90.69144981 23.30855019] ; [123.30855019  31.69144981],0
v1,1,0.006162,7.502411,[60 50] ; [57 95],[49.1221374 60.8778626] ; [67.8778626 84.1221374],0
s4,1,0.007741,7.09251,[23 89] ; [ 14 140],[15.57894737 96.42105263] ; [ 21.42105263 132.57894737],0
p6,1,0.00869,6.885381,[28 84] ; [ 19 133],[19.93939394 92.06060606] ; [ 27.06060606 124.93939394],0
v3,1,0.009783,6.674047,[49 62] ; [ 44 109],[39.10227273 71.89772727] ; [53.89772727 99.10227273],0
u3,1,0.010688,6.516446,[20 11] ; [21 37],[14.28089888 16.71910112] ; [26.71910112 31.28089888],0
p11,1,0.016253,5.775306,[89 25] ; [100  55],[80.09665428 33.90334572] ; [108.90334572  46.09665428],0
r1,1,0.020519,5.367181,[90 24] ; [101  52],[81.5505618 32.4494382] ; [109.4494382  43.5505618],0
p7,1,0.023722,5.114829,[59 47] ; [62 88],[50.1015625 55.8984375] ; [70.8984375 79.1015625],0
v4,1,0.023969,5.096894,[107   7] ; [131  23],[101.23880597  12.76119403] ; [136.76119403  17.23880597],0
r2,1,0.025518,4.988414,[108   5] ; [135  19],[102.84269663  10.15730337] ; [140.15730337  13.84269663],0
d4,1,0.025954,4.95905,[90 23] ; [103  50],[81.9887218 31.0112782] ; [111.0112782  41.9887218],0
p2,1,0.026512,4.922332,[85 29] ; [95 59],[76.56716418 37.43283582] ; [103.43283582  50.56716418],0
n6,1,0.03305,4.54319,[99 14] ; [120  35],[92.33955224 20.66044776] ; [126.66044776  28.33955224],0
p9,1,0.053151,3.739179,[91 20] ; [106  42],[84.42857143 26.57142857] ; [112.57142857  35.42857143],0
a6,1,0.068884,3.309426,[66 46] ; [108  47],[72.98876404 39.01123596] ; [101.01123596  53.98876404],0
