Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,2.8e-05,17.52924,[ 8 30] ; [33 17],[17.70454545 20.29545455] ; [23.29545455 26.70454545],1
n1,1,0.141391,2.162759,[ 8 12] ; [ 6 23],[ 5.71428571 14.28571429] ; [ 8.28571429 20.71428571],0
u1,1,0.181378,1.786294,[ 3 35] ; [ 1 50],[ 1.70786517 36.29213483] ; [ 2.29213483 48.70786517],0
a7,1,0.21726,1.52238,[17 21] ; [29 21],[19.86363636 18.13636364] ; [26.13636364 23.86363636],0
a6,1,0.232335,1.426509,[16 22] ; [28 23],[18.78651685 19.21348315] ; [25.21348315 25.78651685],0
s1,1,0.235229,1.408963,[ 5 33] ; [ 3 48],[ 3.41573034 34.58426966] ; [ 4.58426966 46.41573034],0
a1,1,0.239063,1.386108,[ 7 31] ; [ 5 46],[ 5.12359551 32.87640449] ; [ 6.87640449 44.12359551],0
a8,1,0.261747,1.259491,[ 4 34] ; [ 2 45],[ 2.68235294 35.31764706] ; [ 3.31764706 43.68235294],0
s3,1,0.270507,1.214172,[11 26] ; [21 30],[13.45454545 23.54545455] ; [18.54545455 32.45454545],0
p11,1,0.30059,1.071575,[13 25] ; [23 28],[15.37078652 22.62921348] ; [20.62921348 30.37078652],0
v3,1,0.320997,0.984882,[ 7 31] ; [14 37],[ 8.96629213 29.03370787] ; [12.03370787 38.96629213],0
d4,1,0.353059,0.862432,[23 15] ; [35 15],[25.04545455 12.95454545] ; [32.95454545 17.04545455],0
b2,1,0.41895,0.653258,[12 14] ; [ 8 15],[10.6122449 15.3877551] ; [ 9.3877551 13.6122449],0
b3,1,0.41895,0.653258,[12 14] ; [ 8 15],[10.6122449 15.3877551] ; [ 9.3877551 13.6122449],0
v1,1,0.489894,0.476758,[10 27] ; [16 31],[11.45238095 25.54761905] ; [14.54761905 32.45238095],0
n4,1,0.503491,0.447571,[25 13] ; [30 21],[23.48314607 14.51685393] ; [31.51685393 19.48314607],0
d1,1,0.503491,0.447571,[13 25] ; [21 30],[14.51685393 23.48314607] ; [19.48314607 31.51685393],0
p6,1,0.534926,0.385026,[ 3 34] ; [ 6 43],[ 3.87209302 33.12790698] ; [ 5.12790698 43.87209302],0
s5,1,0.600754,0.27386,[ 4 34] ; [ 7 42],[ 4.8045977 33.1954023] ; [ 6.1954023 42.8045977],0
b1,1,0.602975,0.270532,[20 18] ; [24 27],[18.78651685 19.21348315] ; [25.21348315 25.78651685],0
r1,1,0.603828,0.269262,[10 28] ; [16 35],[11.1011236 26.8988764] ; [14.8988764 36.1011236],0
d2,1,0.611747,0.257638,[15 22] ; [23 27],[16.16091954 20.83908046] ; [21.83908046 28.16091954],0
a5,1,0.691426,0.157546,[18 20] ; [22 29],[17.07865169 20.92134831] ; [22.92134831 28.07865169],0
s2,1,0.781858,0.076672,[ 8 30] ; [12 39],[ 8.53932584 29.46067416] ; [11.46067416 39.53932584],0
s4,1,0.816882,0.053619,[ 6 32] ; [ 9 42],[ 6.40449438 31.59550562] ; [ 8.59550562 42.40449438],0
n5,1,0.819679,0.051965,[24 14] ; [31 20],[23.48314607 14.51685393] ; [31.51685393 19.48314607],0
s7,1,0.829835,0.046188,[ 9 27] ; [13 35],[ 9.42857143 26.57142857] ; [12.57142857 35.42857143],0
b4,1,0.831256,0.045408,[23 15] ; [32 19],[23.48314607 14.51685393] ; [31.51685393 19.48314607],0
a2,1,0.843411,0.039019,[ 5 33] ; [ 6 45],[ 4.69662921 33.30337079] ; [ 6.30337079 44.69662921],0
p3,1,0.879731,0.022895,[ 5 33] ; [ 7 42],[ 5.24137931 32.75862069] ; [ 6.75862069 42.24137931],0
a3,1,0.959459,0.002584,[22 15] ; [30 20],[22.11494253 14.88505747] ; [29.88505747 20.11494253],0
a4,1,0.974255,0.001041,[11 26] ; [15 36],[10.93181818 26.06818182] ; [15.06818182 35.93181818],0
