Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,2.8e-05,17.52924,[ 8 30] ; [33 17],[17.70454545 20.29545455] ; [23.29545455 26.70454545],1
d3,1,0.008194,6.99052,[12 26] ; [30 20],[18.13636364 19.86363636] ; [23.86363636 26.13636364],0
s6,1,0.009968,6.640656,[ 6 32] ; [21 30],[11.52808989 26.47191011] ; [15.47191011 35.52808989],0
v2,1,0.011632,6.366044,[ 7 30] ; [22 27],[12.47674419 24.52325581] ; [16.52325581 32.47674419],0
u2,1,0.012611,6.222857,[ 3 13] ; [12  8],[6.66666667 9.33333333] ; [ 8.33333333 11.66666667],0
p9,1,0.018437,5.554097,[12 24] ; [29 20],[17.36470588 18.63529412] ; [23.63529412 25.36470588],0
r2,1,0.023653,5.119869,[17 19] ; [35 14],[22.02352941 13.97647059] ; [29.97647059 19.02352941],0
u3,1,0.025304,5.002988,[ 1 15] ; [ 8 13],[ 3.89189189 12.10810811] ; [ 5.10810811 15.89189189],0
n6,1,0.028204,4.815538,[13 24] ; [30 21],[18.07954545 18.92045455] ; [24.92045455 26.07954545],0
p10,1,0.029211,4.755133,[12 25] ; [28 22],[17.01149425 19.98850575] ; [22.98850575 27.01149425],0
b5,1,0.029607,4.731972,[15 23] ; [32 19],[20.06741573 17.93258427] ; [26.93258427 24.06741573],0
p7,1,0.04858,3.889803,[ 5 33] ; [15 33],[ 8.8372093 29.1627907] ; [11.1627907 36.8372093],0
p1,1,0.063922,3.432588,[ 7 31] ; [ 3 48],[ 4.26966292 33.73033708] ; [ 5.73033708 45.26966292],0
s8,1,0.079115,3.082985,[ 2 36] ; [ 9 42],[ 4.69662921 33.30337079] ; [ 6.30337079 44.69662921],0
n3,1,0.087099,2.927193,[ 7 12] ; [18 11],[9.89583333 9.10416667] ; [15.10416667 13.89583333],0
p8,1,0.088352,2.904146,[ 3 34] ; [11 40],[ 5.88636364 31.11363636] ; [ 8.11363636 42.88636364],0
d5,1,0.101921,2.675229,[18 20] ; [33 18],[21.7752809 16.2247191] ; [29.2247191 21.7752809],0
r3,1,0.107325,2.593173,[15 22] ; [29 21],[18.71264368 18.28735632] ; [25.28735632 24.71264368],0
n2,1,0.128159,2.314658,[ 8 12] ; [18 11],[10.6122449  9.3877551] ; [15.3877551 13.6122449],0
