Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0013,10.342717,[33 20] ; [ 1 10],[28.15625 24.84375] ; [5.84375 5.15625],0
a6,1,0.001404,10.200931,[37 16] ; [2 9],[32.296875 20.703125] ; [6.703125 4.296875],0
d3,1,0.002237,9.34438,[36 17] ; [2 9],[31.46875 21.53125] ; [6.53125 4.46875],0
d2,1,0.008002,7.033047,[37 16] ; [3 8],[33.125 19.875] ; [6.875 4.125],0
a3,1,0.01088,6.484828,[40 13] ; [4 7],[36.4375 16.5625] ; [7.5625 3.4375],0
a5,1,0.01289,6.184105,[43 10] ; [5 6],[39.75 13.25] ; [8.25 2.75],0
s1,1,0.019977,5.413866,[ 1 52] ; [2 9],[ 2.484375 50.515625] ; [ 0.515625 10.484375],0
r1,1,0.022752,5.187337,[45  8] ; [6 5],[42.234375 10.765625] ; [8.765625 2.234375],0
d4,1,0.022752,5.187337,[45  8] ; [6 5],[42.234375 10.765625] ; [8.765625 2.234375],0
p1,1,0.025229,5.008103,[ 3 50] ; [3 8],[ 4.96875 48.03125] ; [1.03125 9.96875],0
a7,1,0.033262,4.532222,[33 20] ; [3 8],[29.8125 23.1875] ; [6.1875 4.8125],0
s6,1,0.040656,4.190302,[46  6] ; [7 4],[43.74603175  8.25396825] ; [9.25396825 1.74603175],0
v4,1,0.072414,3.227444,[51  2] ; [9 2],[49.6875  3.3125] ; [10.3125  0.6875],0
s3,1,0.121676,2.39561,[37 16] ; [5 6],[34.78125 18.21875] ; [7.21875 3.78125],0
s2,1,0.121676,2.39561,[37 16] ; [5 6],[34.78125 18.21875] ; [7.21875 3.78125],0
s7,1,0.13255,2.262385,[40  9] ; [6 4],[38.20338983 10.79661017] ; [7.79661017 2.20338983],0
r4,1,0.159069,1.983057,[50  3] ; [9 2],[48.859375  4.140625] ; [10.140625  0.859375],0
p8,1,0.201482,1.6316,[10 43] ; [4 7],[11.59375 41.40625] ; [2.40625 8.59375],0
v2,1,0.243977,1.357466,[30 20] ; [4 6],[28.33333333 21.66666667] ; [5.66666667 4.33333333],0
b2,1,0.278599,1.173913,[14 32] ; [4 4],[15.33333333 30.66666667] ; [2.66666667 5.33333333],0
b3,1,0.278599,1.173913,[14 32] ; [4 4],[15.33333333 30.66666667] ; [2.66666667 5.33333333],0
p12,1,0.41145,0.674607,[ 5 47] ; [2 9],[ 5.77777778 46.22222222] ; [1.22222222 9.77777778],0
p11,1,0.420239,0.649647,[37 16] ; [9 2],[38.09375 14.90625] ; [7.90625 3.09375],0
a8,1,0.440817,0.594156,[ 5 45] ; [2 9],[ 5.73770492 44.26229508] ; [1.26229508 9.73770492],0
p3,1,0.44134,0.592796,[21 32] ; [3 8],[19.875 33.125] ; [4.125 6.875],0
r3,1,0.447696,0.576479,[51  2] ; [10  1],[50.515625  2.484375] ; [10.484375  0.515625],0
b5,1,0.469745,0.522576,[35 18] ; [6 5],[33.953125 19.046875] ; [7.046875 3.953125],0
p7,1,0.526934,0.4003,[18 33] ; [5 6],[18.91935484 32.08064516] ; [4.08064516 6.91935484],0
b4,1,0.549282,0.358605,[34 19] ; [6 5],[33.125 19.875] ; [6.875 4.125],0
s5,1,0.558185,0.342857,[20 30] ; [5 5],[20.83333333 29.16666667] ; [4.16666667 5.83333333],0
b1,1,0.587363,0.294481,[29 24] ; [7 4],[29.8125 23.1875] ; [6.1875 4.8125],0
p10,1,0.657415,0.196678,[41 11] ; [8 3],[40.44444444 11.55555556] ; [8.55555556 2.44444444],0
p6,1,0.687622,0.161672,[16 37] ; [4 7],[16.5625 36.4375] ; [3.4375 7.5625],0
n5,1,0.741422,0.108881,[41 12] ; [8 3],[40.578125 12.421875] ; [8.421875 2.578125],0
u3,1,0.786648,0.07326,[10  3] ; [5 2],[9.75 3.25] ; [5.25 1.75],0
u2,1,0.786648,0.07326,[10  3] ; [5 2],[9.75 3.25] ; [5.25 1.75],0
n6,1,0.797454,0.065866,[45  8] ; [9 2],[44.71875  8.28125] ; [9.28125 1.71875],0
p4,1,0.809476,0.05813,[22 31] ; [5 6],[22.359375 30.640625] ; [4.640625 6.359375],0
s4,1,0.848297,0.036592,[13 40] ; [3 8],[13.25 39.75] ; [2.75 8.25],0
v3,1,0.861145,0.030596,[20 27] ; [5 6],[20.25862069 26.74137931] ; [4.74137931 6.25862069],0
p9,1,0.944686,0.004814,[43  9] ; [9 2],[42.92063492  9.07936508] ; [9.07936508 1.92063492],0
v1,1,0.97378,0.00108,[27 23] ; [6 5],[27.04918033 22.95081967] ; [5.95081967 5.04918033],0
p5,1,1.0,0.0,[ 5 45] ; [1 9],[ 5. 45.] ; [1. 9.],0
