Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000113,14.908304,[22  5] ; [19 34],[13.8375 13.1625] ; [27.1625 25.8375],1
s6,1,0.000269,13.276665,[14 14] ; [ 7 47],[ 7.17073171 20.82926829] ; [13.82926829 40.17073171],1
d1,1,0.000625,11.69892,[21  7] ; [19 35],[13.65853659 14.34146341] ; [26.34146341 27.65853659],1
d5,1,0.002056,9.498958,[25  3] ; [30 24],[18.7804878  9.2195122] ; [36.2195122 17.7804878],0
v3,1,0.006318,7.457199,[11 17] ; [ 7 47],[ 6.14634146 21.85365854] ; [11.85365854 42.14634146],0
p11,1,0.010835,6.492119,[17 11] ; [17 37],[11.6097561 16.3902439] ; [22.3902439 31.6097561],0
s2,1,0.023342,5.142857,[10 17] ; [ 8 46],[ 6. 21.] ; [12. 42.],0
d4,1,0.027029,4.888929,[23  4] ; [33 21],[18.66666667  8.33333333] ; [37.33333333 16.66666667],0
b5,1,0.028983,4.768606,[18 10] ; [21 33],[13.31707317 14.68292683] ; [25.68292683 28.31707317],0
d3,1,0.030102,4.703434,[20  8] ; [25 29],[15.36585366 12.63414634] ; [29.63414634 24.36585366],0
d2,1,0.032361,4.579252,[17 10] ; [20 33],[12.4875 14.5125] ; [24.5125 28.4875],0
n1,1,0.032654,4.563831,[ 1 12] ; [11 16],[3.9 9.1] ; [ 8.1 18.9],0
n5,1,0.03399,4.495183,[13 15] ; [38 16],[17.41463415 10.58536585] ; [33.58536585 20.41463415],0
p6,1,0.076241,3.143269,[ 4 23] ; [ 2 51],[ 2.025 24.975] ; [ 3.975 49.025],0
a3,1,0.105199,2.624908,[20  8] ; [28 25],[16.59259259 11.40740741] ; [31.40740741 21.59259259],0
a7,1,0.116074,2.469512,[17 10] ; [24 30],[13.66666667 13.33333333] ; [27.33333333 26.66666667],0
n3,1,0.134909,2.235088,[8 4] ; [11 16],[5.84615385 6.15384615] ; [13.15384615 13.84615385],0
u2,1,0.143886,2.135897,[4 4] ; [ 6 20],[2.35294118 5.64705882] ; [ 7.64705882 18.35294118],0
n6,1,0.191717,1.704374,[20  8] ; [30 23],[17.28395062 10.71604938] ; [32.71604938 20.28395062],0
v1,1,0.200211,1.640833,[10 16] ; [13 40],[ 7.56962025 18.43037975] ; [15.43037975 37.56962025],0
a2,1,0.210033,1.571202,[ 6 22] ; [ 6 48],[ 4.09756098 23.90243902] ; [ 7.90243902 46.09756098],0
v4,1,0.217666,1.519691,[18 10] ; [27 27],[15.36585366 12.63414634] ; [29.63414634 24.36585366],0
u3,1,0.222434,1.488598,[4 4] ; [ 7 19],[2.58823529 5.41176471] ; [ 8.41176471 17.58823529],0
s3,1,0.242444,1.366324,[10 17] ; [13 40],[ 7.7625 19.2375] ; [15.2375 37.7625],0
b2,1,0.252943,1.306976,[ 5 11] ; [16 17],[6.85714286 9.14285714] ; [14.14285714 18.85714286],0
b3,1,0.252943,1.306976,[ 5 11] ; [16 17],[6.85714286 9.14285714] ; [14.14285714 18.85714286],0
p10,1,0.265112,1.241865,[ 9 18] ; [25 29],[11.33333333 15.66666667] ; [22.66666667 31.33333333],0
a4,1,0.272283,1.20521,[13 15] ; [18 35],[10.71604938 17.28395062] ; [20.28395062 32.71604938],0
b4,1,0.277969,1.176991,[20  8] ; [32 22],[17.75609756 10.24390244] ; [34.24390244 19.75609756],0
a5,1,0.281987,1.15749,[18 10] ; [28 26],[15.70731707 12.29268293] ; [30.29268293 23.70731707],0
p4,1,0.296988,1.087669,[ 8 20] ; [10 44],[ 6.14634146 21.85365854] ; [11.85365854 42.14634146],0
s5,1,0.337736,0.919006,[ 6 22] ; [ 7 46],[ 4.49382716 23.50617284] ; [ 8.50617284 44.49382716],0
b1,1,0.351586,0.867725,[12 16] ; [29 25],[14. 14.] ; [27. 27.],0
n4,1,0.410869,0.676283,[15 13] ; [34 20],[16.73170732 11.26829268] ; [32.26829268 21.73170732],0
p2,1,0.432587,0.615867,[15 13] ; [24 30],[13.31707317 14.68292683] ; [25.68292683 28.31707317],0
s8,1,0.552113,0.353546,[ 5 23] ; [ 7 47],[ 4.09756098 23.90243902] ; [ 7.90243902 46.09756098],0
n2,1,0.577046,0.311034,[7 6] ; [12 15],[6.175 6.825] ; [12.825 14.175],0
p1,1,0.6054,0.266928,[ 3 25] ; [ 8 46],[ 3.75609756 24.24390244] ; [ 7.24390244 46.75609756],0
s4,1,0.6054,0.266928,[ 3 25] ; [ 8 46],[ 3.75609756 24.24390244] ; [ 7.24390244 46.75609756],0
a1,1,0.6054,0.266928,[ 3 25] ; [ 8 46],[ 3.75609756 24.24390244] ; [ 7.24390244 46.75609756],0
p8,1,0.646462,0.21039,[ 3 24] ; [ 8 46],[ 3.66666667 23.33333333] ; [ 7.33333333 46.66666667],0
r1,1,0.680369,0.169711,[ 9 19] ; [15 39],[ 8.19512195 19.80487805] ; [15.80487805 38.19512195],0
a8,1,0.743233,0.107305,[ 1 24] ; [ 3 49],[ 1.2987013 23.7012987] ; [ 2.7012987 49.2987013],0
p9,1,0.748694,0.102632,[12 14] ; [26 26],[12.66666667 13.33333333] ; [25.33333333 26.66666667],0
a6,1,0.750137,0.101416,[14 14] ; [25 29],[13.31707317 14.68292683] ; [25.68292683 28.31707317],0
r2,1,0.76635,0.0883,[16 11] ; [29 23],[15.37974684 11.62025316] ; [29.62025316 22.37974684],0
s7,1,0.959893,0.002529,[ 7 18] ; [14 37],[ 6.90789474 18.09210526] ; [14.09210526 36.90789474],0
u1,1,0.965205,0.001903,[ 2 26] ; [ 4 50],[ 2.04878049 25.95121951] ; [ 3.95121951 50.04878049],0
s1,1,0.965205,0.001903,[ 2 26] ; [ 4 50],[ 2.04878049 25.95121951] ; [ 3.95121951 50.04878049],0
p3,1,1.0,0.0,[ 5 22] ; [10 44],[ 5. 22.] ; [10. 44.],0
