Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.006259,7.474169,[43 11] ; [10 11],[38.16 15.84] ; [14.84  6.16],0
b4,1,0.016492,5.749597,[38 16] ; [ 9 13],[33.39473684 20.60526316] ; [13.60526316  8.39473684],0
p2,1,0.024168,5.08255,[45  9] ; [13  9],[41.21052632 12.78947368] ; [16.78947368  5.21052632],0
p10,1,0.026568,4.91867,[43 11] ; [12 10],[39.07894737 14.92105263] ; [15.92105263  6.07894737],0
p6,1,0.02778,4.841639,[29 25] ; [ 5 15],[24.81081081 29.18918919] ; [ 9.18918919 10.81081081],0
s2,1,0.036035,4.395462,[29 25] ; [ 6 16],[24.86842105 29.13157895] ; [10.13157895 11.86842105],0
n6,1,0.036637,4.367228,[46  8] ; [14  8],[42.63157895 11.36842105] ; [17.36842105  4.63157895],0
d3,1,0.043739,4.066617,[23 31] ; [ 4 18],[19.18421053 34.81578947] ; [ 7.81578947 14.18421053],0
p5,1,0.046403,3.96692,[13 41] ; [ 1 21],[ 9.94736842 44.05263158] ; [ 4.05263158 17.94736842],0
a7,1,0.060496,3.523728,[37 17] ; [10 12],[33.39473684 20.60526316] ; [13.60526316  8.39473684],0
b1,1,0.069839,3.286794,[22 32] ; [14  8],[25.57894737 28.42105263] ; [10.42105263 11.57894737],0
p9,1,0.113655,2.502648,[45  9] ; [14  7],[42.48 11.52] ; [16.52  4.48],0
a5,1,0.129059,2.303792,[37 17] ; [11 11],[34.10526316 19.89473684] ; [13.89473684  8.10526316],0
p1,1,0.136656,2.215216,[13 41] ; [ 2 20],[10.65789474 43.34210526] ; [ 4.34210526 17.65789474],0
p11,1,0.141729,2.159091,[45  9] ; [15  7],[42.63157895 11.36842105] ; [17.36842105  4.63157895],0
a6,1,0.18723,1.73928,[38 16] ; [12 10],[35.52631579 18.47368421] ; [14.47368421  7.52631579],0
u2,1,0.194924,1.68,[16  9] ; [4 6],[14.28571429 10.71428571] ; [5.71428571 4.28571429],0
s8,1,0.207712,1.587302,[24 30] ; [ 6 15],[21.6 32.4] ; [ 8.4 12.6],0
s7,1,0.223033,1.484748,[28 24] ; [ 8 13],[25.64383562 26.35616438] ; [10.35616438 10.64383562],0
n5,1,0.264035,1.247475,[39 15] ; [13  9],[36.94736842 17.05263158] ; [15.05263158  6.94736842],0
b5,1,0.272341,1.204916,[32 22] ; [10 12],[29.84210526 24.15789474] ; [12.15789474  9.84210526],0
a1,1,0.340157,0.909839,[ 2 52] ; [ 2 20],[ 2.84210526 51.15789474] ; [ 1.15789474 20.84210526],0
s6,1,0.349763,0.874316,[34 19] ; [11 10],[32.22972973 20.77027027] ; [12.77027027  8.22972973],0
v4,1,0.369358,0.805822,[48  6] ; [21  1],[49.02631579  4.97368421] ; [19.97368421  2.02631579],0
d4,1,0.423808,0.639731,[24 30] ; [12 10],[25.57894737 28.42105263] ; [10.42105263 11.57894737],0
a8,1,0.452898,0.563388,[ 5 46] ; [ 1 21],[ 4.19178082 46.80821918] ; [ 1.80821918 20.19178082],0
v1,1,0.460159,0.545507,[22 32] ; [11 11],[23.44736842 30.55263158] ; [ 9.55263158 12.44736842],0
d2,1,0.471419,0.518648,[14 40] ; [ 4 18],[12.78947368 41.21052632] ; [ 5.21052632 16.78947368],0
n1,1,0.477267,0.505102,[2 5] ; [2 2],[2.54545455 4.45454545] ; [1.45454545 2.54545455],0
d1,1,0.489482,0.477666,[ 5 49] ; [ 1 21],[ 4.26315789 49.73684211] ; [ 1.73684211 20.26315789],0
u1,1,0.505858,0.442624,[ 1 53] ; [ 1 21],[ 1.42105263 52.57894737] ; [ 0.57894737 21.42105263],0
b2,1,0.52412,0.405778,[13 20] ; [6 6],[13.93333333 19.06666667] ; [5.06666667 6.93333333],0
b3,1,0.52412,0.405778,[13 20] ; [6 6],[13.93333333 19.06666667] ; [5.06666667 6.93333333],0
r1,1,0.541684,0.372428,[38 16] ; [17  5],[39.07894737 14.92105263] ; [15.92105263  6.07894737],0
r3,1,0.572822,0.317984,[49  5] ; [19  3],[48.31578947  5.68421053] ; [19.68421053  2.31578947],0
s5,1,0.582306,0.302521,[18 33] ; [ 6 15],[17. 34.] ; [ 7. 14.],0
p7,1,0.638586,0.220597,[42 12] ; [16  6],[41.21052632 12.78947368] ; [16.78947368  5.21052632],0
n4,1,0.650216,0.205628,[39 15] ; [17  5],[39.78947368 14.21052632] ; [16.21052632  5.78947368],0
a4,1,0.695179,0.153535,[12 42] ; [ 4 18],[11.36842105 42.63157895] ; [ 4.63157895 17.36842105],0
u3,1,0.717491,0.130909,[13 12] ; [5 6],[12.5 12.5] ; [5.5 5.5],0
a3,1,0.769315,0.086008,[29 25] ; [11 11],[28.42105263 25.57894737] ; [11.57894737 10.42105263],0
v2,1,0.779655,0.078271,[26 25] ; [12 10],[26.54794521 24.45205479] ; [11.45205479 10.54794521],0
s3,1,0.842829,0.039313,[30 23] ; [13  9],[30.38666667 22.61333333] ; [12.61333333  9.38666667],0
s4,1,0.873602,0.025308,[ 9 45] ; [ 4 18],[ 9.23684211 44.76315789] ; [ 3.76315789 18.23684211],0
r4,1,0.937222,0.006203,[47  7] ; [19  3],[46.89473684  7.10526316] ; [19.10526316  2.89473684],0
v3,1,0.966497,0.001764,[21 31] ; [ 9 13],[21.08108108 30.91891892] ; [ 8.91891892 13.08108108],0
