Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.033406,4.524872,[24 13] ; [55 11],[28.37864078  8.62135922] ; [50.62135922 15.37864078],0
u3,1,0.04679,3.952941,[15  2] ; [15 10],[12.14285714  4.85714286] ; [17.85714286  7.14285714],0
s6,1,0.047395,3.931307,[27 11] ; [59  9],[30.83018868  7.16981132] ; [55.16981132 12.83018868],0
r4,1,0.074337,3.184552,[30  9] ; [61  7],[33.1682243  5.8317757] ; [57.8317757 10.1682243],0
p7,1,0.092019,2.838699,[15 21] ; [39 27],[19.05882353 16.94117647] ; [34.94117647 31.05882353],0
u2,1,0.108948,2.569412,[13  4] ; [13 12],[10.52380952  6.47619048] ; [15.47619048  9.52380952],0
p2,1,0.111414,2.534049,[24 14] ; [52 15],[27.5047619 10.4952381] ; [48.4952381 18.5047619],0
v4,1,0.11822,2.440745,[35  4] ; [65  2],[36.79245283  2.20754717] ; [63.20754717  3.79245283],0
n1,1,0.15631,2.009569,[7 7] ; [ 4 12],[5.13333333 8.86666667] ; [ 5.86666667 10.13333333],0
v2,1,0.158412,1.989316,[14 20] ; [37 29],[17.34 16.66] ; [33.66 32.34],0
n4,1,0.179672,1.800336,[11 28] ; [28 40],[14.21495327 24.78504673] ; [24.78504673 43.21495327],0
a7,1,0.185344,1.754248,[25 14] ; [51 16],[27.96226415 11.03773585] ; [48.03773585 18.96226415],0
p4,1,0.224279,1.47678,[16 22] ; [37 31],[19. 19.] ; [34. 34.],0
p3,1,0.239918,1.381078,[19 19] ; [26 42],[16.13207547 21.86792453] ; [28.86792453 39.13207547],0
p10,1,0.2826,1.154545,[25 12] ; [51 15],[27.30097087  9.69902913] ; [48.69902913 17.30097087],0
b1,1,0.288366,1.127237,[16 23] ; [21 47],[13.48598131 25.51401869] ; [23.51401869 44.48598131],0
d4,1,0.302183,1.064538,[35  4] ; [56 12],[33.1682243  5.8317757] ; [57.8317757 10.1682243],0
u1,1,0.311567,1.02402,[ 5 34] ; [14 54],[ 6.92523364 32.07476636] ; [12.07476636 55.92523364],0
b2,1,0.313817,1.014542,[ 6 13] ; [ 7 29],[ 4.49090909 14.50909091] ; [ 8.50909091 27.49090909],0
b3,1,0.313817,1.014542,[ 6 13] ; [ 7 29],[ 4.49090909 14.50909091] ; [ 8.50909091 27.49090909],0
p12,1,0.326745,0.961754,[ 1 36] ; [ 5 63],[ 2.11428571 34.88571429] ; [ 3.88571429 64.11428571],0
p11,1,0.340382,0.908993,[21 18] ; [43 25],[23.3271028 15.6728972] ; [40.6728972 27.3271028],0
d5,1,0.343935,0.89571,[29 10] ; [55 12],[30.90566038  8.09433962] ; [53.09433962 13.90566038],0
a5,1,0.391081,0.735579,[25 14] ; [49 19],[26.97196262 12.02803738] ; [47.02803738 20.97196262],0
a2,1,0.402816,0.699905,[ 6 33] ; [15 53],[ 7.65420561 31.34579439] ; [13.34579439 54.65420561],0
p1,1,0.420448,0.649062,[ 4 35] ; [ 4 63],[ 2.94339623 36.05660377] ; [ 5.05660377 61.94339623],0
a3,1,0.42303,0.641883,[21 18] ; [42 26],[22.96261682 16.03738318] ; [40.03738318 27.96261682],0
s4,1,0.424532,0.637737,[15 24] ; [21 47],[13.12149533 25.87850467] ; [22.87850467 45.12149533],0
b4,1,0.486536,0.484178,[22 17] ; [43 25],[23.69158879 15.30841121] ; [41.30841121 26.69158879],0
s5,1,0.489712,0.47716,[13 21] ; [30 36],[14.62 19.38] ; [28.38 37.62],0
p6,1,0.516149,0.421581,[10 28] ; [22 46],[11.47169811 26.52830189] ; [20.52830189 47.47169811],0
n3,1,0.525741,0.402618,[10  4] ; [13  3],[10.73333333  3.26666667] ; [12.26666667  3.73333333],0
n2,1,0.54393,0.368304,[11  3] ; [11  5],[10.26666667  3.73333333] ; [11.73333333  4.26666667],0
d2,1,0.545898,0.364718,[16 23] ; [32 36],[17.4953271 21.5046729] ; [30.5046729 37.4953271],0
d3,1,0.547855,0.361174,[27 12] ; [50 17],[28.33018868 10.66981132] ; [48.66981132 18.33018868],0
r3,1,0.565992,0.329434,[37  2] ; [66  2],[37.54205607  1.45794393] ; [65.45794393  2.54205607],0
b5,1,0.586639,0.295623,[22 17] ; [42 26],[23.3271028 15.6728972] ; [40.6728972 27.3271028],0
a4,1,0.612111,0.257113,[13 26] ; [26 42],[14.21495327 24.78504673] ; [24.78504673 43.21495327],0
s3,1,0.62674,0.236507,[33  6] ; [55 13],[32.07476636  6.92523364] ; [55.92523364 12.07476636],0
v1,1,0.638086,0.221255,[17 21] ; [26 39],[15.86407767 22.13592233] ; [27.13592233 37.86407767],0
p8,1,0.644989,0.212276,[13 24] ; [27 41],[14.0952381 22.9047619] ; [25.9047619 42.0952381],0
s1,1,0.654205,0.200639,[ 2 37] ; [ 5 63],[ 2.55140187 36.44859813] ; [ 4.44859813 63.55140187],0
s7,1,0.672879,0.178253,[18 16] ; [32 34],[17. 17.] ; [33. 33.],0
a1,1,0.715547,0.132799,[ 3 36] ; [ 4 64],[ 2.55140187 36.44859813] ; [ 4.44859813 63.55140187],0
v3,1,0.731897,0.117377,[11 26] ; [17 47],[10.25742574 26.74257426] ; [17.74257426 46.25742574],0
s8,1,0.812818,0.05607,[18 21] ; [33 35],[18.58878505 20.41121495] ; [32.41121495 35.58878505],0
r1,1,0.835146,0.043308,[27 11] ; [47 21],[26.52830189 11.47169811] ; [47.47169811 20.52830189],0
d1,1,0.838492,0.041544,[21 18] ; [38 30],[21.5046729 17.4953271] ; [37.4953271 30.5046729],0
a6,1,0.928517,0.008048,[25 14] ; [43 25],[24.78504673 14.21495327] ; [43.21495327 24.78504673],0
r2,1,0.965574,0.001863,[36  3] ; [62  5],[36.05660377  2.94339623] ; [61.94339623  5.05660377],0
