Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,26.51352,[107  36] ; [33 49],[88.97777778 54.02222222] ; [51.02222222 30.97777778],1
d3,1,9.8e-05,15.179106,[108  35] ; [41 41],[94.69777778 48.30222222] ; [54.30222222 27.69777778],1
d4,1,0.000924,10.97478,[121  22] ; [53 28],[111.08035714  31.91964286] ; [62.91964286 18.08035714],1
a2,1,0.001448,10.144114,[ 40 104] ; [ 8 74],[ 30.5840708 113.4159292] ; [17.4159292 64.5840708],0
r2,1,0.00547,7.717064,[137   4] ; [72 10],[132.14798206   8.85201794] ; [76.85201794  5.14798206],0
u1,1,0.005502,7.706417,[ 31 113] ; [ 6 76],[ 23.57522124 120.42477876] ; [13.42477876 68.57522124],0
s2,1,0.014213,6.011486,[113  31] ; [52 30],[105.13274336  38.86725664] ; [59.86725664 22.13274336],0
r4,1,0.020712,5.350847,[130  14] ; [65 17],[124.24778761  19.75221239] ; [70.75221239 11.24778761],0
d1,1,0.02347,5.133402,[84 60] ; [35 47],[75.82300885 68.17699115] ; [43.17699115 38.82300885],0
d5,1,0.025698,4.976229,[113  30] ; [53 28],[105.97321429  37.02678571] ; [60.02678571 20.97321429],0
u3,1,0.034215,4.48394,[32 14] ; [12 15],[27.7260274 18.2739726] ; [16.2739726 10.7260274],0
b5,1,0.057153,3.618123,[89 55] ; [40 42],[82.19469027 61.80530973] ; [46.80530973 35.19469027],0
u2,1,0.064546,3.416543,[29 17] ; [11 16],[25.20547945 20.79452055] ; [14.79452055 12.20547945],0
v3,1,0.078304,3.099766,[ 21 118] ; [20 61],[ 25.90454545 113.09545455] ; [15.09545455 65.90454545],0
p2,1,0.124834,2.355598,[123  20] ; [64 18],[118.84888889  24.15111111] ; [68.15111111 13.84888889],0
r3,1,0.125476,2.347599,[134   9] ; [72 10],[130.92444444  12.07555556] ; [75.07555556  6.92444444],0
p4,1,0.158877,1.984881,[92 52] ; [44 37],[87.04 56.96] ; [48.96 32.04],0
n3,1,0.159849,1.975655,[25  9] ; [14 11],[22.47457627 11.52542373] ; [16.52542373  8.47457627],0
s6,1,0.18204,1.780893,[116  27] ; [58 21],[112.08108108  30.91891892] ; [61.91891892 17.08108108],0
p9,1,0.196158,1.670754,[116  26] ; [61 21],[112.20535714  29.79464286] ; [64.79464286 17.20535714],0
n6,1,0.198443,1.653798,[116  28] ; [60 22],[112.14159292  31.85840708] ; [63.85840708 18.14159292],0
