Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,86.271825,[413 111] ; [ 78 107],[362.88293371 161.11706629] ; [128.11706629  56.88293371],1
d3,1,0.0,79.334892,[415 109] ; [ 82 103],[367.31734838 156.68265162] ; [129.68265162  55.31734838],1
a2,1,0.0,29.785935,[153 373] ; [ 17 168],[125.76652602 400.23347398] ; [ 44.23347398 140.76652602],1
u1,1,5e-06,20.807169,[116 410] ; [ 13 172],[ 95.43459916 430.56540084] ; [ 33.56540084 151.43459916],1
b5,1,7e-06,20.164368,[338 188] ; [ 84 101],[312.19690577 213.80309423] ; [109.80309423  75.19690577],1
d1,1,0.00081,11.218136,[338 188] ; [93 92],[318.85513361 207.14486639] ; [112.14486639  72.85513361],1
r2,1,0.005902,7.579918,[503  19] ; [166  16],[496.04829545  25.95170455] ; [172.95170455   9.04829545],0
v4,1,0.007077,7.25341,[510  14] ; [170  13],[503.98868458  20.01131542] ; [176.01131542   6.98868458],0
r4,1,0.010506,6.546963,[498  28] ; [165  20],[490.48945148  35.51054852] ; [172.51054852  12.48945148],0
b1,1,0.011409,6.400534,[173 353] ; [ 80 105],[187.17018284 338.82981716] ; [ 65.82981716 119.17018284],0
u3,1,0.012876,6.186091,[94 55] ; [18 25],[86.91666667 62.08333333] ; [25.08333333 17.91666667],0
s7,1,0.017055,5.69066,[248 254] ; [107  72],[261.6886931 240.3113069] ; [93.3113069 85.6886931],0
r1,1,0.031385,4.631784,[436  87] ; [141  44],[426.23022599  96.76977401] ; [150.76977401  34.23022599],0
s8,1,0.033446,4.522806,[238 285] ; [101  84],[250.41949153 272.58050847] ; [88.58050847 96.41949153],0
v2,1,0.034276,4.480902,[310 191] ; [94 84],[298.09131075 202.90868925] ; [105.90868925  72.09131075],0
b3,1,0.045889,3.985649,[108 190] ; [57 65],[117.07142857 180.92857143] ; [47.92857143 74.07142857],0
b2,1,0.045889,3.985649,[108 190] ; [57 65],[117.07142857 180.92857143] ; [47.92857143 74.07142857],0
d5,1,0.054307,3.703229,[441  84] ; [143  41],[432.44005642  92.55994358] ; [151.55994358  32.44005642],0
n5,1,0.066412,3.369548,[401 122] ; [153  31],[409.81895332 113.18104668] ; [144.18104668  39.81895332],0
n1,1,0.083381,2.997734,[29 64] ; [20 23],[33.50735294 59.49264706] ; [15.49264706 27.50735294],0
s5,1,0.093831,2.807387,[176 332] ; [ 73 102],[185.20058565 322.79941435] ; [ 63.79941435 111.20058565],0
b4,1,0.121746,2.394713,[313 213] ; [98 87],[304.05907173 221.94092827] ; [106.94092827  78.05907173],0
d4,1,0.125625,2.345745,[445  80] ; [147  37],[438.36389281  86.63610719] ; [153.63610719  30.36389281],0
p4,1,0.137083,2.210396,[337 187] ; [107  77],[328.61016949 195.38983051] ; [115.38983051  68.61016949],0
s4,1,0.137777,2.202611,[ 85 435] ; [ 39 145],[ 91.59090909 428.40909091] ; [ 32.40909091 151.59090909],0
a1,1,0.165464,1.92357,[ 21 505] ; [ 12 173],[ 24.41350211 501.58649789] ; [  8.58649789 176.41350211],0
a3,1,0.171888,1.866403,[375 149] ; [142  43],[382.09873061 141.90126939] ; [134.90126939  50.09873061],0
u2,1,0.174435,1.844407,[94 56] ; [22 21],[90.15544041 59.84455959] ; [25.84455959 17.15544041],0
p2,1,0.180453,1.793885,[457  68] ; [152  31],[451.58898305  73.41101695] ; [157.41101695  25.58898305],0
n4,1,0.206506,1.59575,[409 117] ; [152  33],[415.02953586 110.97046414] ; [145.97046414  39.02953586],0
a5,1,0.233081,1.421959,[404 122] ; [134  51],[398.0140647 127.9859353] ; [139.9859353  45.0140647],0
a8,1,0.253958,1.301398,[ 70 404] ; [ 20 157],[ 65.52995392 408.47004608] ; [ 24.47004608 152.52995392],0
p12,1,0.258493,1.276809,[ 52 473] ; [ 13 170],[ 48.19915254 476.80084746] ; [ 16.80084746 166.19915254],0
s3,1,0.300672,1.071212,[296 223] ; [113  71],[301.95021337 217.04978663] ; [107.04978663  76.95021337],0
s1,1,0.353749,0.859964,[ 13 507] ; [  7 176],[ 14.79374111 505.20625889] ; [  5.20625889 177.79374111],0
n6,1,0.400871,0.705711,[458  64] ; [157  27],[454.71671388  67.28328612] ; [160.28328612  23.71671388],0
p11,1,0.661955,0.191157,[448  78] ; [160  25],[449.80028129  76.19971871] ; [158.19971871  26.80028129],0
u4,1,0.693631,0.155182,[  9 517] ; [  4 181],[  9.61744023 516.38255977] ; [  3.38255977 181.61744023],0
d2,1,0.744702,0.106037,[249 275] ; [90 94],[250.89830508 273.10169492] ; [88.10169492 95.89830508],0
a4,1,0.74655,0.104453,[234 291] ; [ 85 100],[235.88028169 289.11971831] ; [ 83.11971831 101.88028169],0
p5,1,0.757045,0.095706,[ 64 459] ; [ 24 159],[ 65.1898017 457.8101983] ; [ 22.8101983 160.1898017],0
p8,1,0.773071,0.083152,[290 229] ; [100  83],[288.33333333 230.66666667] ; [101.66666667  81.33333333],0
s2,1,0.788646,0.071861,[284 238] ; [98 86],[282.44192635 239.55807365] ; [99.55807365 84.44192635],0
n3,1,0.80757,0.059322,[71 22] ; [32 11],[70.43382353 22.56617647] ; [32.56617647 10.43382353],0
v1,1,0.831427,0.045315,[285 224] ; [103  78],[286.22028986 222.77971014] ; [101.77971014  79.22028986],0
v3,1,0.851128,0.035223,[208 297] ; [ 76 105],[209.06705539 295.93294461] ; [ 74.93294461 106.06705539],0
p3,1,0.85511,0.033344,[276 248] ; [96 89],[274.93370945 249.06629055] ; [97.06629055 87.93370945],0
p1,1,0.855169,0.033316,[ 45 479] ; [ 15 169],[ 44.40677966 479.59322034] ; [ 15.59322034 168.40677966],0
