Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,102.365906,[35 75] ; [156  18],[73.97887324 36.02112676] ; [117.02112676  56.97887324],1
p11,1,0.0,34.892056,[55 58] ; [143  32],[77.6875 35.3125] ; [120.3125  54.6875],1
p2,1,0.0,31.300838,[57 56] ; [142  32],[78.35191638 34.64808362] ; [120.64808362  53.35191638],1
n6,1,6e-06,20.508715,[64 48] ; [143  32],[80.7804878 31.2195122] ; [126.2195122  48.7804878],1
r3,1,7e-06,20.22939,[81 30] ; [161  13],[94.25263158 16.74736842] ; [147.74736842  26.25263158],1
v4,1,7.3e-05,15.735964,[82 29] ; [158  15],[93.8028169 17.1971831] ; [146.1971831  26.8028169],1
p8,1,0.000295,13.103841,[23 88] ; [ 71 100],[37. 74.] ; [ 57. 114.],1
s6,1,0.000336,12.859972,[27 85] ; [78 95],[41.26315789 70.73684211] ; [ 63.73684211 109.26315789],1
r4,1,0.000488,12.159235,[70 43] ; [141  34],[82.78819444 30.21180556] ; [128.21180556  46.78819444],1
a1,1,0.000605,11.759442,[ 11 102] ; [  2 173],[  5.10069444 107.89930556] ; [  7.89930556 167.10069444],1
s8,1,0.001296,10.3487,[ 11 101] ; [ 44 131],[21.46341463 90.53658537] ; [ 33.53658537 141.46341463],0
n5,1,0.002244,9.338295,[59 53] ; [122  51],[71.12982456 40.87017544] ; [109.87017544  63.12982456],0
p7,1,0.002832,8.912411,[34 78] ; [82 88],[46.07092199 65.92907801] ; [ 69.92907801 100.07092199],0
b1,1,0.004914,7.9107,[52 61] ; [ 52 123],[40.80555556 72.19444444] ; [ 63.19444444 111.80555556],0
r1,1,0.00851,6.922953,[66 45] ; [130  45],[76.06993007 34.93006993] ; [119.93006993  55.06993007],0
a7,1,0.009525,6.721577,[62 49] ; [124  51],[72.18881119 38.81118881] ; [113.81118881  61.18881119],0
v1,1,0.012067,6.30105,[31 80] ; [73 98],[40.93617021 70.06382979] ; [ 63.06382979 107.93617021],0
d4,1,0.017703,5.625258,[75 36] ; [140  35],[83.44405594 27.55594406] ; [131.55594406  43.44405594],0
v2,1,0.019411,5.46413,[37 72] ; [80 86],[46.37454545 62.62545455] ; [70.62545455 95.37454545],0
p4,1,0.025895,4.962984,[25 87] ; [ 60 113],[33.40350877 78.59649123] ; [ 51.59649123 121.40350877],0
d5,1,0.027383,4.866505,[73 40] ; [134  41],[81.21875 31.78125] ; [125.78125  49.21875],0
a5,1,0.028107,4.821477,[61 52] ; [117  58],[69.84027778 43.15972222] ; [108.15972222  66.84027778],0
r2,1,0.086545,2.937492,[89 21] ; [151  20],[93.95017794 16.04982206] ; [146.04982206  24.95017794],0
s7,1,0.099401,2.71513,[15 90] ; [ 38 132],[20.23636364 84.76363636] ; [ 32.76363636 137.23636364],0
a4,1,0.11567,2.474986,[49 62] ; [ 61 114],[42.69230769 68.30769231] ; [ 67.30769231 107.69230769],0
n4,1,0.129116,2.303098,[67 45] ; [120  55],[72.97560976 39.02439024] ; [114.02439024  60.97560976],0
n2,1,0.129175,2.302393,[31 24] ; [36 15],[34.76415094 20.23584906] ; [32.23584906 18.76415094],0
d3,1,0.15738,1.99922,[64 49] ; [113  61],[69.68989547 43.31010453] ; [107.31010453  66.68989547],0
d2,1,0.18211,1.780324,[52 59] ; [ 68 107],[46.57342657 64.42657343] ; [ 73.42657343 101.57342657],0
u2,1,0.202563,1.623795,[22 26] ; [36 26],[25.30909091 22.69090909] ; [32.69090909 29.30909091],0
d1,1,0.209518,1.574752,[47 66] ; [86 89],[52.18402778 60.81597222] ; [80.81597222 94.18402778],0
p6,1,0.212715,1.55285,[16 95] ; [ 35 138],[19.93309859 91.06690141] ; [ 31.06690141 141.93309859],0
u3,1,0.237903,1.392978,[19 30] ; [31 31],[22.07207207 26.92792793] ; [27.92792793 34.07207207],0
a6,1,0.269831,1.217604,[67 46] ; [115  60],[71.40972222 41.59027778] ; [110.59027778  64.40972222],0
a3,1,0.279046,1.171729,[64 46] ; [113  62],[68.31578947 41.68421053] ; [108.68421053  66.31578947],0
