Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,34.273835,[17 33] ; [103  26],[33.51955307 16.48044693] ; [86.48044693 42.51955307],1
d1,1,1.2e-05,19.170037,[14 36] ; [83 46],[27.09497207 22.90502793] ; [69.90502793 59.09497207],1
d5,1,2.5e-05,17.73195,[25 24] ; [106  23],[36.06179775 12.93820225] ; [94.93820225 34.06179775],1
p3,1,0.000165,14.187681,[16 34] ; [81 47],[27.24719101 22.75280899] ; [69.75280899 58.24719101],1
v3,1,0.000205,13.785487,[ 8 39] ; [61 66],[18.63793103 28.36206897] ; [50.36206897 76.63793103],1
a2,1,0.000557,11.912808,[ 1 49] ; [31 98],[ 8.93854749 41.06145251] ; [ 23.06145251 105.93854749],1
a6,1,0.000742,11.381493,[24 26] ; [96 33],[33.51955307 16.48044693] ; [86.48044693 42.51955307],1
a5,1,0.000742,11.381493,[24 26] ; [96 33],[33.51955307 16.48044693] ; [86.48044693 42.51955307],1
r4,1,0.000746,11.371346,[36 14] ; [118  11],[43.01675978  6.98324022] ; [110.98324022  18.01675978],1
n6,1,0.001057,10.724657,[32 18] ; [110  18],[39.88764045 10.11235955] ; [102.11235955  25.88764045],0
p10,1,0.002087,9.471659,[29 21] ; [103  25],[37.07865169 12.92134831] ; [94.92134831 33.07865169],0
v2,1,0.002472,9.161059,[19 28] ; [83 43],[27.71098266 19.28901734] ; [74.28901734 51.71098266],0
p9,1,0.003037,8.785046,[31 19] ; [106  22],[38.48314607 11.51685393] ; [98.51685393 29.48314607],0
r2,1,0.003228,8.673738,[40 10] ; [120   7],[45.19774011  4.80225989] ; [114.80225989  12.19774011],0
a4,1,0.004627,8.019765,[11 39] ; [58 71],[19.27374302 30.72625698] ; [49.72625698 79.27374302],0
r3,1,0.008156,6.998862,[41  9] ; [122   7],[45.53072626  4.46927374] ; [117.46927374  11.53072626],0
p8,1,0.009852,6.661498,[22 27] ; [84 43],[29.51136364 19.48863636] ; [76.48863636 50.51136364],0
v1,1,0.013817,6.061389,[17 31] ; [72 56],[24.27272727 23.72727273] ; [64.72727273 63.27272727],0
d4,1,0.015133,5.900933,[30 19] ; [102  27],[36.33707865 12.66292135] ; [95.66292135 33.33707865],0
p11,1,0.019439,5.461587,[35 15] ; [110  19],[40.5027933  9.4972067] ; [104.4972067  24.5027933],0
s8,1,0.024243,5.077129,[ 6 44] ; [36 93],[11.73184358 38.26815642] ; [30.26815642 98.73184358],0
r1,1,0.029213,4.754994,[32 18] ; [102  26],[37.64044944 12.35955056] ; [96.35955056 31.64044944],0
d2,1,0.030956,4.655402,[17 33] ; [67 62],[23.46368715 26.53631285] ; [60.53631285 68.46368715],0
d3,1,0.032896,4.551169,[24 24] ; [87 42],[30.10169492 17.89830508] ; [80.89830508 48.10169492],0
s5,1,0.043874,4.061417,[ 3 47] ; [ 23 106],[ 7.26256983 42.73743017] ; [ 18.73743017 110.26256983],0
b2,1,0.061022,3.509378,[ 6 20] ; [37 48],[10.07207207 15.92792793] ; [32.92792793 52.07207207],0
b3,1,0.061022,3.509378,[ 6 20] ; [37 48],[10.07207207 15.92792793] ; [32.92792793 52.07207207],0
p6,1,0.064571,3.415912,[13 36] ; [52 73],[18.3045977 30.6954023] ; [46.6954023 78.3045977],0
v4,1,0.071116,3.257072,[43  6] ; [123   6],[45.69662921  3.30337079] ; [120.30337079   8.69662921],0
u1,1,0.073667,3.19936,[ 2 48] ; [ 17 112],[ 5.30726257 44.69273743] ; [ 13.69273743 115.30726257],0
u2,1,0.103006,2.658373,[12  6] ; [16 21],[9.16363636 8.83636364] ; [18.83636364 18.16363636],0
a7,1,0.1115,2.532834,[28 21] ; [90 39],[32.48314607 16.51685393] ; [85.51685393 43.48314607],0
p4,1,0.113162,2.509491,[25 25] ; [80 47],[29.66101695 20.33898305] ; [75.33898305 51.66101695],0
s7,1,0.154669,2.025588,[ 9 37] ; [37 84],[12.67065868 33.32934132] ; [33.32934132 87.67065868],0
s1,1,0.228577,1.449693,[ 3 47] ; [  3 124],[ 1.69491525 48.30508475] ; [  4.30508475 122.69491525],0
a8,1,0.26495,1.242706,[ 4 43] ; [17 96],[ 6.16875 40.83125] ; [14.83125 98.16875],0
