Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.008949,6.832884,[ 3 45] ; [4 8],[ 5.6 42.4] ; [ 1.4 10.6],0
a2,1,0.019517,5.454545,[ 2 46] ; [3 9],[ 4. 44.] ; [ 1. 11.],0
v1,1,0.045761,3.990382,[10 37] ; [6 6],[12.74576271 34.25423729] ; [3.25423729 8.74576271],0
u2,1,0.131636,2.273099,[ 3 16] ; [2 2],[ 4.13043478 14.86956522] ; [0.86956522 3.13043478],0
p2,1,0.136576,2.216117,[19 29] ; [ 2 10],[16.8 31.2] ; [4.2 7.8],0
s2,1,0.143229,2.142919,[ 8 40] ; [4 7],[ 9.76271186 38.23728814] ; [2.23728814 8.76271186],0
p8,1,0.153982,2.032349,[ 7 39] ; [4 8],[ 8.72413793 37.27586207] ; [2.27586207 9.72413793],0
p1,1,0.183775,1.766827,[ 5 43] ; [3 9],[ 6.4 41.6] ; [ 1.6 10.4],0
s6,1,0.188941,1.725852,[11 37] ; [5 7],[12.8 35.2] ; [3.2 8.8],0
a6,1,0.241051,1.374434,[19 29] ; [7 5],[20.8 27.2] ; [5.2 6.8],0
r2,1,0.336409,0.924069,[23 22] ; [8 4],[24.47368421 20.52631579] ; [6.52631579 5.47368421],0
v2,1,0.346932,0.884648,[13 34] ; [5 7],[14.33898305 32.66101695] ; [3.66101695 8.33898305],0
p11,1,0.363747,0.824916,[23 25] ; [4 8],[21.6 26.4] ; [5.4 6.6],0
n2,1,0.411314,0.675,[10 14] ; [2 1],[10.66666667 13.33333333] ; [1.33333333 1.66666667],0
b4,1,0.416793,0.659341,[30 18] ; [9 3],[31.2 16.8] ; [7.8 4.2],0
p10,1,0.418337,0.654983,[19 28] ; [3 8],[17.82758621 29.17241379] ; [4.17241379 6.82758621],0
u3,1,0.434672,0.610307,[ 2 17] ; [1 3],[ 2.47826087 16.52173913] ; [0.52173913 3.47826087],0
a7,1,0.438323,0.600667,[22 26] ; [7 5],[23.2 24.8] ; [5.8 6.2],0
s7,1,0.454019,0.560599,[10 36] ; [3 6],[10.87272727 35.12727273] ; [2.12727273 6.87272727],0
p4,1,0.456057,0.555556,[11 37] ; [4 8],[12. 36.] ; [3. 9.],0
r4,1,0.456057,0.555556,[11 37] ; [4 8],[12. 36.] ; [3. 9.],0
s4,1,0.469618,0.522876,[ 8 40] ; [ 1 11],[ 7.2 40.8] ; [ 1.8 10.2],0
n1,1,0.495947,0.463599,[11 13] ; [2 1],[11.55555556 12.44444444] ; [1.44444444 1.55555556],0
b1,1,0.518605,0.416667,[23 25] ; [7 5],[24. 24.] ; [6. 6.],0
d3,1,0.518605,0.416667,[23 25] ; [7 5],[24. 24.] ; [6. 6.],0
p7,1,0.541552,0.372671,[12 36] ; [ 2 10],[11.2 36.8] ; [2.8 9.2],0
s1,1,0.546358,0.363881,[ 5 43] ; [ 2 10],[ 5.6 42.4] ; [ 1.4 10.6],0
a1,1,0.546358,0.363881,[ 5 43] ; [ 2 10],[ 5.6 42.4] ; [ 1.4 10.6],0
p9,1,0.577037,0.31105,[21 25] ; [4 7],[20.1754386 25.8245614] ; [4.8245614 6.1754386],0
a8,1,0.599229,0.276161,[ 7 39] ; [ 1 10],[ 6.45614035 39.54385965] ; [1.54385965 9.45614035],0
d4,1,0.672604,0.178571,[33 15] ; [9 3],[33.6 14.4] ; [8.4 3.6],0
d1,1,0.690415,0.158637,[19 29] ; [4 8],[18.4 29.6] ; [4.6 7.4],0
d2,1,0.74965,0.101825,[22 25] ; [5 7],[21.50847458 25.49152542] ; [5.49152542 6.50847458],0
a3,1,0.750926,0.100755,[29 18] ; [8 4],[29.47457627 17.52542373] ; [7.52542373 4.47457627],0
p3,1,0.754001,0.0982,[10 38] ; [3 9],[10.4 37.6] ; [2.6 9.4],0
s3,1,0.764497,0.089749,[15 32] ; [3 8],[14.5862069 32.4137931] ; [3.4137931 7.5862069],0
d5,1,0.790602,0.070505,[30 18] ; [7 5],[29.6 18.4] ; [7.4 4.6],0
a5,1,0.79525,0.06734,[26 22] ; [7 5],[26.4 21.6] ; [6.6 5.4],0
r3,1,0.843354,0.039048,[25 22] ; [6 6],[24.69491525 22.30508475] ; [6.30508475 5.69491525],0
b2,1,0.857942,0.032039,[13 22] ; [2 4],[12.80487805 22.19512195] ; [2.19512195 3.80487805],0
b3,1,0.857942,0.032039,[13 22] ; [2 4],[12.80487805 22.19512195] ; [2.19512195 3.80487805],0
n4,1,0.892349,0.018315,[31 17] ; [8 4],[31.2 16.8] ; [7.8 4.2],0
n5,1,0.895173,0.017361,[29 19] ; [7 5],[28.8 19.2] ; [7.2 4.8],0
a4,1,0.963053,0.002146,[16 31] ; [4 8],[15.93220339 31.06779661] ; [4.06779661 7.93220339],0
b5,1,1.0,0.0,[20 28] ; [5 7],[20. 28.] ; [5. 7.],0
r1,1,1.0,0.0,[20 28] ; [5 7],[20. 28.] ; [5. 7.],0
n6,1,1.0,0.0,[23 23] ; [6 6],[23. 23.] ; [6. 6.],0
