Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,56.411903,[62 50] ; [407  63],[90.25429553 21.74570447] ; [378.74570447  91.25429553],1
p9,1,0.0,43.392278,[73 38] ; [424  46],[94.95180723 16.04819277] ; [402.04819277  67.95180723],1
p2,1,0.0,37.437309,[73 43] ; [412  61],[95.51782683 20.48217317] ; [389.48217317  83.51782683],1
n6,1,0.0,33.595406,[77 37] ; [420  51],[96.85128205 17.14871795] ; [400.14871795  70.85128205],1
r3,1,0.0,26.395926,[97 17] ; [461  14],[108.   6.] ; [450.  25.],1
v4,1,5.7e-05,16.183555,[99 16] ; [454  19],[108.1547619   6.8452381] ; [444.8452381  28.1547619],1
r4,1,0.000108,14.988911,[90 26] ; [433  45],[102.13468013  13.86531987] ; [420.86531987  57.13468013],1
n4,1,0.000177,14.057442,[68 46] ; [366 110],[83.85762712 30.14237288] ; [350.14237288 125.85762712],1
n5,1,0.000373,12.660865,[66 48] ; [351 119],[81.40068493 32.59931507] ; [335.59931507 134.40068493],1
p4,1,0.000376,12.648787,[46 68] ; [277 194],[62.94358974 51.05641026] ; [260.05641026 210.94358974],1
p7,1,0.000401,12.526654,[50 62] ; [289 170],[66.4938704 45.5061296] ; [272.5061296 186.4938704],1
p8,1,0.001871,9.671576,[43 71] ; [252 215],[57.88296041 56.11703959] ; [237.11703959 229.88296041],0
p3,1,0.004042,8.264862,[36 79] ; [219 256],[49.70338983 65.29661017] ; [205.29661017 269.70338983],0
p12,1,0.005748,7.627684,[  2 113] ; [ 45 427],[  9.20783646 105.79216354] ; [ 37.79216354 434.20783646],0
s1,1,0.006664,7.361321,[  9 106] ; [ 12 456],[  4.14236707 110.85763293] ; [ 16.85763293 451.14236707],0
s6,1,0.007206,7.220904,[61 53] ; [314 155],[73.32761578 40.67238422] ; [301.67238422 167.32761578],0
v1,1,0.015458,5.863462,[47 67] ; [250 214],[58.57785467 55.42214533] ; [238.42214533 225.57785467],0
s7,1,0.017185,5.67739,[38 71] ; [218 241],[49.12676056 59.87323944] ; [206.87323944 252.12676056],0
u3,1,0.018062,5.590158,[16 29] ; [84 67],[22.95918367 22.04081633] ; [77.04081633 73.95918367],0
s8,1,0.019769,5.432183,[35 81] ; [199 275],[46.00677966 69.99322034] ; [187.99322034 286.00677966],0
u2,1,0.023754,5.112523,[17 28] ; [86 65],[23.64795918 21.35204082] ; [79.35204082 71.64795918],0
s5,1,0.06405,3.429291,[27 81] ; [158 303],[35.1142355 72.8857645] ; [149.8857645 311.1142355],0
r1,1,0.074302,3.18533,[82 32] ; [379  97],[89.07457627 24.92542373] ; [371.92542373 104.07457627],0
v2,1,0.093335,2.815898,[54 54] ; [272 190],[61.76842105 46.23157895] ; [264.23157895 197.76842105],0
n3,1,0.114001,2.497862,[26 17] ; [78 28],[30.01342282 12.98657718] ; [73.98657718 32.01342282],0
a5,1,0.138268,2.197131,[74 42] ; [338 139],[80.59359191 35.40640809] ; [331.40640809 145.59359191],0
d5,1,0.139147,2.187362,[87 29] ; [387  90],[92.72175379 23.27824621] ; [381.27824621  95.72175379],0
b4,1,0.181563,1.784786,[62 54] ; [288 190],[68.35016835 47.64983165] ; [281.64983165 196.35016835],0
p6,1,0.197579,1.660183,[31 82] ; [158 310],[36.75903614 76.24096386] ; [152.24096386 315.75903614],0
s4,1,0.22723,1.458117,[25 91] ; [ 79 392],[20.55195911 95.44804089] ; [ 83.44804089 387.55195911],0
a3,1,0.235718,1.406022,[70 42] ; [326 151],[75.30050934 36.69949066] ; [320.69949066 156.30050934],0
v3,1,0.271185,1.210743,[37 72] ; [182 277],[42.02640845 66.97359155] ; [176.97359155 282.02640845],0
s2,1,0.286548,1.135771,[50 66] ; [229 242],[55.13458262 60.86541738] ; [223.86541738 247.13458262],0
n2,1,0.286811,1.134533,[31 14] ; [81 24],[33.6 11.4] ; [78.4 26.6],0
a2,1,0.309361,1.033402,[28 88] ; [ 95 383],[24.02020202 91.97979798] ; [ 98.97979798 379.02020202],0
a8,1,0.339096,0.913846,[10 91] ; [ 58 374],[12.88555347 88.11444653] ; [ 55.11444653 376.88555347],0
d4,1,0.341443,0.905006,[90 26] ; [387  88],[93.62436548 22.37563452] ; [383.37563452  91.62436548],0
s3,1,0.351892,0.866624,[56 58] ; [251 214],[60.44559585 53.55440415] ; [246.55440415 218.44559585],0
p5,1,0.376176,0.783163,[  9 106] ; [ 50 422],[ 11.55877342 103.44122658] ; [ 47.44122658 424.55877342],0
r2,1,0.392528,0.731098,[104   8] ; [447  24],[105.85248714   6.14751286] ; [445.14751286  25.85248714],0
n1,1,0.429533,0.624086,[15 29] ; [29 76],[12.99328859 31.00671141] ; [31.00671141 73.99328859],0
p1,1,0.451394,0.567148,[  8 108] ; [ 43 430],[ 10.04414261 105.95585739] ; [ 40.95585739 432.04414261],0
a6,1,0.453851,0.561016,[77 39] ; [333 143],[80.33783784 35.66216216] ; [329.66216216 146.33783784],0
b5,1,0.535547,0.383855,[74 42] ; [290 188],[71.08417508 44.91582492] ; [292.91582492 185.08417508],0
d1,1,0.645189,0.21202,[64 52] ; [275 203],[66.2020202 49.7979798] ; [272.7979798 205.2020202],0
u1,1,0.684005,0.165652,[21 95] ; [ 79 399],[19.52861953 96.47138047] ; [ 80.47138047 397.52861953],0
d3,1,0.70356,0.144795,[83 33] ; [332 144],[81.31756757 34.68243243] ; [333.68243243 142.31756757],0
a1,1,0.769714,0.085702,[  4 112] ; [ 14 464],[  3.51515152 112.48484848] ; [ 14.48484848 463.51515152],0
d2,1,0.787806,0.072447,[53 63] ; [210 264],[51.70847458 64.29152542] ; [211.29152542 262.70847458],0
b3,1,0.849323,0.036093,[21 36] ; [113 183],[21.63739377 35.36260623] ; [112.36260623 183.63739377],0
