Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,73.560307,[ 5 39] ; [178  51],[29.49450549 14.50549451] ; [153.50549451  75.49450549],1
d4,1,0.0,73.047087,[21 23] ; [217  12],[38.35897436  5.64102564] ; [199.64102564  29.35897436],1
a4,1,6.4e-05,15.98064,[ 8 35] ; [118 110],[19.99261993 23.00738007] ; [106.00738007 121.99261993],1
d3,1,7.5e-05,15.691076,[22 22] ; [180  49],[32.55677656 11.44322344] ; [169.44322344  59.55677656],1
p2,1,0.000263,13.316416,[35  9] ; [218  11],[40.77655678  3.22344322] ; [212.22344322  16.77655678],1
p1,1,0.000308,13.022251,[13 31] ; [ 22 206],[ 5.66176471 38.33823529] ; [ 29.33823529 198.66176471],1
d2,1,0.000905,11.013158,[12 32] ; [125 104],[22.08058608 21.91941392] ; [114.91941392 114.08058608],1
r3,1,0.001096,10.658564,[38  6] ; [223   6],[42.06593407  1.93406593] ; [218.93406593  10.06593407],0
v4,1,0.007314,7.19422,[39  4] ; [224   4],[41.73062731  1.26937269] ; [221.26937269   6.73062731],0
u1,1,0.007478,7.154432,[ 2 42] ; [ 50 179],[ 8.38095238 35.61904762] ; [ 43.61904762 185.38095238],0
p4,1,0.018561,5.542424,[29 15] ; [187  42],[34.81318681  9.18681319] ; [181.18681319  47.81318681],0
a2,1,0.023313,5.145017,[ 5 39] ; [ 63 166],[10.95970696 33.04029304] ; [ 57.04029304 171.95970696],0
p7,1,0.032319,4.581492,[32 12] ; [193  32],[36.80297398  7.19702602] ; [188.19702602  36.80297398],0
p6,1,0.041583,4.152085,[17 26] ; [127  98],[23.10447761 19.89552239] ; [120.89552239 104.10447761],0
a5,1,0.043511,4.07542,[31 13] ; [191  38],[35.78021978  8.21978022] ; [186.21978022  42.78021978],0
n5,1,0.044425,4.040345,[33 11] ; [198  30],[37.36764706  6.63235294] ; [193.63235294  34.36764706],0
s1,1,0.052119,3.771941,[ 3 41] ; [  4 224],[ 1.13235294 42.86764706] ; [  5.86764706 222.13235294],0
n4,1,0.065933,3.381476,[33 11] ; [197  32],[37.06959707  6.93040293] ; [192.93040293  36.06959707],0
p3,1,0.081791,3.028944,[24 20] ; [156  73],[29.01098901 14.98901099] ; [150.98901099  78.01098901],0
n6,1,0.184191,1.763477,[37  7] ; [206  21],[39.45387454  4.54612546] ; [203.54612546  23.45387454],0
s5,1,0.192874,1.695531,[15 28] ; [100 119],[18.8740458 24.1259542] ; [ 96.1259542 122.8740458],0
a7,1,0.201745,1.629698,[30 14] ; [176  52],[33.32352941 10.67647059] ; [172.67647059  55.32352941],0
a8,1,0.254122,1.300499,[ 4 36] ; [ 35 168],[ 6.41975309 33.58024691] ; [ 32.58024691 170.41975309],0
p9,1,0.269463,1.219479,[39  5] ; [212  15],[40.75276753  3.24723247] ; [210.24723247  16.75276753],0
p11,1,0.284975,1.14321,[36  8] ; [201  28],[38.1978022  5.8021978] ; [198.8021978  30.1978022],0
u3,1,0.289738,1.120837,[6 7] ; [33 20],[7.68181818 5.31818182] ; [31.31818182 21.68181818],0
r2,1,0.2969,1.088068,[40  3] ; [218   8],[41.24163569  1.75836431] ; [216.75836431   9.24163569],0
b1,1,0.297857,1.083763,[20 24] ; [ 85 144],[16.92307692 27.07692308] ; [ 88.07692308 140.92307692],0
r4,1,0.319269,0.991939,[40  4] ; [217  12],[41.42124542  2.57875458] ; [215.57875458  13.42124542],0
b5,1,0.3328,0.937973,[29 15] ; [133  96],[26.10989011 17.89010989] ; [135.89010989  93.10989011],0
s7,1,0.352597,0.864089,[27 16] ; [119  97],[24.23938224 18.76061776] ; [121.76061776  94.23938224],0
p10,1,0.374068,0.790106,[38  6] ; [206  21],[39.61623616  4.38376384] ; [204.38376384  22.61623616],0
s4,1,0.395793,0.721071,[ 5 39] ; [ 37 188],[ 6.86988848 37.13011152] ; [ 35.13011152 189.86988848],0
b2,1,0.429407,0.624428,[16 15] ; [64 82],[14.01129944 16.98870056] ; [65.98870056 80.01129944],0
b3,1,0.429407,0.624428,[16 15] ; [64 82],[14.01129944 16.98870056] ; [65.98870056 80.01129944],0
r1,1,0.43379,0.612654,[36  8] ; [196  31],[37.66789668  6.33210332] ; [194.33210332  32.66789668],0
n1,1,0.436032,0.606702,[5 2] ; [20 16],[4.06976744 2.93023256] ; [20.93023256 15.06976744],0
a3,1,0.439318,0.598064,[31 12] ; [176  51],[32.96666667 10.03333333] ; [174.03333333  52.96666667],0
s3,1,0.459901,0.546136,[26 16] ; [126 100],[23.82089552 18.17910448] ; [128.17910448  97.82089552],0
a6,1,0.461106,0.543208,[27 17] ; [153  75],[29.11764706 14.88235294] ; [150.88235294  77.11764706],0
s8,1,0.631943,0.229435,[23 21] ; [127  99],[24.44444444 19.55555556] ; [125.55555556 100.44444444],0
a1,1,0.685057,0.164489,[ 2 42] ; [ 14 215],[ 2.57875458 41.42124542] ; [ 13.42124542 215.57875458],0
v2,1,0.688874,0.160307,[31 12] ; [156  70],[29.89219331 13.10780669] ; [157.10780669  68.89219331],0
p5,1,0.722766,0.125858,[ 8 36] ; [ 47 182],[ 8.86446886 35.13553114] ; [ 46.13553114 182.86446886],0
s6,1,0.725278,0.123492,[30 13] ; [160  61],[30.9469697 12.0530303] ; [159.0530303  61.9469697],0
v3,1,0.725414,0.123364,[23 21] ; [123 100],[24.05992509 19.94007491] ; [121.94007491 101.05992509],0
u4,1,0.733688,0.115753,[ 2 42] ; [  8 221],[ 1.61172161 42.38827839] ; [  8.38827839 220.61172161],0
s2,1,0.774636,0.081977,[22 21] ; [121 105],[22.85873606 20.14126394] ; [120.14126394 105.85873606],0
p12,1,0.872161,0.025893,[ 5 39] ; [ 28 201],[ 5.31868132 38.68131868] ; [ 27.68131868 201.31868132],0
n3,1,0.881342,0.022281,[5 2] ; [24 11],[4.83333333 2.16666667] ; [24.16666667 10.83333333],0
