Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,93.568788,[ 41 128] ; [236 103],[92.1515748 76.8484252] ; [184.8484252 154.1515748],1
p6,1,0.0,57.341867,[ 29 137] ; [177 158],[68.25548902 97.74451098] ; [137.74451098 197.25548902],1
p8,1,0.0,38.000746,[ 53 110] ; [208 128],[85.25651303 77.74348697] ; [175.74348697 160.25651303],1
p2,1,1.4e-05,18.870042,[128  41] ; [304  33],[144.28458498  24.71541502] ; [287.71541502  49.28458498],1
p7,1,3.4e-05,17.162262,[85 73] ; [242  91],[105.22606925  52.77393075] ; [221.77393075 111.22606925],1
n5,1,4.4e-05,16.673311,[112  56] ; [279  58],[130.07524752  37.92475248] ; [260.92475248  76.07524752],1
p5,1,0.000174,14.088934,[  8 159] ; [ 56 281],[ 21.20634921 145.79365079] ; [ 42.79365079 294.20634921],1
d3,1,0.000388,12.590674,[112  58] ; [272  67],[128.25147348  41.74852652] ; [255.74852652  83.25147348],1
n4,1,0.000488,12.161514,[119  50] ; [283  55],[134.  35.] ; [268.  70.],1
d1,1,0.001651,9.902481,[105  65] ; [255  84],[120.23575639  49.76424361] ; [239.76424361  99.23575639],0
b5,1,0.003264,8.653926,[122  48] ; [198 141],[106.8762279  63.1237721] ; [213.1237721 125.8762279],0
d2,1,0.013831,6.059565,[80 90] ; [198 140],[93.03149606 76.96850394] ; [184.96850394 153.03149606],0
p10,1,0.017475,5.648076,[130  36] ; [291  45],[139.21513944  26.78486056] ; [281.78486056  54.21513944],0
r4,1,0.020385,5.378606,[150  20] ; [319  20],[156.64047151  13.35952849] ; [312.35952849  26.64047151],0
s7,1,0.027008,4.890318,[92 77] ; [207 113],[103.33537832  65.66462168] ; [195.66462168 124.33537832],0
a5,1,0.040121,4.21278,[125  45] ; [276  63],[133.92927308  36.07072692] ; [267.07072692  71.92927308],0
v1,1,0.042387,4.119669,[85 79] ; [202 127],[95.47261663 68.52738337] ; [191.52738337 137.47261663],0
u1,1,0.042621,4.110373,[ 30 140] ; [ 87 252],[ 39.07662083 130.92337917] ; [ 77.92337917 261.07662083],0
p11,1,0.044221,4.048114,[123  47] ; [272  67],[131.92534381  38.07465619] ; [263.07465619  75.92534381],0
u3,1,0.06076,3.516524,[23 18] ; [57 21],[27.56302521 13.43697479] ; [52.43697479 25.56302521],0
p1,1,0.074342,3.18446,[  8 161] ; [ 31 305],[ 13.05148515 155.94851485] ; [ 25.94851485 310.05148515],0
r1,1,0.085853,2.950464,[136  33] ; [291  46],[142.61462451  26.38537549] ; [284.38537549  52.61462451],0
s5,1,0.104405,2.636931,[ 63 100] ; [153 177],[71.4158215 91.5841785] ; [144.5841785 185.4158215],0
n6,1,0.111835,2.528097,[140  28] ; [298  39],[145.71089109  22.28910891] ; [292.28910891  44.71089109],0
p9,1,0.142897,2.146482,[139  25] ; [301  36],[144.03193613  19.96806387] ; [295.96806387  41.03193613],0
r3,1,0.147082,2.102259,[160   8] ; [330   8],[162.68774704   5.31225296] ; [327.31225296  10.68774704],0
u2,1,0.150748,2.064665,[20 19] ; [52 28],[23.59663866 15.40336134] ; [48.40336134 31.59663866],0
