Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.010228,6.594753,[24  7] ; [11 14],[19.375 11.625] ; [15.625  9.375],0
r3,1,0.027765,4.842619,[23  7] ; [12 13],[19.09090909 10.90909091] ; [15.90909091  9.09090909],0
p9,1,0.039416,4.242857,[22  8] ; [11 13],[18.33333333 11.66666667] ; [14.66666667  9.33333333],0
p11,1,0.041426,4.158504,[22  9] ; [11 14],[18.26785714 12.73214286] ; [14.73214286 10.26785714],0
p4,1,0.060935,3.511742,[15 16] ; [ 6 19],[11.625 19.375] ; [ 9.375 15.625],0
p10,1,0.08007,3.063476,[19 12] ; [ 9 15],[15.78181818 15.21818182] ; [12.21818182 11.78181818],0
p2,1,0.080206,3.060728,[22  9] ; [12 13],[18.82142857 12.17857143] ; [15.17857143  9.82142857],0
p3,1,0.087179,2.925713,[10 21] ; [ 3 21],[ 7.32727273 23.67272727] ; [ 5.67272727 18.32727273],0
r4,1,0.101683,2.678953,[11 20] ; [ 4 21],[ 8.30357143 22.69642857] ; [ 6.69642857 18.30357143],0
b1,1,0.120442,2.411565,[16 15] ; [18  7],[18.82142857 12.17857143] ; [15.17857143  9.82142857],0
v4,1,0.135479,2.228576,[21 10] ; [12 13],[18.26785714 12.73214286] ; [14.73214286 10.26785714],0
s8,1,0.196087,1.671278,[ 8 23] ; [ 3 22],[ 6.08928571 24.91071429] ; [ 4.91071429 20.08928571],0
n4,1,0.197143,1.663418,[19 12] ; [11 14],[16.60714286 14.39285714] ; [13.39285714 11.60714286],0
a2,1,0.205005,1.606352,[ 1 30] ; [ 3 22],[ 2.21428571 28.78571429] ; [ 1.78571429 23.21428571],0
s1,1,0.205005,1.606352,[ 1 30] ; [ 3 22],[ 2.21428571 28.78571429] ; [ 1.78571429 23.21428571],0
a8,1,0.211015,1.564448,[ 6 23] ; [ 2 22],[ 4.37735849 24.62264151] ; [ 3.62264151 20.37735849],0
p7,1,0.214394,1.541505,[11 20] ; [13 12],[13.28571429 17.71428571] ; [10.71428571 14.28571429],0
b4,1,0.230493,1.43782,[21 10] ; [13 12],[18.82142857 12.17857143] ; [15.17857143  9.82142857],0
p1,1,0.245435,1.349101,[ 4 27] ; [ 1 24],[ 2.76785714 28.23214286] ; [ 2.23214286 22.76785714],0
b2,1,0.254616,1.297798,[ 8 12] ; [ 3 11],[ 6.47058824 13.52941176] ; [4.52941176 9.47058824],0
b3,1,0.254616,1.297798,[ 8 12] ; [ 3 11],[ 6.47058824 13.52941176] ; [4.52941176 9.47058824],0
p8,1,0.282542,1.154824,[12 19] ; [ 6 18],[10.14545455 20.85454545] ; [ 7.85454545 16.14545455],0
n2,1,0.301941,1.065601,[8 4] ; [6 7],[6.72 5.28] ; [7.28 5.72],0
d5,1,0.343923,0.895752,[20 11] ; [13 12],[18.26785714 12.73214286] ; [14.73214286 10.26785714],0
a4,1,0.409523,0.680185,[ 8 23] ; [ 9 16],[ 9.41071429 21.58928571] ; [ 7.58928571 17.41071429],0
p12,1,0.412162,0.672556,[ 3 28] ; [ 1 24],[ 2.21428571 28.78571429] ; [ 1.78571429 23.21428571],0
v1,1,0.428782,0.626119,[ 7 24] ; [ 8 17],[ 8.30357143 22.69642857] ; [ 6.69642857 18.30357143],0
a1,1,0.430251,0.622146,[ 1 30] ; [ 2 23],[ 1.66071429 29.33928571] ; [ 1.33928571 23.66071429],0
s3,1,0.430463,0.621575,[ 4 27] ; [ 5 19],[ 5.07272727 25.92727273] ; [ 3.92727273 20.07272727],0
s5,1,0.45628,0.555003,[ 6 25] ; [ 3 22],[ 4.98214286 26.01785714] ; [ 4.01785714 20.98214286],0
a7,1,0.530244,0.393923,[16 15] ; [15 10],[17.16071429 13.83928571] ; [13.83928571 11.16071429],0
d2,1,0.551086,0.355374,[11 20] ; [ 7 18],[ 9.96428571 21.03571429] ; [ 8.03571429 16.96428571],0
d1,1,0.608915,0.261758,[ 8 23] ; [ 5 20],[ 7.19642857 23.80357143] ; [ 5.80357143 19.19642857],0
b5,1,0.610653,0.259225,[17 14] ; [12 13],[16.05357143 14.94642857] ; [12.94642857 12.05357143],0
a5,1,0.610653,0.259225,[14 17] ; [13 12],[14.94642857 16.05357143] ; [12.05357143 12.94642857],0
u2,1,0.637717,0.22174,[9 8] ; [8 5],[9.63333333 7.36666667] ; [7.36666667 5.63333333],0
s7,1,0.66803,0.183916,[ 7 22] ; [ 4 17],[ 6.38 22.62] ; [ 4.62 16.38],0
p6,1,0.668447,0.183424,[ 5 25] ; [ 3 21],[ 4.44444444 25.55555556] ; [ 3.55555556 20.44444444],0
u3,1,0.697418,0.151172,[ 5 12] ; [ 3 10],[ 4.53333333 12.46666667] ; [3.46666667 9.53333333],0
d3,1,0.698022,0.150538,[14 17] ; [10 15],[13.28571429 17.71428571] ; [10.71428571 14.28571429],0
a6,1,0.698022,0.150538,[14 17] ; [10 15],[13.28571429 17.71428571] ; [10.71428571 14.28571429],0
a3,1,0.721496,0.127064,[14 17] ; [12 12],[14.65454545 16.34545455] ; [11.34545455 12.65454545],0
s6,1,0.730464,0.118686,[10 21] ; [ 7 18],[ 9.41071429 21.58928571] ; [ 7.58928571 17.41071429],0
s4,1,0.741988,0.108387,[ 4 27] ; [ 4 21],[ 4.42857143 26.57142857] ; [ 3.57142857 21.42857143],0
v3,1,0.744527,0.106188,[ 6 25] ; [ 4 21],[ 5.53571429 25.46428571] ; [ 4.46428571 20.53571429],0
n1,1,0.748233,0.103022,[3 9] ; [4 9],[3.36 8.64] ; [3.64 9.36],0
v2,1,0.845708,0.037868,[10 21] ; [ 8 15],[10.33333333 20.66666667] ; [ 7.66666667 15.33333333],0
n3,1,0.87018,0.026709,[7 5] ; [8 5],[7.2 4.8] ; [7.8 5.2],0
d4,1,0.88364,0.02142,[18 13] ; [15 10],[18.26785714 12.73214286] ; [14.73214286 10.26785714],0
r1,1,0.968036,0.001606,[11 20] ; [ 9 16],[11.07142857 19.92857143] ; [ 8.92857143 16.07142857],0
