Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.9e-05,18.326087,[25  6] ; [46 76],[14.38562092 16.61437908] ; [56.61437908 65.38562092],1
r4,1,0.261511,1.260739,[27  4] ; [96 27],[24.75974026  6.24025974] ; [98.24025974 24.75974026],0
s2,1,0.267906,1.227437,[13 18] ; [38 83],[10.40131579 20.59868421] ; [40.59868421 80.40131579],0
d3,1,0.272995,1.201634,[21 10] ; [70 53],[18.31818182 12.68181818] ; [72.68181818 50.31818182],0
s6,1,0.312006,1.022163,[16 14] ; [53 70],[13.52941176 16.47058824] ; [55.47058824 67.52941176],0
v1,1,0.324082,0.972401,[13 18] ; [40 83],[10.66883117 20.33116883] ; [42.33116883 80.66883117],0
d1,1,0.355418,0.854018,[12 19] ; [59 64],[14.29220779 16.70779221] ; [56.70779221 66.29220779],0
b1,1,0.355418,0.854018,[19 12] ; [64 59],[16.70779221 14.29220779] ; [66.29220779 56.70779221],0
p11,1,0.399057,0.711165,[18 13] ; [61 62],[15.9025974 15.0974026] ; [63.0974026 59.9025974],0
r1,1,0.405111,0.693102,[22  9] ; [96 27],[23.75324675  7.24675325] ; [94.24675325 28.75324675],0
a1,1,0.408707,0.68256,[ 1 30] ; [  9 114],[ 2.01298701 28.98701299] ; [  7.98701299 115.01298701],0
p10,1,0.428356,0.627276,[ 6 24] ; [33 89],[ 7.69736842 22.30263158] ; [31.30263158 90.69736842],0
d2,1,0.442254,0.590427,[14 17] ; [64 57],[15.90789474 15.09210526] ; [62.09210526 58.90789474],0
u2,1,0.464986,0.533865,[9 7] ; [21 25],[7.74193548 8.25806452] ; [22.25806452 23.74193548],0
b5,1,0.494432,0.466867,[19 12] ; [67 56],[17.31168831 13.68831169] ; [68.68831169 54.31168831],0
a2,1,0.508039,0.438105,[ 4 27] ; [ 22 101],[ 5.23376623 25.76623377] ; [ 20.76623377 102.23376623],0
d4,1,0.518519,0.416838,[21 10] ; [89 32],[22.43421053  8.56578947] ; [87.56578947 33.43421053],0
a8,1,0.566634,0.328348,[ 3 26] ; [  8 104],[ 2.26241135 26.73758865] ; [  8.73758865 103.26241135],0
a7,1,0.63163,0.229857,[21 10] ; [77 45],[19.85620915 11.14379085] ; [78.14379085 43.85620915],0
n5,1,0.648783,0.207438,[17 14] ; [73 50],[18.11688312 12.88311688] ; [71.88311688 51.11688312],0
a4,1,0.656533,0.197762,[10 20] ; [46 76],[11.05263158 18.94736842] ; [44.94736842 77.05263158],0
u1,1,0.742776,0.107702,[ 5 26] ; [ 17 106],[ 4.42857143 26.57142857] ; [ 17.57142857 105.42857143],0
v2,1,0.804935,0.060992,[13 18] ; [47 72],[12.4 18.6] ; [47.6 71.4],0
s5,1,0.818577,0.052613,[ 6 22] ; [24 99],[ 5.56291391 22.43708609] ; [24.43708609 98.56291391],0
s1,1,0.824626,0.049106,[ 2 27] ; [ 10 113],[ 2.28947368 26.71052632] ; [  9.71052632 113.28947368],0
s4,1,0.907811,0.01341,[ 4 25] ; [ 18 105],[ 4.19736842 24.80263158] ; [ 17.80263158 105.19736842],0
n4,1,0.909487,0.012925,[21 10] ; [82 41],[20.73376623 10.26623377] ; [82.26623377 40.73376623],0
