Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.9e-05,18.326087,[25  6] ; [46 76],[14.38562092 16.61437908] ; [56.61437908 65.38562092],1
p8,1,0.001454,10.135932,[17 14] ; [31 92],[ 9.66233766 21.33766234] ; [38.33766234 84.66233766],0
p4,1,0.00835,6.956796,[19 12] ; [43 79],[12.5620915 18.4379085] ; [49.4379085 72.5620915],0
p2,1,0.010691,6.515954,[24  7] ; [64 59],[17.71428571 13.28571429] ; [70.28571429 52.71428571],0
n3,1,0.036415,4.37756,[8 1] ; [23 22],[5.16666667 3.83333333] ; [25.83333333 19.16666667],0
d5,1,0.051647,3.787169,[18 13] ; [93 30],[22.34415584  8.65584416] ; [88.65584416 34.34415584],0
a6,1,0.052405,3.76279,[14 17] ; [79 44],[18.72077922 12.27922078] ; [74.27922078 48.72077922],0
p1,1,0.054648,3.69279,[ 5 26] ; [  7 115],[ 2.43137255 28.56862745] ; [  9.56862745 112.43137255],0
n6,1,0.076507,3.137595,[25  6] ; [78 44],[20.86928105 10.13071895] ; [82.13071895 39.86928105],0
a5,1,0.088276,2.905533,[15 16] ; [80 43],[19.12337662 11.87662338] ; [75.87662338 47.12337662],0
v3,1,0.090166,2.871414,[ 6 25] ; [42 77],[ 9.92 21.08] ; [38.08 80.92],0
b2,1,0.090173,2.871278,[10 12] ; [19 53],[ 6.78723404 15.21276596] ; [22.21276596 49.78723404],0
b3,1,0.090173,2.871278,[10 12] ; [19 53],[ 6.78723404 15.21276596] ; [22.21276596 49.78723404],0
s7,1,0.102046,2.673277,[13 17] ; [32 83],[ 9.31034483 20.68965517] ; [35.68965517 79.31034483],0
p3,1,0.129523,2.298209,[13 18] ; [34 88],[ 9.52287582 21.47712418] ; [37.47712418 84.52287582],0
n1,1,0.137743,2.202993,[5 3] ; [16 30],[3.11111111 4.88888889] ; [17.88888889 28.11111111],0
s8,1,0.157982,1.993433,[10 20] ; [26 97],[ 7.05882353 22.94117647] ; [28.94117647 94.05882353],0
a3,1,0.203717,1.615526,[15 16] ; [75 48],[18.11688312 12.88311688] ; [71.88311688 51.11688312],0
v4,1,0.215703,1.532734,[29  2] ; [103  18],[26.92105263  4.07894737] ; [105.07894737  15.92105263],0
r3,1,0.220748,1.499504,[29  2] ; [104  18],[26.94771242  4.05228758] ; [106.05228758  15.94771242],0
b4,1,0.228511,1.450106,[16 15] ; [78 45],[18.92207792 12.07792208] ; [75.07792208 47.92207792],0
u3,1,0.244493,1.354497,[7 9] ; [29 19],[9. 7.] ; [27. 21.],0
s3,1,0.255414,1.293446,[17 14] ; [53 69],[14.18300654 16.81699346] ; [55.81699346 66.18300654],0
p5,1,0.259944,1.269055,[ 2 29] ; [  3 120],[ 1.00649351 29.99350649] ; [  3.99350649 119.00649351],0
