Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,7e-06,20.176381,[253  62] ; [56 41],[236.25  78.75] ; [72.75 24.25],1
v2,1,0.487222,0.482656,[156 144] ; [47 51],[153.01507538 146.98492462] ; [49.98492462 48.01507538],0
n3,1,0.505049,0.44431,[56 22] ; [31  9],[57.50847458 20.49152542] ; [29.49152542 10.50847458],0
n1,1,0.527043,0.400089,[27 49] ; [17 24],[28.58119658 47.41880342] ; [15.41880342 25.58119658],0
s3,1,0.536319,0.382405,[164 146] ; [57 44],[166.69099757 143.30900243] ; [54.30900243 46.69099757],0
a4,1,0.541641,0.372507,[129 188] ; [45 57],[131.64200477 185.35799523] ; [42.35799523 59.64200477],0
s6,1,0.590042,0.290279,[196 115] ; [66 34],[198.25304136 112.74695864] ; [63.74695864 36.25304136],0
b5,1,0.605588,0.26665,[201 117] ; [68 35],[203.18764846 114.81235154] ; [65.81235154 37.18764846],0
a1,1,0.623241,0.241339,[  9 309] ; [  2 101],[  8.3087886 309.6912114] ; [  2.6912114 100.3087886],0
a3,1,0.629254,0.233074,[214 104] ; [66 36],[212. 106.] ; [68. 34.],0
n2,1,0.663485,0.189318,[60 17] ; [32 11],[59.03333333 17.96666667] ; [32.96666667 10.03333333],0
a8,1,0.668076,0.183861,[ 47 247] ; [13 79],[ 45.69948187 248.30051813] ; [14.30051813 77.69948187],0
d5,1,0.745448,0.105396,[247  71] ; [80 21],[248.17661098  69.82338902] ; [78.82338902 22.17661098],0
a5,1,0.767233,0.087613,[218 100] ; [69 34],[216.78384798 101.21615202] ; [70.21615202 32.78384798],0
r1,1,0.791184,0.070105,[268  50] ; [84 17],[267.150358  50.849642] ; [84.849642 16.150358],0
s8,1,0.801639,0.063115,[119 197] ; [37 65],[117.93301435 198.06698565] ; [38.06698565 63.93301435],0
v3,1,0.948363,0.004194,[102 201] ; [33 64],[102.2625 200.7375] ; [32.7375 64.2625],0
p5,1,0.954121,0.00331,[ 15 300] ; [ 5 97],[ 15.10791367 299.89208633] ; [ 4.89208633 97.10791367],0
p1,1,0.969555,0.001457,[ 15 300] ; [ 5 98],[ 15.07177033 299.92822967] ; [ 4.92822967 98.07177033],0
u4,1,0.971679,0.00126,[  6 312] ; [  2 101],[  6.04275534 311.95724466] ; [  1.95724466 101.04275534],0
