Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.0173,5.665709,[2 1] ; [ 4 28],[0.51428571 2.48571429] ; [ 5.48571429 26.51428571],0
d4,1,0.08964,2.880832,[1 2] ; [25  7],[2.22857143 0.77142857] ; [23.77142857  8.22857143],0
s1,1,0.109096,2.567274,[1 2] ; [ 2 30],[0.25714286 2.74285714] ; [ 2.74285714 29.25714286],0
d5,1,0.12663,2.333333,[1 2] ; [24  8],[2.14285714 0.85714286] ; [22.85714286  9.14285714],0
s7,1,0.216086,1.530179,[1 2] ; [20  9],[1.96875 1.03125] ; [19.03125  9.96875],0
a7,1,0.21656,1.527023,[1 2] ; [22 10],[1.97142857 1.02857143] ; [21.02857143 10.97142857],0
p1,1,0.21656,1.527023,[2 1] ; [10 22],[1.02857143 1.97142857] ; [10.97142857 21.02857143],0
n4,1,0.436471,0.605544,[2 1] ; [27  5],[2.48571429 0.51428571] ; [26.51428571  5.48571429],0
d2,1,0.446134,0.580455,[2 1] ; [14 18],[1.37142857 1.62857143] ; [14.62857143 17.37142857],0
p2,1,0.455434,0.557092,[2 1] ; [26  5],[2.47058824 0.52941176] ; [25.52941176  5.47058824],0
a5,1,0.545972,0.364583,[2 1] ; [26  6],[2.4 0.6] ; [25.6  6.4],0
n5,1,0.545972,0.364583,[2 1] ; [26  6],[2.4 0.6] ; [25.6  6.4],0
s3,1,0.617918,0.248805,[2 1] ; [16 15],[1.58823529 1.41176471] ; [16.41176471 14.58823529],0
d1,1,0.652567,0.20268,[1 2] ; [15 17],[1.37142857 1.62857143] ; [14.62857143 17.37142857],0
b4,1,0.727383,0.121528,[2 1] ; [18 14],[1.71428571 1.28571429] ; [18.28571429 13.71428571],0
s8,1,0.738269,0.111654,[1 2] ; [13 17],[1.27272727 1.72727273] ; [12.72727273 17.27272727],0
b2,1,0.754293,0.097959,[1 2] ; [ 9 12],[1.25 1.75] ; [ 8.75 12.25],0
b3,1,0.754293,0.097959,[1 2] ; [ 9 12],[1.25 1.75] ; [ 8.75 12.25],0
s5,1,0.823021,0.050024,[1 1] ; [18 13],[1.15151515 0.84848485] ; [17.84848485 13.15151515],0
s2,1,0.940671,0.005539,[1 2] ; [11 20],[1.05882353 1.94117647] ; [10.94117647 20.05882353],0
v2,1,0.940671,0.005539,[1 2] ; [11 20],[1.05882353 1.94117647] ; [10.94117647 20.05882353],0
v3,1,0.940671,0.005539,[1 2] ; [11 20],[1.05882353 1.94117647] ; [10.94117647 20.05882353],0
a3,1,0.940753,0.005524,[2 1] ; [22 10],[2.05714286 0.94285714] ; [21.94285714 10.05714286],0
