Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4e-06,21.395954,[43 12] ; [33 53],[29.64539007 25.35460993] ; [46.35460993 39.64539007],1
p4,1,0.000533,11.997242,[36 22] ; [29 59],[25.82191781 32.17808219] ; [39.17808219 48.82191781],1
p3,1,0.004443,8.093419,[30 28] ; [25 63],[21.84931507 36.15068493] ; [33.15068493 54.84931507],0
p10,1,0.004611,8.025979,[45 13] ; [48 40],[36.94520548 21.05479452] ; [56.05479452 31.94520548],0
p6,1,0.007136,7.238342,[20 36] ; [14 73],[13.31468531 42.68531469] ; [20.68531469 66.31468531],0
r1,1,0.026705,4.909764,[49  9] ; [60 28],[43.30136986 14.69863014] ; [65.69863014 22.30136986],0
p11,1,0.027283,4.872839,[43 15] ; [50 39],[36.69387755 21.30612245] ; [56.30612245 32.69387755],0
p2,1,0.028341,4.807214,[48 10] ; [59 30],[42.21768707 15.78231293] ; [64.78231293 24.21768707],0
n1,1,0.035584,4.416941,[7 4] ; [11 27],[4.04081633 6.95918367] ; [13.95918367 24.04081633],0
d5,1,0.052035,3.774655,[49  9] ; [62 26],[44.09589041 13.90410959] ; [66.90410959 21.09589041],0
a8,1,0.101082,2.688384,[ 2 51] ; [10 74],[ 4.64233577 48.35766423] ; [ 7.35766423 76.64233577],0
s6,1,0.117148,2.455049,[36 22] ; [43 45],[31.38356164 26.61643836] ; [47.61643836 40.38356164],0
n2,1,0.123379,2.373899,[10  1] ; [27 13],[7.98039216 3.01960784] ; [29.01960784 10.98039216],0
r4,1,0.144376,2.13069,[50  8] ; [68 21],[46.55782313 11.44217687] ; [71.44217687 17.55782313],0
s2,1,0.148917,2.083309,[20 37] ; [42 47],[24.20547945 32.79452055] ; [37.79452055 51.20547945],0
d3,1,0.153705,2.035088,[42 16] ; [53 34],[38. 20.] ; [57. 30.],0
s1,1,0.160562,1.968929,[ 1 56] ; [ 6 81],[ 2.77083333 54.22916667] ; [ 4.22916667 82.77083333],0
v2,1,0.186034,1.748747,[29 25] ; [35 48],[25.22627737 28.77372263] ; [38.77372263 44.22627737],0
s3,1,0.211715,1.559661,[27 30] ; [51 37],[30.66206897 26.33793103] ; [47.33793103 40.66206897],0
v3,1,0.233153,1.421525,[18 37] ; [19 62],[14.96323529 40.03676471] ; [22.03676471 58.96323529],0
s8,1,0.243804,1.358463,[23 35] ; [27 62],[19.72789116 38.27210884] ; [30.27210884 58.72789116],0
a3,1,0.277729,1.178168,[34 24] ; [60 29],[37.08843537 20.91156463] ; [56.91156463 32.08843537],0
b5,1,0.282111,1.156892,[39 19] ; [52 37],[35.9047619 22.0952381] ; [55.0952381 33.9047619],0
d1,1,0.283307,1.151159,[30 28] ; [38 51],[26.82993197 31.17006803] ; [41.17006803 47.82993197],0
r3,1,0.284861,1.143753,[54  4] ; [78 11],[52.08163265  5.91836735] ; [79.91836735  9.08163265],0
u1,1,0.285009,1.143049,[ 3 55] ; [ 9 80],[ 4.73469388 53.26530612] ; [ 7.26530612 81.73469388],0
a6,1,0.333552,0.935058,[42 16] ; [57 31],[39.32876712 18.67123288] ; [59.67123288 28.32876712],0
p5,1,0.334481,0.931471,[ 4 54] ; [ 3 85],[ 2.78082192 55.21917808] ; [ 4.21917808 83.78082192],0
u2,1,0.334564,0.931151,[17  7] ; [23  5],[18.46153846  5.53846154] ; [21.53846154  6.46153846],0
b4,1,0.349577,0.874992,[30 28] ; [53 36],[32.74829932 25.25170068] ; [50.25170068 38.74829932],0
p9,1,0.360764,0.835231,[43 15] ; [59 29],[40.52054795 17.47945205] ; [61.47945205 26.52054795],0
r2,1,0.373454,0.792139,[50  8] ; [80  8],[51.64383562  6.35616438] ; [78.35616438  9.64383562],0
a4,1,0.374348,0.78918,[18 40] ; [34 55],[20.5170068 37.4829932] ; [31.4829932 57.5170068],0
s5,1,0.421393,0.646426,[14 44] ; [15 66],[12.10071942 45.89928058] ; [16.89928058 64.10071942],0
d4,1,0.444615,0.584343,[43 15] ; [70 18],[44.89041096 13.10958904] ; [68.10958904 19.89041096],0
a7,1,0.485377,0.486757,[41 17] ; [58 31],[39.06122449 18.93877551] ; [59.93877551 29.06122449],0
p1,1,0.491498,0.473245,[ 5 53] ; [ 5 83],[ 3.97260274 54.02739726] ; [ 6.02739726 81.97260274],0
n3,1,0.515936,0.42201,[7 4] ; [28 10],[7.85714286 3.14285714] ; [27.14285714 10.85714286],0
d2,1,0.518616,0.416644,[20 38] ; [35 53],[21.84931507 36.15068493] ; [33.15068493 54.84931507],0
n4,1,0.542895,0.3702,[27 31] ; [46 43],[28.80272109 29.19727891] ; [44.19727891 44.80272109],0
s7,1,0.587125,0.294857,[20 34] ; [27 56],[18.52554745 35.47445255] ; [28.47445255 54.52554745],0
p12,1,0.678875,0.171395,[ 2 56] ; [ 2 85],[ 1.6 56.4] ; [ 2.4 84.6],0
a5,1,0.703505,0.144851,[37 21] ; [54 35],[35.9047619 22.0952381] ; [55.0952381 33.9047619],0
a1,1,0.754054,0.098156,[ 2 56] ; [ 4 85],[ 2.36734694 55.63265306] ; [ 3.63265306 85.36734694],0
s4,1,0.808577,0.058691,[10 48] ; [14 75],[ 9.46938776 48.53061224] ; [14.53061224 74.46938776],0
u3,1,0.838424,0.041579,[18  5] ; [22  7],[17.69230769  5.30769231] ; [22.30769231  6.69230769],0
b1,1,0.89041,0.018985,[30 28] ; [45 44],[29.59183673 28.40816327] ; [45.40816327 43.59183673],0
n5,1,0.890753,0.018865,[24 34] ; [37 50],[24.4 33.6] ; [36.6 50.4],0
v1,1,0.909696,0.012865,[25 31] ; [38 49],[24.67132867 31.32867133] ; [38.32867133 48.67132867],0
a2,1,0.972272,0.001208,[ 9 49] ; [14 75],[ 9.07482993 48.92517007] ; [13.92517007 75.07482993],0
b2,1,0.985069,0.00035,[ 9 26] ; [12 35],[ 8.96341463 26.03658537] ; [12.03658537 34.96341463],0
b3,1,0.985069,0.00035,[ 9 26] ; [12 35],[ 8.96341463 26.03658537] ; [12.03658537 34.96341463],0
