Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.014864,5.932551,[ 7 29] ; [4 2],[ 9.42857143 26.57142857] ; [1.57142857 4.42857143],0
v2,1,0.01978,5.431188,[ 7 27] ; [4 2],[ 9.35 24.65] ; [1.65 4.35],0
p7,1,0.020884,5.336471,[12 24] ; [5 1],[14.57142857 21.42857143] ; [2.42857143 3.57142857],0
b4,1,0.030465,4.68287,[23 13] ; [1 5],[20.57142857 15.42857143] ; [3.42857143 2.57142857],0
p8,1,0.046401,3.966981,[ 9 26] ; [4 2],[11.09756098 23.90243902] ; [1.90243902 4.09756098],0
p11,1,0.07776,3.111111,[16 20] ; [5 1],[18. 18.] ; [3. 3.],0
d5,1,0.07776,3.111111,[16 20] ; [5 1],[18. 18.] ; [3. 3.],0
s4,1,0.080002,3.064865,[ 3 33] ; [2 4],[ 4.28571429 31.71428571] ; [0.71428571 5.28571429],0
v4,1,0.101066,2.688636,[17 19] ; [5 1],[18.85714286 17.14285714] ; [3.14285714 2.85714286],0
p4,1,0.11956,2.423077,[12 24] ; [4 2],[13.71428571 22.28571429] ; [2.28571429 3.71428571],0
a6,1,0.11956,2.423077,[12 24] ; [4 2],[13.71428571 22.28571429] ; [2.28571429 3.71428571],0
s7,1,0.131379,2.276129,[ 4 27] ; [2 3],[ 5.16666667 25.83333333] ; [0.83333333 4.16666667],0
u1,1,0.139135,2.1875,[ 1 35] ; [1 5],[ 1.71428571 34.28571429] ; [0.28571429 5.71428571],0
p5,1,0.146812,2.105067,[ 1 34] ; [1 5],[ 1.70731707 33.29268293] ; [0.29268293 5.70731707],0
v1,1,0.151928,2.052786,[ 8 28] ; [3 3],[ 9.42857143 26.57142857] ; [1.57142857 4.42857143],0
r4,1,0.236724,1.4,[ 5 31] ; [2 4],[ 6. 30.] ; [1. 5.],0
n5,1,0.243022,1.362981,[21 15] ; [5 1],[22.28571429 13.71428571] ; [3.71428571 2.28571429],0
b1,1,0.243022,1.362981,[21 15] ; [5 1],[22.28571429 13.71428571] ; [3.71428571 2.28571429],0
n2,1,0.271028,1.211538,[12  6] ; [1 2],[11.14285714  6.85714286] ; [1.85714286 1.14285714],0
b5,1,0.312951,1.018182,[16 20] ; [4 2],[17.14285714 18.85714286] ; [2.85714286 3.14285714],0
a7,1,0.312951,1.018182,[16 20] ; [4 2],[17.14285714 18.85714286] ; [2.85714286 3.14285714],0
n4,1,0.312951,1.018182,[16 20] ; [4 2],[17.14285714 18.85714286] ; [2.85714286 3.14285714],0
s5,1,0.327877,0.957265,[ 2 34] ; [1 5],[ 2.57142857 33.42857143] ; [0.42857143 5.57142857],0
a4,1,0.349575,0.875,[11 25] ; [3 3],[12. 24.] ; [2. 4.],0
d1,1,0.442719,0.589226,[ 7 29] ; [2 4],[ 7.71428571 28.28571429] ; [1.28571429 4.71428571],0
a2,1,0.519708,0.414474,[ 3 33] ; [1 5],[ 3.42857143 32.57142857] ; [0.57142857 5.42857143],0
a5,1,0.526853,0.400458,[17 19] ; [2 4],[16.28571429 19.71428571] ; [2.71428571 3.28571429],0
s2,1,0.536939,0.381242,[ 3 32] ; [1 5],[ 3.41463415 31.58536585] ; [0.58536585 5.41463415],0
r3,1,0.550836,0.355821,[22 13] ; [3 3],[21.34146341 13.65853659] ; [3.65853659 2.34146341],0
d4,1,0.607706,0.263529,[22 14] ; [3 3],[21.42857143 14.57142857] ; [3.57142857 2.42857143],0
d2,1,0.667322,0.184751,[ 9 27] ; [2 4],[ 9.42857143 26.57142857] ; [1.57142857 4.42857143],0
p9,1,0.677091,0.173419,[19 14] ; [4 2],[19.46153846 13.53846154] ; [3.53846154 2.46153846],0
v3,1,0.697247,0.151351,[ 4 32] ; [1 5],[ 4.28571429 31.71428571] ; [0.71428571 5.28571429],0
n6,1,0.74462,0.106108,[20 15] ; [3 3],[19.63414634 15.36585366] ; [3.36585366 2.63414634],0
a8,1,0.759338,0.09385,[ 4 29] ; [1 5],[ 4.23076923 28.76923077] ; [0.76923077 5.23076923],0
u2,1,0.854445,0.033654,[ 7 11] ; [1 2],[ 6.85714286 11.14285714] ; [1.14285714 1.85714286],0
n3,1,0.854445,0.033654,[11  7] ; [2 1],[11.14285714  6.85714286] ; [1.85714286 1.14285714],0
p10,1,0.894187,0.017691,[16 18] ; [3 3],[16.15 17.85] ; [2.85 3.15],0
r1,1,0.895405,0.017284,[13 23] ; [2 4],[12.85714286 23.14285714] ; [2.14285714 3.85714286],0
d3,1,0.895405,0.017284,[13 23] ; [2 4],[12.85714286 23.14285714] ; [2.14285714 3.85714286],0
a3,1,0.948428,0.004184,[18 17] ; [3 3],[17.92682927 17.07317073] ; [3.07317073 2.92682927],0
