Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,6.3e-05,16.020962,[29  6] ; [111 127],[17.94871795 17.05128205] ; [122.05128205 115.94871795],1
s2,1,0.000256,13.36567,[22 13] ; [ 75 165],[12.34545455 22.65454545] ; [ 84.65454545 155.34545455],1
s3,1,0.003212,8.682754,[22 13] ; [ 87 150],[14.02573529 20.97426471] ; [ 94.97426471 142.02573529],0
p3,1,0.021278,5.303876,[21 14] ; [ 93 143],[14.72324723 20.27675277] ; [ 99.27675277 136.72324723],0
s5,1,0.02469,5.045493,[14 19] ; [ 57 180],[ 8.67777778 24.32222222] ; [ 62.32222222 174.67777778],0
p6,1,0.04763,3.923002,[15 20] ; [ 62 171],[10.05597015 24.94402985] ; [ 66.94402985 166.05597015],0
u2,1,0.048047,3.908338,[1 5] ; [33 23],[3.29032258 2.70967742] ; [30.70967742 25.29032258],0
p11,1,0.051763,3.783419,[21 14] ; [182  59],[25.74275362  9.25724638] ; [177.25724638  63.74275362],0
s1,1,0.060257,3.530304,[ 3 32] ; [  6 233],[ 1.14963504 33.85036496] ; [  7.85036496 231.14963504],0
n5,1,0.068121,3.327722,[19 16] ; [168  73],[23.71376812 11.28623188] ; [163.28623188  77.71376812],0
r3,1,0.099114,2.719746,[29  5] ; [224  16],[31.39416058  2.60583942] ; [221.60583942  18.39416058],0
v3,1,0.10112,2.687793,[ 7 26] ; [ 82 148],[11.16730038 21.83269962] ; [ 77.83269962 152.16730038],0
a6,1,0.127218,2.326128,[23 12] ; [186  54],[26.6  8.4] ; [182.4  57.6],0
a8,1,0.131695,2.272407,[ 1 32] ; [ 25 189],[ 3.47368421 29.52631579] ; [ 22.52631579 191.47368421],0
n4,1,0.155968,2.012886,[22 13] ; [179  62],[25.48913043  9.51086957] ; [175.51086957  65.48913043],0
a2,1,0.159432,1.979609,[ 8 27] ; [ 84 157],[11.66666667 23.33333333] ; [ 80.33333333 160.66666667],0
v1,1,0.16221,1.953498,[13 22] ; [118 119],[16.85661765 18.14338235] ; [114.14338235 122.85661765],0
a5,1,0.17797,1.814493,[31  4] ; [190  51],[28.02536232  6.97463768] ; [192.97463768  48.02536232],0
a7,1,0.199207,1.64818,[24 11] ; [188  52],[26.98181818  8.01818182] ; [185.01818182  54.98181818],0
p1,1,0.207808,1.586634,[ 1 34] ; [ 22 218],[ 2.92727273 32.07272727] ; [ 20.07272727 219.92727273],0
u1,1,0.214749,1.539121,[ 5 30] ; [ 57 184],[ 7.86231884 27.13768116] ; [ 54.13768116 186.86231884],0
p2,1,0.240949,1.375032,[25 10] ; [189  47],[27.63837638  7.36162362] ; [186.36162362  49.63837638],0
v4,1,0.252481,1.309524,[30  5] ; [220  20],[31.81818182  3.18181818] ; [218.18181818  21.81818182],0
b2,1,0.254753,1.297046,[ 4 14] ; [49 88],[ 6.15483871 11.84516129] ; [46.84516129 90.15483871],0
b3,1,0.254753,1.297046,[ 4 14] ; [49 88],[ 6.15483871 11.84516129] ; [46.84516129 90.15483871],0
s7,1,0.258531,1.276606,[12 20] ; [ 64 166],[ 9.28244275 22.71755725] ; [ 66.71755725 163.28244275],0
p4,1,0.349055,0.876889,[22 13] ; [129 108],[19.43014706 15.56985294] ; [131.56985294 105.43014706],0
d3,1,0.349504,0.875256,[33  2] ; [214  26],[31.43636364  3.56363636] ; [215.56363636  24.43636364],0
a3,1,0.412936,0.67033,[29  6] ; [184  56],[27.10909091  7.89090909] ; [185.89090909  54.10909091],0
r2,1,0.433159,0.614338,[33  1] ; [222  15],[31.99261993  2.00738007] ; [223.00738007  13.99261993],0
r4,1,0.440314,0.595464,[28  7] ; [205  36],[29.54710145  5.45289855] ; [203.45289855  37.54710145],0
d4,1,0.46294,0.538777,[34  1] ; [235   3],[34.48717949  0.51282051] ; [234.51282051   3.48717949],0
p10,1,0.479893,0.499106,[28  7] ; [178  61],[26.31386861  8.68613139] ; [179.68613139  59.31386861],0
d2,1,0.567596,0.326721,[23 12] ; [167  70],[24.44852941 10.55147059] ; [165.55147059  71.44852941],0
p12,1,0.573858,0.31627,[ 1 34] ; [ 12 227],[ 1.66058394 33.33941606] ; [ 11.33941606 227.66058394],0
a4,1,0.583982,0.299841,[19 16] ; [142  98],[20.49090909 14.50909091] ; [140.50909091  99.49090909],0
b1,1,0.589462,0.291186,[11 24] ; [ 87 154],[12.42753623 22.57246377] ; [ 85.57246377 155.42753623],0
u3,1,0.62018,0.245614,[4 2] ; [32 25],[3.42857143 2.57142857] ; [32.57142857 24.42857143],0
r1,1,0.659719,0.193865,[27  8] ; [192  47],[27.97445255  7.02554745] ; [191.02554745  47.97445255],0
v2,1,0.669071,0.182691,[19 15] ; [138  93],[20.14339623 13.85660377] ; [136.85660377  94.14339623],0
n1,1,0.677451,0.173009,[4 8] ; [17 45],[3.40540541 8.59459459] ; [17.59459459 44.40540541],0
a1,1,0.714969,0.133364,[ 1 34] ; [ 10 231],[ 1.39492754 33.60507246] ; [  9.60507246 231.39492754],0
n2,1,0.72521,0.123556,[8 4] ; [38 24],[7.45945946 4.54054054] ; [38.54054054 23.45945946],0
n6,1,0.732386,0.116932,[29  6] ; [193  47],[28.25454545  6.74545455] ; [193.74545455  46.25454545],0
b5,1,0.733225,0.116171,[20 15] ; [145  96],[20.92391304 14.07608696] ; [144.07608696  96.92391304],0
b4,1,0.796532,0.06648,[22 13] ; [146  95],[21.30434783 13.69565217] ; [146.69565217  94.30434783],0
n3,1,0.881556,0.0222,[8 4] ; [42 19],[8.21917808 3.78082192] ; [41.78082192 19.21917808],0
d5,1,0.900268,0.015706,[34  1] ; [234   6],[34.10909091  0.89090909] ; [233.89090909   6.10909091],0
p9,1,0.968001,0.001609,[27  8] ; [182  53],[27.09259259  7.90740741] ; [181.90740741  53.09259259],0
p8,1,0.973526,0.001101,[15 18] ; [107 130],[14.91111111 18.08888889] ; [107.08888889 129.91111111],0
p7,1,0.989184,0.000184,[20 15] ; [134 101],[19.96296296 15.03703704] ; [134.03703704 100.96296296],0
