Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.957218,[62 16] ; [ 7 28],[47.62831858 30.37168142] ; [21.37168142 13.62831858],1
r3,1,3.2e-05,17.300208,[66 11] ; [17 18],[57.0625 19.9375] ; [25.9375  9.0625],1
r2,1,0.000201,13.821339,[71  7] ; [21 13],[64.07142857 13.92857143] ; [27.92857143  6.07142857],1
u3,1,0.000814,11.208421,[18  7] ; [ 4 15],[12.5 12.5] ; [9.5 9.5],1
v4,1,0.0037,8.425319,[63 13] ; [20 15],[56.82882883 19.17117117] ; [26.17117117  8.82882883],0
s8,1,0.010252,6.590501,[17 60] ; [ 1 34],[12.375 64.625] ; [ 5.625 29.375],0
s2,1,0.013348,6.122336,[26 51] ; [ 4 31],[20.625 56.375] ; [ 9.375 25.625],0
a3,1,0.01972,5.43648,[53 24] ; [16 19],[47.4375 29.5625] ; [21.5625 13.4375],0
s4,1,0.025451,4.99295,[ 6 71] ; [ 8 27],[ 9.625 67.375] ; [ 4.375 30.625],0
a5,1,0.031695,4.614903,[46 32] ; [13 22],[40.72566372 37.27433628] ; [18.27433628 16.72566372],0
a7,1,0.038233,4.294626,[47 30] ; [14 21],[41.9375 35.0625] ; [19.0625 15.9375],0
p1,1,0.05437,3.701315,[ 2 75] ; [ 4 31],[ 4.125 72.875] ; [ 1.875 33.125],0
d4,1,0.054375,3.701139,[59 17] ; [21 14],[54.77477477 21.22522523] ; [25.22522523  9.77477477],0
u2,1,0.057915,3.596116,[17  8] ; [ 7 11],[13.95348837 11.04651163] ; [10.04651163  7.95348837],0
p2,1,0.066084,3.377701,[39 39] ; [11 24],[34.51327434 43.48672566] ; [15.48672566 19.51327434],0
p10,1,0.066536,3.366463,[21 57] ; [ 4 31],[17.25663717 60.74336283] ; [ 7.74336283 27.25663717],0
v1,1,0.069937,3.284492,[29 49] ; [ 7 28],[24.84955752 53.15044248] ; [11.15044248 23.84955752],0
n1,1,0.090349,2.868148,[14 16] ; [ 4 14],[11.25 18.75] ; [ 6.75 11.25],0
a2,1,0.116554,2.463029,[16 62] ; [ 3 32],[13.11504425 64.88495575] ; [ 5.88495575 29.11504425],0
d2,1,0.120569,2.409917,[33 44] ; [20 14],[36.76576577 40.23423423] ; [16.23423423 17.76576577],0
d5,1,0.124508,2.359681,[54 24] ; [19 16],[50.38938053 27.61061947] ; [22.61061947 12.38938053],0
s7,1,0.138242,2.197425,[20 50] ; [ 5 28],[16.99029126 53.00970874] ; [ 8.00970874 24.99029126],0
p11,1,0.153225,2.039847,[38 40] ; [12 23],[34.51327434 43.48672566] ; [15.48672566 19.51327434],0
s3,1,0.17768,1.816926,[31 47] ; [ 9 25],[27.85714286 50.14285714] ; [12.14285714 21.85714286],0
u1,1,0.179177,1.804441,[ 8 70] ; [ 1 34],[ 6.21238938 71.78761062] ; [ 2.78761062 32.21238938],0
s1,1,0.190387,1.714621,[ 8 70] ; [ 1 33],[ 6.26785714 71.73214286] ; [ 2.73214286 31.26785714],0
b4,1,0.207931,1.585775,[52 26] ; [19 16],[49.00884956 28.99115044] ; [21.99115044 13.00884956],0
n2,1,0.221347,1.495617,[18 12] ; [ 8 11],[15.91836735 14.08163265] ; [10.08163265  8.91836735],0
a1,1,0.227283,1.457785,[ 4 74] ; [ 4 31],[ 5.52212389 72.47787611] ; [ 2.47787611 32.52212389],0
b1,1,0.237506,1.395334,[45 33] ; [16 19],[42.10619469 35.89380531] ; [18.89380531 16.10619469],0
d3,1,0.26693,1.232456,[40 38] ; [14 21],[37.27433628 40.72566372] ; [16.72566372 18.27433628],0
p7,1,0.287495,1.131313,[30 47] ; [10 25],[27.5 49.5] ; [12.5 22.5],0
d1,1,0.291112,1.114473,[35 43] ; [12 23],[32.44247788 45.55752212] ; [14.55752212 20.44247788],0
a4,1,0.321271,0.983764,[33 45] ; [11 23],[30.64285714 47.35714286] ; [13.35714286 20.64285714],0
b3,1,0.337129,0.92132,[12 31] ; [ 8 12],[13.65079365 29.34920635] ; [ 6.34920635 13.65079365],0
