Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.00773,7.094926,[ 7 41] ; [6 6],[10.4 37.6] ; [2.6 9.4],0
s7,1,0.033637,4.513048,[ 8 36] ; [5 5],[10.59259259 33.40740741] ; [2.40740741 7.59259259],0
s6,1,0.035015,4.444444,[16 32] ; [8 4],[19.2 28.8] ; [4.8 7.2],0
d1,1,0.040997,4.176136,[10 38] ; [6 6],[12.8 35.2] ; [3.2 8.8],0
p4,1,0.049535,3.857143,[17 31] ; [8 4],[20. 28.] ; [5. 7.],0
r4,1,0.06008,3.535188,[ 8 40] ; [5 7],[10.4 37.6] ; [2.6 9.4],0
v1,1,0.062573,3.467852,[11 37] ; [6 6],[13.6 34.4] ; [3.4 8.6],0
d5,1,0.070545,3.2703,[22 26] ; [9 3],[24.8 23.2] ; [6.2 5.8],0
u3,1,0.074653,3.177629,[ 5 19] ; [3 2],[ 6.62068966 17.37931034] ; [1.37931034 3.62068966],0
p3,1,0.093194,2.818323,[ 9 39] ; [5 7],[11.2 36.8] ; [2.8 9.2],0
p5,1,0.11489,2.485635,[ 4 43] ; [3 9],[ 5.57627119 41.42372881] ; [ 1.42372881 10.57627119],0
a2,1,0.120507,2.410714,[ 2 46] ; [ 2 10],[ 3.2 44.8] ; [ 0.8 11.2],0
p7,1,0.147232,2.100694,[17 31] ; [7 5],[19.2 28.8] ; [4.8 7.2],0
p10,1,0.154445,2.027786,[23 24] ; [8 3],[25.12068966 21.87931034] ; [5.87931034 5.12068966],0
d4,1,0.170904,1.875,[30 18] ; [10  2],[32. 16.] ; [8. 4.],0
a4,1,0.188941,1.725852,[11 37] ; [5 7],[12.8 35.2] ; [3.2 8.8],0
p11,1,0.19043,1.714286,[26 22] ; [9 3],[28. 20.] ; [7. 5.],0
b4,1,0.19043,1.714286,[30 18] ; [5 7],[28. 20.] ; [7. 5.],0
v2,1,0.191301,1.707572,[12 35] ; [5 6],[13.77586207 33.22413793] ; [3.22413793 7.77586207],0
a5,1,0.196706,1.666667,[22 26] ; [8 4],[24. 24.] ; [6. 6.],0
s2,1,0.203629,1.616154,[ 9 39] ; [4 7],[10.57627119 37.42372881] ; [2.42372881 8.57627119],0
p1,1,0.242908,1.363636,[ 3 45] ; [ 2 10],[ 4. 44.] ; [ 1. 11.],0
p8,1,0.270685,1.21327,[12 35] ; [5 7],[13.54237288 33.45762712] ; [3.45762712 8.54237288],0
d2,1,0.324127,0.972222,[13 35] ; [5 7],[14.4 33.6] ; [3.6 8.4],0
p9,1,0.390469,0.73748,[27 19] ; [8 3],[28.24561404 17.75438596] ; [6.75438596 4.24561404],0
b2,1,0.418796,0.65369,[ 7 23] ; [3 5],[ 7.89473684 22.10526316] ; [2.10526316 5.89473684],0
b3,1,0.418796,0.65369,[ 7 23] ; [3 5],[ 7.89473684 22.10526316] ; [2.10526316 5.89473684],0
n4,1,0.434464,0.61086,[26 22] ; [8 4],[27.2 20.8] ; [6.8 5.2],0
v4,1,0.434464,0.61086,[26 22] ; [8 4],[27.2 20.8] ; [6.8 5.2],0
d3,1,0.438323,0.600667,[22 26] ; [7 5],[23.2 24.8] ; [5.8 6.2],0
r3,1,0.46564,0.532304,[30 17] ; [9 3],[31.06779661 15.93220339] ; [7.93220339 4.06779661],0
r1,1,0.493563,0.46875,[15 33] ; [5 7],[16. 32.] ; [4. 8.],0
a6,1,0.512691,0.428571,[19 29] ; [6 6],[20. 28.] ; [5. 7.],0
b5,1,0.518605,0.416667,[25 23] ; [5 7],[24. 24.] ; [6. 6.],0
n5,1,0.598161,0.277778,[28 20] ; [8 4],[28.8 19.2] ; [7.2 4.8],0
n1,1,0.618757,0.247619,[ 6 15] ; [2 3],[ 6.46153846 14.53846154] ; [1.53846154 3.46153846],0
a3,1,0.652637,0.202591,[24 23] ; [7 5],[24.69491525 22.30508475] ; [6.30508475 5.69491525],0
u2,1,0.683949,0.165714,[12 12] ; [3 2],[12.4137931 11.5862069] ; [2.5862069 2.4137931],0
a7,1,0.697896,0.15067,[23 25] ; [5 7],[22.4 25.6] ; [5.6 6.4],0
s5,1,0.704111,0.144231,[ 6 42] ; [ 2 10],[ 6.4 41.6] ; [ 1.6 10.4],0
n6,1,0.750926,0.100755,[29 18] ; [8 4],[29.47457627 17.52542373] ; [7.52542373 4.47457627],0
s3,1,0.905517,0.014088,[12 35] ; [3 8],[12.15517241 34.84482759] ; [2.84482759 8.15517241],0
a8,1,0.918799,0.010393,[ 5 40] ; [1 9],[ 4.90909091 40.09090909] ; [1.09090909 8.90909091],0
n3,1,0.937287,0.00619,[13  8] ; [3 2],[12.92307692  8.07692308] ; [3.07692308 1.92307692],0
n2,1,0.937287,0.00619,[13  8] ; [3 2],[12.92307692  8.07692308] ; [3.07692308 1.92307692],0
p2,1,1.0,0.0,[28 20] ; [7 5],[28. 20.] ; [7. 5.],0
s1,1,1.0,0.0,[ 4 44] ; [ 1 11],[ 4. 44.] ; [ 1. 11.],0
b1,1,1.0,0.0,[28 20] ; [7 5],[28. 20.] ; [7. 5.],0
