Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2.3e-05,17.930658,[83 24] ; [19 26],[71.80263158 35.19736842] ; [30.19736842 14.80263158],1
p10,1,0.000319,12.957966,[96 11] ; [28 15],[88.45333333 18.54666667] ; [35.54666667  7.45333333],1
p9,1,0.000484,12.177151,[98  9] ; [29 13],[91.20134228 15.79865772] ; [35.79865772  6.20134228],1
p8,1,0.001745,9.799937,[60 44] ; [13 31],[51.2972973 52.7027027] ; [21.7027027 22.2972973],0
n4,1,0.002865,8.891658,[75 32] ; [20 25],[66.875 40.125] ; [28.125 16.875],0
n6,1,0.004432,8.097762,[95 11] ; [32 13],[89.15231788 16.84768212] ; [37.84768212  7.15231788],0
b1,1,0.025593,4.983332,[32 75] ; [22 23],[38.01315789 68.98684211] ; [15.98684211 29.01315789],0
d5,1,0.033313,4.529601,[81 26] ; [40  4],[85.74172185 21.25827815] ; [35.25827815  8.74172185],0
p2,1,0.035396,4.425974,[88 19] ; [30 15],[83.06578947 23.93421053] ; [34.93421053 10.06578947],0
s6,1,0.060629,3.520104,[92 12] ; [32 10],[88.32876712 15.67123288] ; [35.67123288  6.32876712],0
p7,1,0.070771,3.265051,[70 33] ; [23 21],[65.16326531 37.83673469] ; [27.83673469 16.16326531],0
d2,1,0.095547,2.778336,[46 61] ; [26 19],[50.68421053 56.31578947] ; [21.31578947 23.68421053],0
s3,1,0.107039,2.597403,[81 24] ; [29 16],[77. 28.] ; [33. 12.],0
p4,1,0.116785,2.459912,[67 40] ; [22 23],[62.65131579 44.34868421] ; [26.34868421 18.65131579],0
s8,1,0.135177,2.232015,[57 50] ; [18 27],[52.79605263 54.20394737] ; [22.20394737 22.79605263],0
p12,1,0.168096,1.89984,[ 9 98] ; [ 1 43],[ 7.08609272 99.91390728] ; [ 2.91390728 41.08609272],0
r3,1,0.170244,1.880791,[103   4] ; [39  4],[101.29333333   5.70666667] ; [40.70666667  2.29333333],0
p6,1,0.206063,1.598873,[48 58] ; [15 29],[44.52 61.48] ; [18.48 25.52],0
r1,1,0.210913,1.56515,[86 21] ; [32 13],[83.06578947 23.93421053] ; [34.93421053 10.06578947],0
s7,1,0.222434,1.488599,[68 39] ; [21 19],[64.78231293 42.21768707] ; [24.21768707 15.78231293],0
d3,1,0.246801,1.34132,[78 29] ; [36  8],[80.78145695 26.21854305] ; [33.21854305 10.78145695],0
n2,1,0.328979,0.952912,[19  4] ; [14  6],[17.65116279  5.34883721] ; [15.34883721  4.65116279],0
a7,1,0.349576,0.874997,[72 35] ; [33 11],[74.40397351 32.59602649] ; [30.59602649 13.40397351],0
s2,1,0.358475,0.843229,[77 27] ; [30 15],[74.68456376 29.31543624] ; [32.31543624 12.68456376],0
a6,1,0.372528,0.795213,[70 37] ; [26 19],[67.57894737 39.42105263] ; [28.42105263 16.57894737],0
n3,1,0.372723,0.794565,[17  6] ; [17  3],[18.18604651  4.81395349] ; [15.81395349  4.18604651],0
p3,1,0.374342,0.7892,[56 51] ; [20 25],[53.5 53.5] ; [22.5 22.5],0
v1,1,0.381447,0.766032,[53 53] ; [19 26],[50.54304636 55.45695364] ; [21.45695364 23.54304636],0
v4,1,0.439313,0.598076,[102   4] ; [42  3],[101.08609272   4.91390728] ; [42.91390728  2.08609272],0
r4,1,0.464506,0.535014,[99  8] ; [40  5],[97.84868421  9.15131579] ; [41.15131579  3.84868421],0
a2,1,0.473405,0.514018,[22 85] ; [ 7 38],[20.41447368 86.58552632] ; [ 8.58552632 36.41447368],0
b3,1,0.481273,0.495976,[15 46] ; [ 3 15],[13.89873418 47.10126582] ; [ 4.10126582 13.89873418],0
b2,1,0.481273,0.495976,[15 46] ; [ 3 15],[13.89873418 47.10126582] ; [ 4.10126582 13.89873418],0
s5,1,0.522023,0.409894,[51 48] ; [23 17],[52.70503597 46.29496403] ; [21.29496403 18.70503597],0
a4,1,0.528146,0.397958,[44 63] ; [21 24],[45.75657895 61.24342105] ; [19.24342105 25.75657895],0
u1,1,0.554518,0.349285,[21 86] ; [ 7 38],[19.71052632 87.28947368] ; [ 8.28947368 36.71052632],0
b4,1,0.576249,0.312338,[67 40] ; [26 19],[65.46710526 41.53289474] ; [27.53289474 17.46710526],0
p5,1,0.589762,0.290716,[10 97] ; [ 3 42],[ 9.15131579 97.84868421] ; [ 3.84868421 41.15131579],0
v3,1,0.589969,0.290393,[33 71] ; [12 32],[31.62162162 72.37837838] ; [13.37837838 30.62162162],0
u2,1,0.595901,0.281223,[16 18] ; [5 8],[15.19148936 18.80851064] ; [5.80851064 7.19148936],0
p1,1,0.599243,0.276138,[ 9 98] ; [ 5 40],[ 9.85526316 97.14473684] ; [ 4.14473684 40.85526316],0
b5,1,0.679697,0.170467,[68 39] ; [27 18],[66.875 40.125] ; [28.125 16.875],0
a3,1,0.725171,0.123592,[73 34] ; [32 13],[73.91447368 33.08552632] ; [31.08552632 13.91447368],0
n1,1,0.738514,0.111437,[ 8 15] ; [ 6 14],[ 7.48837209 15.51162791] ; [ 6.51162791 13.48837209],0
a5,1,0.791986,0.069555,[76 31] ; [31 14],[75.32236842 31.67763158] ; [31.67763158 13.32236842],0
v2,1,0.815422,0.054493,[47 56] ; [21 23],[47.6462585 55.3537415] ; [20.3537415 23.6462585],0
a1,1,0.837989,0.041806,[  3 104] ; [ 1 44],[  2.81578947 104.18421053] ; [ 1.18421053 43.81578947],0
u3,1,0.839797,0.040866,[22 12] ; [8 5],[21.70212766 12.29787234] ; [8.29787234 4.70212766],0
d1,1,0.899924,0.015815,[63 44] ; [26 19],[62.65131579 44.34868421] ; [26.34868421 18.65131579],0
d4,1,0.937568,0.006135,[85 22] ; [36  9],[85.17763158 21.82236842] ; [35.82236842  9.17763158],0
s1,1,0.963831,0.002056,[  5 101] ; [ 2 42],[  4.94666667 101.05333333] ; [ 2.05333333 41.94666667],0
a8,1,0.975848,0.000917,[ 5 95] ; [ 2 39],[ 4.96453901 95.03546099] ; [ 2.03546099 38.96453901],0
