Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,85.57991,[ 4 63] ; [132  52],[36.30278884 30.69721116] ; [99.69721116 84.30278884],1
d4,1,0.0,48.232001,[29 38] ; [158  25],[50.116 16.884] ; [136.884  46.116],1
d3,1,0.0,31.350682,[22 45] ; [132  52],[41.10756972 25.89243028] ; [112.89243028  71.10756972],1
a4,1,0.0,26.094122,[13 53] ; [103  80],[30.74698795 35.25301205] ; [85.25301205 97.74698795],1
d2,1,0.0,25.281144,[18 49] ; [113  67],[35.53441296 31.46558704] ; [95.46558704 84.53441296],1
a3,1,8e-06,19.868186,[30 35] ; [140  44],[44.37751004 20.62248996] ; [125.62248996  58.37751004],1
a7,1,0.00011,14.959897,[32 35] ; [135  48],[44.756 22.244] ; [122.244  60.756],1
s8,1,0.000113,14.905043,[11 56] ; [ 78 104],[23.94779116 43.05220884] ; [ 65.05220884 116.94779116],1
a5,1,0.000135,14.568466,[36 31] ; [144  40],[48.04780876 18.95219124] ; [131.95219124  52.04780876],1
r3,1,0.000207,13.770773,[47 19] ; [165  18],[56.19277108  9.80722892] ; [155.80722892  27.19277108],1
u1,1,0.00043,12.398273,[ 2 65] ; [ 40 144],[11.21115538 55.78884462] ; [ 30.78884462 153.21115538],1
a2,1,0.000503,12.104324,[ 5 62] ; [ 52 132],[15.21513944 51.78486056] ; [ 41.78486056 142.21513944],1
p4,1,0.000845,11.139808,[18 48] ; [94 90],[29.568 36.432] ; [ 82.432 101.568],1
p2,1,0.001537,10.033735,[35 32] ; [135  49],[45.37848606 21.62151394] ; [124.62151394  59.37848606],0
p3,1,0.001896,9.648031,[12 55] ; [ 71 112],[22.244 44.756] ; [ 60.756 122.244],0
n6,1,0.002007,9.54336,[50 16] ; [167  17],[57.288  8.712] ; [159.712  24.288],0
r2,1,0.002712,8.991926,[54 13] ; [171  12],[60.3  6.7] ; [164.7  18.3],0
v4,1,0.003539,8.506318,[52 15] ; [168  16],[58.7250996  8.2749004] ; [161.2749004  22.7250996],0
a6,1,0.003777,8.38792,[35 32] ; [132  52],[44.57768924 22.42231076] ; [122.42231076  61.57768924],0
s6,1,0.004105,8.236813,[29 38] ; [115  66],[38.90322581 28.09677419] ; [105.09677419  75.90322581],0
v2,1,0.004198,8.195998,[18 45] ; [87 89],[27.67782427 35.32217573] ; [77.32217573 98.67782427],0
b5,1,0.005173,7.817949,[33 34] ; [126  58],[42.44223108 24.55776892] ; [116.55776892  67.44223108],0
r4,1,0.006044,7.537256,[45 22] ; [153  31],[52.85258964 14.14741036] ; [145.14741036  38.85258964],0
r1,1,0.016604,5.737731,[39 28] ; [136  48],[46.71314741 20.28685259] ; [128.28685259  55.71314741],0
s7,1,0.021782,5.263087,[19 47] ; [78 95],[26.78661088 39.21338912] ; [ 70.21338912 102.78661088],0
u2,1,0.028184,4.816785,[12 25] ; [25 19],[16.90123457 20.09876543] ; [20.09876543 23.90123457],0
s2,1,0.031127,4.64595,[21 44] ; [86 94],[28.3877551 36.6122449] ; [ 78.6122449 101.3877551],0
n4,1,0.055058,3.680343,[53 14] ; [163  21],[57.65737052  9.34262948] ; [158.34262948  25.65737052],0
p11,1,0.062299,3.47511,[41 26] ; [135  49],[46.98007968 20.01992032] ; [129.01992032  54.98007968],0
s3,1,0.064826,3.409393,[25 39] ; [95 86],[31.34693878 32.65306122] ; [88.65306122 92.34693878],0
p6,1,0.083918,2.987343,[ 6 60] ; [ 33 149],[10.37903226 55.62096774] ; [ 28.62096774 153.37903226],0
s1,1,0.095148,2.785043,[ 6 59] ; [  7 175],[ 3.42105263 61.57894737] ; [  9.57894737 172.42105263],0
u3,1,0.09623,2.766946,[15 22] ; [26 18],[18.72839506 18.27160494] ; [22.27160494 21.72839506],0
v3,1,0.13645,2.217541,[17 48] ; [ 64 112],[21.84647303 43.15352697] ; [ 59.15352697 116.84647303],0
p1,1,0.151926,2.052805,[10 57] ; [ 16 168],[ 6.94023904 60.05976096] ; [ 19.05976096 164.94023904],0
s5,1,0.303742,1.057693,[12 54] ; [ 42 130],[14.97478992 51.02521008] ; [ 39.02521008 132.97478992],0
s4,1,0.30376,1.057614,[12 55] ; [ 23 157],[ 9.49392713 57.50607287] ; [ 25.50607287 154.49392713],0
p9,1,0.391792,0.733372,[48 17] ; [143  38],[50.46747967 14.53252033] ; [140.53252033  40.46747967],0
u4,1,0.45165,0.566508,[ 1 66] ; [  6 178],[ 1.8685259 65.1314741] ; [  5.1314741 178.8685259],0
n3,1,0.475679,0.508754,[16 11] ; [37 18],[17.45121951  9.54878049] ; [35.54878049 19.45121951],0
p8,1,0.489115,0.478472,[19 47] ; [ 45 139],[16.896 49.104] ; [ 47.104 136.896],0
p10,1,0.53714,0.380866,[45 20] ; [134  49],[46.91532258 18.08467742] ; [132.08467742  50.91532258],0
a1,1,0.548803,0.359466,[ 5 62] ; [ 10 174],[ 4.00398406 62.99601594] ; [ 10.99601594 173.00398406],0
a8,1,0.632367,0.228864,[ 8 56] ; [ 17 148],[ 6.98689956 57.01310044] ; [ 18.01310044 146.98689956],0
b3,1,0.654939,0.19973,[15 21] ; [42 70],[13.86486486 22.13513514] ; [43.13513514 68.86486486],0
b2,1,0.654939,0.19973,[15 21] ; [42 70],[13.86486486 22.13513514] ; [43.13513514 68.86486486],0
v1,1,0.667179,0.18492,[27 38] ; [79 98],[28.47107438 36.52892562] ; [77.52892562 99.47107438],0
n1,1,0.692151,0.156766,[12 15] ; [27 28],[12.84146341 14.15853659] ; [26.15853659 28.84146341],0
b1,1,0.7033,0.145061,[28 39] ; [ 72 112],[26.69322709 40.30677291] ; [ 73.30677291 110.69322709],0
n2,1,0.729313,0.119743,[21  7] ; [40 16],[20.33333333  7.66666667] ; [40.66666667 15.33333333],0
b4,1,0.915987,0.011128,[42 25] ; [114  70],[41.64143426 25.35856574] ; [114.35856574  69.64143426],0
p12,1,0.922535,0.009456,[ 6 60] ; [ 16 168],[ 5.808 60.192] ; [ 16.192 167.808],0
p5,1,0.931127,0.00747,[ 5 62] ; [ 13 169],[ 4.84337349 62.15662651] ; [ 13.15662651 168.84337349],0
