Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.000284,13.171258,[23 40] ; [56 28],[33.85714286 29.14285714] ; [45.14285714 38.85714286],1
r4,1,0.000429,12.403125,[39 24] ; [73 11],[48. 15.] ; [64. 20.],1
r1,1,0.000522,12.036119,[30 33] ; [62 20],[39.97241379 23.02758621] ; [52.02758621 29.97241379],1
v2,1,0.004389,8.11541,[16 43] ; [40 38],[24.11678832 34.88321168] ; [31.88321168 46.11678832],0
v1,1,0.006916,7.29478,[20 42] ; [45 37],[27.98611111 34.01388889] ; [37.01388889 44.98611111],0
a3,1,0.009713,6.686801,[24 39] ; [49 33],[31.71724138 31.28275862] ; [41.28275862 40.71724138],0
p9,1,0.011078,6.452715,[40 21] ; [68 13],[46.3943662 14.6056338] ; [61.6056338 19.3943662],0
r3,1,0.012016,6.308435,[45 18] ; [73 10],[50.91780822 12.08219178] ; [67.08219178 15.91780822],0
d3,1,0.014843,5.934999,[10 53] ; [28 55],[16.39726027 46.60273973] ; [21.60273973 61.39726027],0
p10,1,0.017667,5.62884,[38 23] ; [65 16],[44.24647887 16.75352113] ; [58.75352113 22.24647887],0
p2,1,0.018144,5.582231,[38 25] ; [65 18],[44.44520548 18.55479452] ; [58.55479452 24.44520548],0
p3,1,0.0188,5.520009,[20 43] ; [42 40],[26.93793103 36.06206897] ; [35.06206897 46.93793103],0
d5,1,0.019492,5.456818,[23 40] ; [47 37],[30. 33.] ; [40. 44.],0
r2,1,0.028188,4.816517,[49 13] ; [77  7],[53.50684932  8.49315068] ; [72.49315068 11.50684932],0
a6,1,0.030039,4.707068,[30 33] ; [55 29],[36.42857143 26.57142857] ; [48.57142857 35.42857143],0
b1,1,0.066938,3.356546,[32 31] ; [30 54],[26.57142857 36.42857143] ; [35.42857143 48.57142857],0
u3,1,0.070728,3.266054,[12 27] ; [18 17],[15.81081081 23.18918919] ; [14.18918919 20.81081081],0
p7,1,0.075157,3.166631,[30 33] ; [50 30],[35.24475524 27.75524476] ; [44.75524476 35.24475524],0
p4,1,0.090263,2.86968,[26 37] ; [46 37],[31.06849315 31.93150685] ; [40.93150685 42.06849315],0
n3,1,0.10766,2.588235,[18  9] ; [15  2],[20.25  6.75] ; [12.75  4.25],0
p1,1,0.112158,2.523543,[ 5 58] ; [14 69],[ 8.19863014 54.80136986] ; [10.80136986 72.19863014],0
d1,1,0.117525,2.45,[ 1 62] ; [ 6 78],[ 3. 60.] ; [ 4. 80.],0
v3,1,0.121078,2.403318,[16 45] ; [32 51],[20.33333333 40.66666667] ; [27.66666667 55.33333333],0
n2,1,0.123027,2.378359,[19  9] ; [15  2],[21.15555556  6.84444444] ; [12.84444444  4.15555556],0
p8,1,0.145697,2.116736,[23 40] ; [38 40],[27.25531915 35.74468085] ; [33.74468085 44.25531915],0
p12,1,0.146788,2.105317,[ 6 57] ; [ 3 79],[ 3.91034483 59.08965517] ; [ 5.08965517 76.91034483],0
a2,1,0.192106,1.701389,[ 3 60] ; [ 9 75],[ 5.14285714 57.85714286] ; [ 6.85714286 77.14285714],0
n6,1,0.19371,1.689174,[47 16] ; [70 14],[50.14285714 12.85714286] ; [66.85714286 17.14285714],0
b4,1,0.198449,1.65375,[36 27] ; [39 45],[32.14285714 30.85714286] ; [42.85714286 41.14285714],0
v4,1,0.222186,1.490196,[51 11] ; [75  9],[53.50684932  8.49315068] ; [72.49315068 11.50684932],0
b5,1,0.27153,1.209002,[31 32] ; [49 35],[34.28571429 28.71428571] ; [45.71428571 38.28571429],0
n4,1,0.326439,0.962972,[50 13] ; [71 12],[52.21232877 10.78767123] ; [68.78767123 14.21232877],0
s4,1,0.328808,0.953585,[14 49] ; [13 69],[11.73103448 51.26896552] ; [15.26896552 66.73103448],0
p11,1,0.34615,0.887522,[42 21] ; [62 22],[44.57142857 18.42857143] ; [59.42857143 24.57142857],0
s3,1,0.362209,0.830219,[27 35] ; [41 39],[29.69014085 32.30985915] ; [38.30985915 41.69014085],0
s2,1,0.371549,0.798476,[19 43] ; [31 51],[21.52777778 40.47222222] ; [28.47222222 53.52777778],0
a4,1,0.390788,0.736489,[14 48] ; [24 59],[16.24827586 45.75172414] ; [21.75172414 61.24827586],0
s1,1,0.430177,0.622345,[ 5 56] ; [ 4 77],[ 3.86619718 57.13380282] ; [ 5.13380282 75.86619718],0
u1,1,0.430629,0.621127,[ 3 60] ; [ 2 82],[ 2.14285714 60.85714286] ; [ 2.85714286 81.14285714],0
d2,1,0.48675,0.483703,[19 44] ; [21 63],[17.14285714 45.85714286] ; [22.85714286 61.14285714],0
s5,1,0.52357,0.406856,[13 48] ; [21 60],[14.6056338 46.3943662] ; [19.3943662 61.6056338],0
p6,1,0.545357,0.365701,[17 45] ; [26 55],[18.64335664 43.35664336] ; [24.35664336 56.64335664],0
