Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0001,15.145424,[116  26] ; [70 47],[101.97683398  40.02316602] ; [84.02316602 32.97683398],1
d2,1,0.301708,1.06663,[80 64] ; [58 60],[75.84732824 68.15267176] ; [62.15267176 55.84732824],0
n3,1,0.418741,0.653846,[12  5] ; [14  3],[13.  4.] ; [13.  4.],0
p9,1,0.425749,0.634391,[128  15] ; [109   9],[129.85057471  13.14942529] ; [107.14942529  10.85057471],0
p4,1,0.433069,0.614579,[119  25] ; [93 25],[116.51908397  27.48091603] ; [95.48091603 22.51908397],0
d5,1,0.436245,0.606141,[127  16] ; [101  17],[124.91954023  18.08045977] ; [103.08045977  14.91954023],0
s1,1,0.459857,0.546242,[  6 136] ; [  3 115],[  4.91538462 137.08461538] ; [  4.08461538 113.91538462],0
r2,1,0.517092,0.41969,[139   4] ; [112   5],[138.05   4.95] ; [112.95   4.05],0
u2,1,0.520137,0.413621,[17 13] ; [13 14],[15.78947368 14.21052632] ; [14.21052632 12.78947368],0
d4,1,0.534045,0.38669,[125  18] ; [100  18],[123.27586207  19.72413793] ; [101.72413793  16.27586207],0
b4,1,0.579952,0.306313,[83 61] ; [72 46],[85.19083969 58.80916031] ; [69.80916031 48.19083969],0
b5,1,0.602388,0.271409,[87 57] ; [75 43],[89.03816794 54.96183206] ; [72.96183206 45.03816794],0
n2,1,0.62822,0.234483,[14  3] ; [15  2],[14.5  2.5] ; [14.5  2.5],0
a3,1,0.631111,0.230557,[113  29] ; [91 27],[111.41538462  30.58461538] ; [92.58461538 25.41538462],0
s6,1,0.638507,0.2207,[103  37] ; [83 34],[101.3229572  38.6770428] ; [84.6770428 32.3229572],0
u1,1,0.665113,0.187372,[ 35 109] ; [26 92],[ 33.52671756 110.47328244] ; [27.47328244 90.52671756],0
a2,1,0.714093,0.134223,[ 42 102] ; [32 86],[ 40.67175573 103.32824427] ; [33.32824427 84.67175573],0
a5,1,0.746547,0.104456,[117  27] ; [94 24],[115.96946565  28.03053435] ; [95.03053435 22.96946565],0
r3,1,0.747781,0.103405,[139   5] ; [113   5],[138.50381679   5.49618321] ; [113.49618321   4.50381679],0
v4,1,0.747781,0.103405,[139   5] ; [113   5],[138.50381679   5.49618321] ; [113.49618321   4.50381679],0
a6,1,0.752587,0.09937,[98 45] ; [83 35],[99.16858238 43.83141762] ; [81.83141762 36.16858238],0
a8,1,0.800336,0.063964,[ 18 110] ; [16 89],[ 18.67811159 109.32188841] ; [15.32188841 89.67811159],0
s5,1,0.841238,0.040124,[60 78] ; [51 63],[60.78571429 77.21428571] ; [50.21428571 63.78571429],0
b1,1,0.862251,0.030105,[65 79] ; [52 66],[64.30534351 79.69465649] ; [52.69465649 65.30534351],0
b2,1,0.897023,0.01675,[42 54] ; [34 42],[42.41860465 53.58139535] ; [33.58139535 42.41860465],0
b3,1,0.897023,0.01675,[42 54] ; [34 42],[42.41860465 53.58139535] ; [33.58139535 42.41860465],0
p6,1,0.912652,0.012033,[72 69] ; [59 55],[72.43529412 68.56470588] ; [58.56470588 55.43529412],0
a4,1,0.95516,0.003162,[71 72] ; [59 59],[71.22605364 71.77394636] ; [58.77394636 59.22605364],0
d3,1,0.973014,0.001144,[104  40] ; [85 33],[103.8778626  40.1221374] ; [85.1221374 32.8778626],0
n1,1,1.0,0.0,[10  7] ; [10  7],[10.  7.] ; [10.  7.],0
