Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0001,15.145424,[116  26] ; [70 47],[101.97683398  40.02316602] ; [84.02316602 32.97683398],1
n4,1,0.000241,13.482154,[133  11] ; [89 28],[122.48275862  21.51724138] ; [99.51724138 17.48275862],1
s7,1,0.000781,11.284852,[93 42] ; [53 58],[80.12195122 54.87804878] ; [65.87804878 45.12195122],1
p1,1,0.001434,10.162017,[ 24 119] ; [  5 112],[ 15.95 127.05] ; [ 13.05 103.95],0
p12,1,0.002148,9.41818,[ 27 116] ; [  7 110],[ 18.7 124.3] ; [ 15.3 101.7],0
s8,1,0.004439,8.09497,[90 52] ; [54 64],[78.64615385 63.35384615] ; [65.35384615 52.64615385],0
n5,1,0.007921,7.051311,[130  14] ; [91 25],[122.4  21.6] ; [98.6 17.4],0
n6,1,0.016824,5.714657,[134   9] ; [99 18],[128.15  14.85] ; [104.85  12.15],0
p5,1,0.028833,4.777555,[ 35 109] ; [ 16 102],[ 28.03053435 115.96946565] ; [22.96946565 95.03053435],0
s4,1,0.029797,4.72097,[ 18 123] ; [27 90],[ 24.59302326 116.40697674] ; [20.40697674 96.59302326],0
s3,1,0.036314,4.382301,[87 55] ; [57 61],[78.64615385 63.35384615] ; [65.35384615 52.64615385],0
p2,1,0.067715,3.33755,[135   9] ; [102  15],[130.75862069  13.24137931] ; [106.24137931  10.75862069],0
p10,1,0.076825,3.130816,[132  11] ; [100  17],[127.6  15.4] ; [104.4  12.6],0
d1,1,0.094166,2.80167,[102  42] ; [72 46],[95.63358779 48.36641221] ; [78.36641221 39.63358779],0
a1,1,0.096398,2.764142,[ 12 132] ; [  4 114],[  8.79389313 135.20610687] ; [  7.20610687 110.79389313],0
s2,1,0.122786,2.381421,[84 57] ; [59 59],[77.84942085 63.15057915] ; [65.15057915 52.84942085],0
r4,1,0.155533,2.017125,[137   7] ; [107  11],[134.10687023   9.89312977] ; [109.89312977   8.10687023],0
p7,1,0.209164,1.577204,[117  25] ; [89 28],[112.94208494  29.05791506] ; [93.05791506 23.94208494],0
r1,1,0.214899,1.538112,[122  22] ; [93 25],[118.16793893  25.83206107] ; [96.83206107 21.16793893],0
a7,1,0.221793,1.492732,[102  41] ; [92 26],[106.29118774  36.70881226] ; [87.70881226 30.29118774],0
p11,1,0.223158,1.483946,[124  20] ; [95 23],[120.36641221  23.63358779] ; [98.63358779 19.36641221],0
p8,1,0.288104,1.12846,[101  41] ; [76 41],[97.04247104 44.95752896] ; [79.95752896 37.04247104],0
u3,1,0.300796,1.070661,[19 12] ; [20  7],[20.84482759 10.15517241] ; [18.15517241  8.84482759],0
