Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000496,12.130738,[24  7] ; [22 35],[16.20454545 14.79545455] ; [29.79545455 27.20454545],1
v1,1,0.005055,7.859571,[23  8] ; [25 33],[16.71910112 14.28089888] ; [31.28089888 26.71910112],0
r4,1,0.038327,4.290434,[30  1] ; [47 11],[26.82022472  4.17977528] ; [50.17977528  7.82022472],0
b4,1,0.039819,4.225577,[22  9] ; [28 30],[17.41573034 13.58426966] ; [32.58426966 25.41573034],0
s5,1,0.051666,3.786562,[18 11] ; [21 32],[13.79268293 15.20731707] ; [25.20731707 27.79268293],0
p10,1,0.056688,3.631714,[25  6] ; [34 22],[21.02298851  9.97701149] ; [37.97701149 18.02298851],0
d3,1,0.066432,3.369056,[26  5] ; [38 20],[22.29213483  8.70786517] ; [41.70786517 16.29213483],0
a1,1,0.090102,2.872558,[ 4 27] ; [ 2 56],[ 2.08988764 28.91011236] ; [ 3.91011236 54.08988764],0
n6,1,0.133393,2.252564,[27  3] ; [43 13],[24.41860465  5.58139535] ; [45.58139535 10.41860465],0
n4,1,0.14368,2.138097,[26  5] ; [39 17],[23.16091954  7.83908046] ; [41.83908046 14.16091954],0
s6,1,0.160315,1.971251,[26  3] ; [44 13],[23.60465116  5.39534884] ; [46.39534884 10.60465116],0
n1,1,0.184414,1.761686,[3 6] ; [17 12],[4.73684211 4.26315789] ; [15.26315789 13.73684211],0
a3,1,0.194152,1.685824,[20 10] ; [46 12],[22.5  7.5] ; [43.5 14.5],0
d5,1,0.2087,1.580419,[27  4] ; [44 14],[24.73033708  6.26966292] ; [46.26966292 11.73033708],0
p1,1,0.234048,1.416092,[ 2 28] ; [ 9 49],[ 3.75 26.25] ; [ 7.25 50.75],0
s2,1,0.236839,1.399311,[25  6] ; [40 18],[22.64044944  8.35955056] ; [42.35955056 15.64044944],0
s8,1,0.250575,1.320092,[22  9] ; [34 24],[19.50561798 11.49438202] ; [36.49438202 21.50561798],0
p6,1,0.309683,1.032028,[16 15] ; [23 34],[13.73863636 17.26136364] ; [25.26136364 31.73863636],0
u1,1,0.312143,1.021586,[10 21] ; [13 45],[ 8.01123596 22.98876404] ; [14.98876404 43.01123596],0
p4,1,0.314551,1.011469,[20 11] ; [31 27],[17.76404494 13.23595506] ; [33.23595506 24.76404494],0
n5,1,0.34522,0.890951,[24  7] ; [38 18],[22.09195402  8.90804598] ; [39.90804598 16.09195402],0
s3,1,0.367382,0.812502,[19 12] ; [41 17],[20.8988764 10.1011236] ; [39.1011236 18.8988764],0
r3,1,0.388668,0.743106,[29  2] ; [50  7],[27.82954545  3.17045455] ; [51.17045455  5.82954545],0
s4,1,0.391082,0.735574,[ 6 25] ; [16 42],[ 7.66292135 23.33707865] ; [14.33707865 43.66292135],0
p7,1,0.40012,0.707965,[16 14] ; [25 32],[14.13793103 15.86206897] ; [26.86206897 30.13793103],0
r2,1,0.462972,0.538701,[30  1] ; [53  4],[29.23863636  1.76136364] ; [53.76136364  3.23863636],0
v4,1,0.473679,0.51338,[30  1] ; [54  4],[29.25842697  1.74157303] ; [54.74157303  3.25842697],0
a7,1,0.495498,0.464565,[24  7] ; [41 17],[22.64044944  8.35955056] ; [42.35955056 15.64044944],0
u3,1,0.509903,0.434266,[7 4] ; [6 6],[6.2173913 4.7826087] ; [6.7826087 5.2173913],0
